Antigen	Genes
Sall4	['Brox', 'Aida', 'Tepsin', 'Ndufaf8', 'Osbpl10', 'Map4k4', 'Nfic', 'Sharpin', 'Maf1', 'Cyc1', 'Txndc11', 'Sp2', 'Mis12', 'Derl2', 'Baz2a', 'Atp5b', 'Fbxw4', 'Rfx1', 'Arrdc4', 'Ube2c', 'Tnnc2', 'Fam180a', 'Tbc1d30', 'Ankrd54', 'E030030I06Rik', 'Cnot3', 'Ccser2', 'Ppp2r2d', 'Mapk1ip1', 'Rest', 'Mks1', 'Calm3', 'Recql', 'Golt1b', 'Sumo2', 'Anp32a', 'Cldn34d', 'Jam2', 'Dnmt3l', 'Aire', 'Greb1', 'Shc1', 'Cks1b', 'Flad1', 'Lenep', 'Igf2bp3', 'Ung', 'Alkbh2', 'Rnf5', 'Agpat1', 'Zfp979', 'Rpgrip1', 'Hnrnpc', 'G3bp1', 'Atox1', 'Pitpnm1', 'Cdk2ap2', 'Prkaca', 'Ubxn2a', 'Zfp991', 'Zfp600', 'Osbp', 'Zfp981', 'Traf2', 'Katnb1', 'Morc1', 'H4c4', 'H3c4', 'H2bc7', 'H2ac7', 'H2bc8', 'H2ac8', 'Dnm2', 'Tnrc6b', 'Cnot1', 'Zswim4', 'Tprn', 'Ssna1', 'Anapc2', 'Tmem203', 'Ndor1', 'Tom1', 'Abhd2', 'Nlk', 'H2al2a', 'Arntl', 'Fdft1', 'LOC102640673', 'Zfp982', 'Yipf5', 'Akap8l', 'Paip2b', 'Nfatc2ip', 'Sox21', 'Glrx5', 'H4c8', '6430571L13Rik', 'Hemk1', 'Smim8', 'Ipmk']
Sap130	['Trmt61a', 'Ckb', 'Ccnb2', 'Bub1', 'Ncl', 'Tas1r1', 'Nol9', 'Nol12', 'Lgals1', 'Ltv1', 'Mettl1', 'Eef1akmt3', 'Cyp27b1', 'Utp20', 'Rrp12', 'Crebrf', 'Wdr4', 'Ndufv3', 'Psme3', 'Aoc2', 'Mdn1', 'Thg1l', 'Lsm11', 'Hspa12a', 'Eno4', 'Cct2', 'Mrpl35', 'Immt', 'Eef1e1', 'Nr1d2', 'Fbl', 'Dyrk1b', 'C1qbp', 'BC048403', 'Slc25a26', 'Pms2', 'Aimp2', 'Tma16', 'Fbxo5', 'Espl1', 'Scfd2', 'Fip1l1', 'Urb1', 'Utp25', 'Ap5z1', 'Gle1', 'Ddx21', 'Polr3d', 'Piwil2', 'Heatr1', 'Llph', 'Dhx33', 'Ppan', 'Eif3g', 'Angptl6', 'Kif11', 'Ccne2', 'Kif18b', 'Pprc1', 'Rpsa', 'Rrs1', 'Adhfe1', 'Zfp869', 'Adh5', 'Pigw', 'Myo19', 'Ggnbp2', 'March8', 'Wdr62', 'Naa25', 'Rcc1l', 'Gtf2ird2', 'Sh3bgr', 'Lca5l', 'Rrh', 'Gar1', 'Cfi', 'Hjurp', 'A730008H23Rik', 'Sec31a', 'Sdad1', 'Mcph1', 'Kcnj14', 'Grwd1', 'H3c15', 'H3c14', 'H2ac19', 'H2ac18', 'Ccnb1', 'Fgfbp3', 'Btaf1', 'Mtfr2', 'Polr1b', 'Crnkl1', 'Cfap61', 'Cep162', 'Adpgk', 'Kpna2', 'Vps33a', 'Elac2']
Sap18	['Txndc11', 'Greb1', 'Brox', 'Aida', 'Olfr806', 'Nkx2-6', 'Cldn34d', 'Hexb', 'Abhd6', 'Kpna1', 'Tcte3', 'Gm3448', 'Gm3417', 'Ermard', 'E030030I06Rik', 'Osbpl1a', 'Nup133', 'Gm3435', 'Fbxw4', 'Aadacl2fm1', 'Wwox', 'Il31ra', '9030025P20Rik', 'Pknox1', 'Olfr1274', 'Setd4', 'Cbr1', 'Rnf166', 'Sspn', 'Nup153']
Satb1	['Nanog', 'Dad1', 'Abhd4', 'Zfp607b', 'Brox', 'Aida', 'Oip5', 'Nusap1', 'Tasor', 'Cldn34d', 'Rps8', 'Rbm5', 'Trmt44', 'Acox3', 'Tnnt3', 'Trim44', 'Celsr1', 'Msmp', 'Kctd17', 'Nedd9', 'Morn5', 'Tbrg1', 'Spry4', 'Cnmd', 'Rpl36a', 'Btk', 'Crybg3', 'Me1', '4930432M17Rik', 'Vnn1', 'Golm1', 'Kif11', 'Txndc11', 'Gimap1', 'Kif2c', 'Rps14', 'Tcf3', 'Fbxw4', 'Hacl1', 'Btd', 'Sez6l', 'Eef1aknmt', 'Alyref2', 'Dusp19', 'Bcl2a1c', 'Glb1l2', 'Chga', 'Ssna1', 'Anapc2', 'Tmem210', 'Kdm5c', 'Guca1b', 'Commd8', 'Ddr2', 'E030030I06Rik', 'Hjurp', 'A730008H23Rik', 'Exosc5', 'Bckdha', 'Tmed9', 'Zbtb41', 'Nr1h3', 'Madd', 'Bod1', 'Olfr1427', 'Olfr1426', 'Il31ra', 'Hexim1', 'Zfp365', 'Bloc1s6', 'Tcerg1', 'Muc3', 'Ltk', 'Dram2', 'Cept1', 'Capns1', 'Zfp821', 'Ist1', 'Fra10ac1', 'Arl4d', 'Map3k1', 'Flacc1', 'Atp23', '1700123K08Rik', 'Pifo', 'Slfn10-ps', 'Zfp473', 'Vrk3', 'Art2b', 'Psmc4', 'Rttn', 'St6gal1', 'Ehd3', 'Muc2', 'Gtf3c6', 'Sh3gl1', 'Chaf1a', 'Cast', '1700008O03Rik', 'Syt3']
Satb2	['Brox', 'Aida', 'Cldn34d', 'Acin1', '1700123O20Rik', 'Ski', 'E030030I06Rik', 'Deaf1', 'Greb1', 'Zc3h4', 'Nkx2-6', 'Cdc27', 'Myl4', 'Hexb', 'Pknox1', 'Yipf6', 'Satb2', 'Osbpl1a', 'Gm525', 'Etnk1', 'Kpna1', 'Il31ra', 'Vmn2r4', 'Gnao1', 'Fbxw4', 'Eef1b2', 'Ndufs1', 'Creb1', 'Txndc11', 'Oasl1', 'Zfp580', 'U2af2', 'Ccdc106', 'Ube2m', 'Chmp2a', 'Abhd6', 'Olfr806', 'Dapk3', 'Cox8c', 'Eef2', 'Pik3r2', 'Mta2', 'Clcn4', 'Slc10a5', 'Impa1', 'Gsdma2', 'Cd209a', 'Tmem267', 'Tmem125', 'Extl3', 'Vmn2r102']
Scml2	['Greb1', 'Cldn34d', 'Txndc11', 'Nkx2-6', 'Taar7a', 'Taar6', 'Hexb']
Setd1a	['Dagla', 'Txndc11', 'Ddx17', 'Slc39a10', 'Aldh18a1', 'Gpr137', 'Bad', 'Kcnk4', 'Mrps15', 'Slc25a25', 'Naif1', 'Xpo7', 'Dok2', 'Hnrnpa2b1', 'Cbx3', 'Epc2', 'Slc39a4', 'Cpsf1', 'Kat8', 'Bckdk', 'Gm14595', 'Gm14590', 'Ube2a', 'Sugp2', 'Armc6', 'Rexo1', 'Ccdc183', 'Rabl6', 'Ap1g1', 'Rptor', 'Knstrn', 'Cwc27', 'Dcp1a', 'Mbtps1', 'Eif4g2', 'Wiz', 'Psmd3', 'Ube2j2', 'Taco1', 'Ehmt1', 'Tyw3', 'Cryz', 'Ddost', 'Rcc1l', 'Gtf2ird2', 'Tardbp', 'Phf23', 'Gabarap', 'Dvl2', 'Cldn34d', 'Zfp866', 'Kctd3', 'Sept7', 'Lima1', 'Aars2', 'Mrpl11', 'Fbxo42', 'Ptcd2', 'Mrps27', 'Slc5a5', 'Rpl18a', 'Map1s', 'Dicer1', 'Trrap', 'Tmem130', 'Trmt1', 'Nacc1', 'Dus1l', 'Slc35e2', 'Upf1', 'Zfp276', 'Vps9d1', 'Spg7', 'Sprtn', 'Exoc8', 'Chmp6', 'Pus1', 'Ep400', 'Rpl22', 'Rnf207', 'Wdr18', 'Dffb', 'Cep104', 'Rnf26', 'C1qtnf5', 'Nudt3', 'Rbsn', 'Cpsf2', 'Tcea1', 'Ubr4', 'Mettl2', 'Tspan4', 'Polr2l', 'Cd151', 'Dhx16', 'Pex14', 'Kpna6', 'Raver1', 'Hmgxb4', 'Qrich1']
Setd2	['Cldn34d', 'Brox', 'Aida', 'E030030I06Rik', 'Txndc11']
Setdb1	['Txndc11', 'Habp4', 'Cldn34d', 'Greb1', 'Rdm1', 'Sspn', 'Brox', 'Aida', 'Arl4d', 'Tmem125', 'Zbtb40', 'Nkx2-6', 'Clec2g', 'Inpp5f', 'LOC666331', 'Gm11634', 'Rffl', 'Hexb', 'Pgk1', 'Sfi1', 'Eif4enif1', 'Olfr806', 'Abhd6', 'Kpna1', 'Pet117', 'Kat14', 'Wwox', 'Olfr1274', 'Plagl1', 'Tm7sf3', 'Med21', 'Il31ra', 'Calm3', 'Rpl27', 'Ifi35', 'E030030I06Rik', 'Stk35', 'Nnat', 'Blcap', 'Gnas', 'Aadacl2fm1', 'Cerk', 'Atp5g1', 'Zranb2', 'Enpp3', 'Nap1l5', 'L2hgdh', 'Dmac2l', 'Pdf', 'Nip7', 'Cog8', 'Setd4', 'Cbr1', 'Gm10710', 'Dchs2', 'Sec22c', 'Thra', 'Cd209a', 'Gpr20', 'Gxylt1', 'Ube2j2', 'Ddx20', 'Mcts2', 'Aldh9a1', 'Cep164', 'Bace1', 'Slc39a4', 'Cpsf1', 'Lrmp', 'Tmed6', '1810010H24Rik', 'Gm525', 'Mrpl44', 'Clpx', 'Nemp1', 'Nab2', 'Gstm2', 'Trmt2a', 'Ranbp1', 'Ccdc13', 'Nvl', 'Cnih4', 'Tmem267', 'Cxcr4', 'Fbxw4', 'Msc', 'Mettl6', 'Eaf1', 'Yipf2', 'Timm29', 'Gtf3c6', 'Tmem107', 'Col6a6', 'Tecpr1', 'Gm11213', 'Pisd', 'Tex14', 'Csf2ra', 'Cstf2t', 'Lrrc74a']
Sfmbt1	['Greb1', 'Slc35b1', 'Tpgs1', 'Madcam1', 'Brox', 'Aida', 'Sumf1', 'Nup85', 'Iscu', 'Sart3', 'Micos10', 'Cdk5rap2', 'Nkx2-6', 'Cldn34d', 'Psmb5', 'Psmb11', 'Hspa9', 'Rps15a', 'Cct6a', 'Psph', 'Rps29', 'Lrr1', 'Olfr806', 'Prpsap1', 'Akap11', 'Abhd6', 'Wdr92', 'Pno1', 'Acacb', 'Upf2', 'Dhtkd1', 'Bckdha', 'Exosc5', 'Ufm1', 'Gm525', 'Lyrm4', 'Fars2', 'Txndc11', 'Gorab', 'Bzw1', 'Farsb', 'Rbm39', 'BC031181', 'Rpl17', 'Puf60', 'Usp31', 'Zwilch', 'Snapc5', 'Slc26a8', 'Rpl4', 'Mapk14', 'D1Pas1', 'Prkcsh', 'Ccdc151', 'Zzz3', 'Mrpl11', 'Mif4gd', 'Gga3', 'Mrps7', 'Rpp38', 'Nnat', 'Blcap', 'Acbd7', 'Ndufb5', 'Mrpl47', 'Cox7a2l', 'Mrps14', 'Tbck', 'Aimp1', 'Hadhb', 'Hadha', 'Micu3', 'Pald1', 'Cdc5l', 'Dis3', 'Hexb', 'Pibf1', 'Smc2', 'Ncoa4']
Sfmbt2	['Cldn34d', 'Brox', 'Aida', 'E030030I06Rik', 'Txndc11', 'Tmem125', 'Vmn1r3', 'Vmn1r2', 'Cox14', 'Fbxw4']
Shox2	['Greb1', 'Cldn34d', 'Nkx2-6', 'Kpna1', 'Brox', 'Aida', 'E030030I06Rik', 'Txndc11', 'Tmem125', 'Fbxw4', 'Il31ra']
Sin3a	['Cacng2', 'Nkx1-1', 'Naip2', 'Celsr3', 'Cadm3', 'Txndc11', 'Rtbdn', 'Mast1', 'Smim17', 'Crhr2', 'Npas4', 'Mcf2l', 'Npdc1', 'Entpd2', 'Scrt1', 'Armc5', '9130023H24Rik', 'Mapk8ip2', 'Vstm2l', 'Xkr7', 'Tas1r3', 'Ints11', 'Cptp', 'Mc3r', 'Med27', 'Ripply2', 'Cyb5r4', 'Slc39a3', 'Clcn7', 'Golm1', 'Usp2', 'Tph2', 'Ciao3', 'Lsm5', 'Avl9', 'Fbxo11', 'LOC547349', 'H2-L', 'H2-D1', 'Foxj1', 'Golga7b', 'Slc25a26', 'Ttc27', 'Utp20', 'Swsap1', 'Cldn34d', 'Lin28a', 'Syp', 'Pmvk', 'Prr5l', 'Commd9', 'Gpatch4', 'Dpp7', 'Tma16', 'Pard6a', 'Acd', 'Enkd1', '4933405L10Rik', 'Wdr27', '1600012H06Rik', 'Man2b2', 'Brox', 'Aida', 'Zfp939', 'Tsr3', 'Gnptg', '3110082I17Rik', 'Hcrt', 'Ghdc', 'Mks1', 'Traf3ip1', 'Neil1', 'Commd4', 'Cd300ld3', 'Cd300e', 'Gm5741', 'Fbxw9', 'Lztfl1', 'Insr', 'Colgalt1', 'Vps33a', 'Rbm19', 'Glra1', 'B9d1', 'Pik3r2', 'Ifi30', 'Nubpl', 'Gle1', 'Slc39a11', 'Rab11fip3', 'Yif1a', 'Tmem151a', 'Cnih2', 'Nufip1', 'Gpalpp1', 'Rasl10b', 'Mfsd1', 'Vps41', 'Dynlrb2', 'Rpusd2']
Sin3b	['Greb1', 'Nkx2-6', 'Olfr855', 'Olfr854', 'Acacb', 'Brox', 'Aida', 'Fam227b', 'Dtwd1']
Sirt1	['Bub1', 'Zfpl1', 'Vps51', 'Tmem262', 'Cdca5', 'Gm550', 'Ttk', 'Rad54b', 'Mms22l', 'Kif14', 'Ttc24', 'Iqgap3', 'Yme1l1', 'Mastl', 'Depdc1a', 'Gins3', 'Cmc2', 'Cenpn', 'Ppwd1', 'Cenpk', 'Diaph3', 'Parpbp', 'Nup37', 'Espl1', 'Kif18b', 'Trip13', 'Brd9', 'H3c8', 'H3c7', 'H2bc9', 'H2ac10', 'H4c8', 'Kbtbd6', 'Ttf2', 'Tulp3', 'Rhno1', 'Foxm1', 'H3c3', 'H2bc3', 'H1f2', 'Ndc80', 'Rrm2', 'Shc1', 'Flad1', 'Cks1b', 'Fam110a', 'Polq', 'Sart3', 'Iscu', 'Rrm1', 'Kctd9', 'Cdca2', 'Hjurp', 'A730008H23Rik', 'Cdca8', '9930104L06Rik', 'Brip1', 'H3c15', 'H3c14', 'H2ac19', 'H2ac18', 'Hinfp', 'Cenpf', 'Sgo1', 'Cdc7', 'Mki67', 'Birc5', 'Rwdd2b', 'Ltn1', 'Msh5', 'Clic1', 'E2f3', 'Gmnn', 'Nbr1', 'Brca1', 'Neil3', 'Kif20a', 'Brd8', 'Kif2c', 'Vars', 'D17H6S56E-5', 'Lrrc49', 'Usp5', 'Gnb3', 'Cdca3', 'Mybl2', 'Upf3a', 'Mis12', 'Derl2', 'Cyp2r1', 'Zwilch', 'Snapc5', 'Rpl4', 'Snrnp25', 'Il9r', 'Ctnna3', 'Incenp', 'Mis18a', 'Exosc6', 'Cd2bp2']
Sirt7	['Cldn34d', 'Brox', 'Aida', 'Kpna1', 'E030030I06Rik', 'Fbxw4']
Six1	['Olfr855', 'Olfr854', 'Zfp949', 'Osbpl1a', 'Rps29', 'Lrr1', 'Kpna1', 'Malt1', 'Acacb', 'Nemf', 'Greb1', 'Npffr2', 'Hexb', 'Prl3c1', 'Fam227b', 'Dtwd1']
Six2	['Txndc11', 'Cldn34d', 'Igsf3', 'Utp14b', 'Acsl3', 'Xrcc5', 'Six2', 'Lck', 'Cep152', 'Kpna1', 'Rhbdf2', 'Brox', 'Aida', 'Chst5', 'Gm4791', '1700122O11Rik', 'Sec24b', 'Nemp2', 'Selenow', 'Cast', 'Plpp7', 'Fam78a', 'Heyl', 'Eif3m', 'Nkain3', 'Mycn', 'Mapk8ip1', '1700029I15Rik', 'Lmcd1', 'Masp1', 'Tmem98', 'Eepd1', 'Psmb6', 'Gltpd2', 'Eno1', 'Shroom3', 'Wwp1', 'Fbxw7', 'Adcy6', 'Btbd6', 'Nlrp3', 'Emc4', 'Smim5', 'Six5', 'Plcl2', 'Surf6', 'Rpl7a', 'Med22', 'Sobp', 'Smad7', 'Limch1', 'Eif2b2', 'Serac1', 'Gtf2h5', 'Rab27b', 'Smim4', 'Nt5dc2', 'Col13a1', 'Meis2', 'Gm266', 'Mars', 'Arhgap9', 'Apobec2', 'Tmem170b', 'Nudt4', 'Cyth1', 'Qk', 'Copg2', 'Sfxn3', 'Pdzd7', 'Gtf2i', 'Zmiz1', 'Fa2h', 'Prkab1', 'Zfp949', 'Wbp1', 'Mogs', 'Ino80b', 'Gpc5', 'Slc2a12', 'Syngr1', 'Rpl3', 'Mgp', 'Cutal', 'Osbpl9', 'Calr4', 'Rhobtb3', 'Cpd', 'Gja1', 'Dpf3', 'Birc3', 'Serpina1e', 'Atf6', 'Spns1', 'Lat', 'Il17rd', 'Mmp12', 'Gm14092', 'Slc5a11', 'Klk9']
Six4	['Snx12', 'Hspe1', 'Hspd1', 'Txndc11', 'Zfp523', 'Denr', 'Mkx', 'Kmt2a', 'Akap11', 'Qrich1', 'Qars', 'Rbm39', 'Med1', 'Cdk12', 'Psmd5', 'Cutal', 'Zfp143', 'Ube2d3', 'Rraga', 'Brox', 'Aida', 'Styxl1', 'Mdh2', 'March7', 'Slc26a8', 'Mapk14', 'Trmt10c', 'Pcnp', 'Lamp1', 'Wdr77', 'Atp5pb', 'Arf3', 'Rps3a1', 'Scamp5', 'Uhrf2', 'Haspin', 'Sspn', 'Zfp37', 'Nipsnap2', 'Mrps17', 'Yod1', 'Pfkfb2', 'Micos10', 'Mms22l', 'Cltc', 'Psmb2', 'Ercc6l2', 'Ankfy1', 'Cep350', 'Stxbp4', 'Cox11', 'Cldn34d', 'Ppp4r3b', 'Ttc14', 'Aldh9a1', 'Myef2', 'Tas1r1', 'Nol9', 'Amotl1', 'Cast', 'Eif4a3', 'Card14', 'Smim10l1', 'Matr3', 'Cul3', 'Stk38l', 'Il31ra', 'Wdr27', '1600012H06Rik', 'Map3k7', 'Rps19', 'Tmem125', 'Nudt1', 'Greb1', 'Hspa4', 'Slc25a4', 'Lsm14a', 'Ireb2', 'Srsf10', 'Rab33b', 'Fubp1', 'Dnajb4', 'Nap1l4', 'Mthfd2', 'Mob1a', 'Ubr3', 'Radil', 'Sec22c', 'Zmiz1', 'Atf2', 'Rps7', 'Pura', 'Nsun3', 'Fam76a', 'Cct8', 'Pigw', 'Myo19', 'Ggnbp2', 'Tipin', 'Mfsd8']
Smad1	['Lamp1', 'Slc26a8', 'Mapk14', 'Greb1', 'Sec23ip', 'Mcmbp', 'Rictor', 'Banp', 'Smdt1', 'Pheta2', 'Naga', 'Nprl3', 'Hba-x', 'Herc1', 'Ube2v1', 'Ncoa4', 'Prdx1', 'Thap11', 'Nutf2', 'Cenpt', 'Hspa4', 'Psmb2', 'Nme3', 'Mrps34', 'Eme2', 'Rpl13a', 'Kazald1', 'Gga1', 'Ap5s1', 'Sipa1l1', 'Nkx2-6', 'Ankfy1', 'Tlcd1', 'Nek8', 'Slc25a11', 'Rnf167', 'Gp1ba', 'Eif5', 'Abhd6', 'Olfr806', 'Ehd1', 'Tmcc2', 'March2', 'Dbx2', 'Zzz3', 'Mthfd2', 'Ubr3', 'Gmppa', 'Slc35b4', 'Tmem9', 'Igfn1', 'Elovl1', 'Wdr27', 'Tas1r1', 'Pex14', 'Nol9', 'Cct8', '1600012H06Rik', 'Tipin', 'Znfx1', 'Elmsan1', 'Tbxas1', 'Tmco1', 'Rxra', 'Atf7', 'Tex9', 'Ubxn11', 'Art4', 'Rps7', 'Hexb', 'Mob1a', 'Rnpc3', 'Ttc14', 'Slfn14', 'Olfr202', 'Eif4a3', 'Card14', 'Trip6', 'Srrt', 'Fam241a', 'Cited4', 'Olfr2', 'Arf3', 'Rps3a1', 'Mms22l', 'Arl10', '4833439L19Rik', 'Brf1', 'Pnpla6', 'Fam76a', 'Zbtb40', 'Sync', 'Ddhd2', 'Rpp25', 'Cd59b', 'Pura', 'Haspin', 'Atf2', 'Prr22', 'Nrtn']
Smad2	['Txndc11', 'Brox', 'Aida', 'Cldn34d', 'Scn4a', 'Gsg1', 'Atp1a2', 'Junb', 'Hook2', 'Bcar3', 'Defb41', 'Foxq1', 'Lefty1', 'Ackr4', 'Ywhae', 'Lgr4', 'Rtkn', 'Wdr54', '1700003E16Rik', 'Clcn4', 'Taok3', 'Suds3', 'Olfr74', 'Olfr1158', 'Il31ra', 'Ogdhl', 'Sspn', 'Swsap1', 'Glra1', 'Tbc1d9', 'Abr', 'Fam25c', 'Dmrtb1', 'Pik3ip1', 'Casr', 'Mtf2', 'Trp53inp1', 'Sgk3', 'Aldh9a1', 'Hoxb3', 'Hoxb2', 'Ctnna1', 'Wscd1', 'Klk1b22', 'Cd40', 'Kmt2a', 'Arhgap8', 'Idi2', 'Ccny', 'Kng2', 'Gsc', 'Has1', 'Ngf', 'Htr1d', 'Tnnt1', 'Tnni3', 'Kirrel3', 'Rcan1', '2410124H12Rik', 'Commd8', 'Tgm2', 'Kpna1', 'T2', 'Vldlr', 'Lamb3', 'Pitx2', 'Otud4', 'Greb1', 'Mapk7', 'B9d1', 'Fgd4', 'Rnf20', 'Sct', 'Cdhr5', 'Ubr7', 'Gon7', 'Gm20604', 'Mpp7', 'Sema3e', 'Lin9', '9430069I07Rik', 'Pef1', 'Dhrs3', '4930432M17Rik', 'Zfp9', 'Gabpb1', 'Ucma', 'Hexb', 'Smim5', 'Rab18', 'Epb41l1', 'Skil', 'Nanog', 'Smim17', 'Prcc', 'Rars', 'Dnah17', 'Chst15', 'Camk2d', 'Cdk9']
Smad3	['Txndc11', 'Tesk2', 'Cth', 'Dcaf11', 'Sfxn2', 'Arl3', 'Dhrsx', 'Tle6', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Brox', 'Aida', 'Esrp1', 'Midn', 'Atp5d', 'Cldn34d', 'Tle4', 'Tle1', 'Sh2d5', 'Srm', 'Esyt1', 'Pbk', 'Gadd45b', 'Hif1a', 'Mpp7', 'Megf9', 'Inafm2', 'Rpp25l', 'Cntfr', 'Txlna', 'Tnks1bp1', 'Ttc9', 'Pitx3', 'Gbf1', 'Tle2', 'Klf10', 'Olfr1431', 'Ndufa4l2', 'Stac3', 'Vamp2', 'Per1', 'Ccny', 'Dync1i1', 'Nrarp', 'Klf6', 'Lefty1', 'Sgpl1', 'Ago1', 'Msra', 'Slc20a1', 'Pdk2', 'Crlf2', 'Cndp2', 'Slc30a1', 'Lrig1', 'Smad7', 'Skil', 'Tdrd12', 'Sptb', 'Vmn2r85', 'Utp14b', 'Acsl3', 'Defb41', 'Mxd4', 'Akt3', 'Id3', 'Sppl2a', 'Osr2', 'Slc45a3', 'Fam25c', 'Sptbn4', 'Zfp131', 'Ackr4', 'Krt18', 'Ssbp2', 'Radil', 'Nol6', 'Cnbp', 'Ubr7', 'Gon7', 'Gm20604', 'Phlpp1', 'Mt2', 'Mt1', 'Hus1', 'Kirrel', 'Kras', 'Dlx5', 'Zfhx3', 'Greb1', 'Olfr698', 'Olfr697', 'E030030I06Rik', 'Lgr4', 'Zfp428', 'Fgd4', 'Lypla1', 'Kng2', 'Tspan9']
Smad4	['Txndc11', 'Brox', 'Aida', 'Cldn34d', 'Slc30a1', 'E030030I06Rik', 'Ccny', 'Skil', 'Id2', 'Smim17', 'Smad7', 'Lefty1', 'Zcchc10', 'Dnajc18', 'Zmynd8', 'Myl6b', 'Myl6', 'Greb1', 'Ago1', 'Smad6', 'Srpr', 'Foxred1', 'Tirap', 'Hoxb13', 'Tpbpb', 'Ctla2b', 'Rassf3', 'Tmem184b', 'Lefty2', 'Lemd2', 'Alkbh3', 'Prkcsh', 'Ccdc151', 'Ubxn2a', 'Atad2b', 'Nme1', 'Casq2', 'Tpbpa', 'Ctla2a', 'Nkx2-6', 'Mrpl44', 'Drg2', 'Hadh', 'Chmp6', '6430548M08Rik', 'Rcan1', '2410124H12Rik', 'Vmn2r85', 'Ubr4', 'Atf6b', 'Nlrp10', 'Eif3f', 'Slc39a13', 'Arid3a', 'Cmip', 'Mcl1', 'Prickle1', 'Appl2', 'Ak1', 'Eng', 'Ttll13', 'Nsfl1c', 'Sspn', 'Apol9b', 'Cln6', 'Fbxw4', 'Abhd17a', 'Eml1', 'Il31ra', 'Ezh1', 'Urm1', 'Dus1l', 'Abcc4', 'Chordc1', 'Mrpl20', 'Ccnl2', 'Rnpepl1', 'Dusp28', 'Ankmy1', 'Pik3ip1', 'Cstf2t', 'Cnbp', 'Mpp7', 'Nup54', 'Pde4b', 'Mrpl21', 'Ighmbp2', 'Pltp', 'Kpna1', 'Slx4ip', 'Mkks', 'Id3', 'Nfat5', 'Cltc', 'Ube2j2', 'Ddost', 'Plvap', 'Glcci1', 'Src', 'Baalc']
Smad6	['Txndc11', 'Cldn34d']
Smarca4	['Pip4k2a', 'Hjurp', 'A730008H23Rik', 'Lyz1', 'Slc39a13', 'Tnfrsf13c', 'Shisa8', 'Nfu1', 'Coq10b', 'C330018D20Rik', 'Kbtbd2', 'Txndc11', 'Sirpb1b', 'Kmt2a', 'Tpt1', 'Cldn34d', 'Bbc3', 'Ubtd2', 'Atp6v0e2', 'Nudt13', 'Fam32a', 'Cib3', 'Amz2', 'Sfr1', 'Sirpb1a', 'Mef2c', 'Sirpb1c', 'Snx27', 'Greb1', 'Cables2', 'Psen2', 'Abcb6', 'Ankzf1', 'Dhrs9', 'Lgals3', 'Camta2', 'Brox', 'Aida', 'Tlr5', 'Hmgn1', 'Siah2', 'Tnfaip3', 'Msh6', 'Ptpn12', 'Olfr460', 'Clec5a', 'Rgs18', 'Mitf', 'Tstd3', 'Usp45', 'Gpr137', 'Bad', 'Kcnk4', 'Rasgrp3', 'Aldh18a1', 'Bank1', 'Sh3tc1', 'Runx1', 'Sorbs1', 'Tnfaip8', 'Defb40', 'Ei24', 'Prss22', 'Dennd5a', 'Knstrn', 'Dusp5', 'Chst12', 'Slc25a15', 'Prkra', 'Pjvk', 'Ivl', 'Pgd', 'Zfp869', 'Vipas39', 'Ahsa1', 'Dnmt3l', 'Clec4g', 'Mybph', 'Mterf1a', 'Celf3', 'Riiad1', 'Clcn1', 'Fut2', 'Gm5150', 'Tmem125', 'Fancd2', 'Emc3', 'Prr5', 'Pomp', 'Slc39a10', 'Rtp2', 'Ank1', 'Unc5b', 'Sytl3', 'Cyp4f18', 'Zfp943', 'Zfp942', 'Mmd', 'Rinl', 'Cdr2l']
Smarca5	['Cldn34d', 'Greb1', 'Brox', 'Aida', 'Nipsnap2', 'Mrps17', 'Vps36', 'Ckap2', 'Txndc11', 'Bicral', 'Nkx2-6', 'E030030I06Rik', 'Rapgef1', 'Abhd6', 'Kdm3b', 'Arf1', 'Hexb', 'Irak2', 'Vps13d', 'Bahcc1', 'Ermp1', 'Haspin', 'Olfr806', 'Rab12', 'Exosc8', 'Alg5', 'Dusp12', 'Gm13290', 'Gm13289', 'Gm13285', 'Tmbim4', 'Irak3', 'Ifnz', 'Gm13272', 'Fra10ac1', 'Osbpl1a', 'Gm13288', 'Gm13287', 'Gm13279', 'Gm13278', 'Gm13275', 'Lrrc59', 'Trp53rkb', 'Ifna7', 'Afap1l2', 'Tatdn3', 'Nsl1', 'Rfx7', 'Tac4', 'Runx3', 'Man2b2', 'Gm13286', 'Gm13283', 'Gm13271', 'Sec22c', 'E130311K13Rik', 'Kpna1', 'Mrpl39', 'Pknox1', 'Ppp1r1b', 'Cyp2w1', 'Cox19', 'Flot2', 'Dhrs13', 'Twf2', 'Tmem242', 'Gtf3c3', 'Ctdsp1', 'Fbxw4', 'Smarcd1', 'Asic1', 'Plcd3', 'Acbd4', 'Ncbp3', 'Bptf', 'Psmd3', 'Fbxo7', 'Bpifc', 'Knop1', 'Iqck', 'Sh3glb1', 'Sec13', 'Scaf8', 'Mrpl44', 'Smim26', 'Dtd1', 'Tex46', 'Kdm1a', 'Dpy19l4', 'Prr15l', 'Pnpo', 'Parl', 'Vps28', 'Slc39a4', 'Dennd6b', 'Ankrd46', 'Tmem168', 'Mrps2', '1700007K13Rik', 'Stx16']
