Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
CREBL2,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CREBL2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CREBL2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CREBL2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CREBL2.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
CRTC2,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRTC2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRTC2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRTC2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CRTC2.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
CRY1,Bone,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRY1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRY1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CRY1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CRY1.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml
CSE1L,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSE1L.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSE1L.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSE1L.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CSE1L.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
CSF1R,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSF1R.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSF1R.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSF1R.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CSF1R.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
CSNK2A1,Prostate,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSNK2A1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSNK2A1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSNK2A1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CSNK2A1.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml
CSTF3,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSTF3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSTF3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CSTF3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CSTF3.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
CTBP1,"Breast,Gonad,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP1.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP1.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
CTBP2,"Breast,Pluripotent stem cell,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTBP2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP2.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP2.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTBP2.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
CTCF,"Adipocyte,Blood,Bone,Breast,Cardiovascular,Digestive tract,Epidermis,Gonad,Kidney,Liver,Lung,Muscle,Neural,Others,Pancreas,Placenta,Pluripotent stem cell,Prostate,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCF.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCF.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCF.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Adipocyte.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Muscle.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Placenta.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCF.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Adipocyte.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Muscle.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pancreas.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Placenta.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
CTCFL,"Blood,Bone,Breast,Epidermis,Gonad,Neural,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCFL.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCFL.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTCFL.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTCFL.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
CTNNB1,"Blood,Breast,Digestive tract,Kidney,Liver,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTNNB1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTNNB1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTNNB1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTNNB1.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
CTR9,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTR9.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTR9.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CTR9.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CTR9.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
CUL4A,Bone,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUL4A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUL4A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUL4A.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CUL4A.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml
CUX1,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUX1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUX1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CUX1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CUX1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
CXXC1,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CXXC1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CXXC1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/CXXC1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/CXXC1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
DAXX,Prostate,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DAXX.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DAXX.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DAXX.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DAXX.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml
DCP1A,"Neural,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DCP1A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DCP1A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DCP1A.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DCP1A.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DCP1A.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
DDIT3,"Adipocyte,Digestive tract",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDIT3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDIT3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDIT3.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDIT3.Adipocyte.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDIT3.Digestive_tract.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Adipocyte.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml"
DDX11,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX11.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX11.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX11.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDX11.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
DDX5,"Breast,Pluripotent stem cell,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DDX5.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDX5.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDX5.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DDX5.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
DEAF1,Epidermis,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DEAF1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DEAF1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DEAF1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DEAF1.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml
DICER1,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DICER1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DICER1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DICER1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DICER1.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
DMC1,Gonad,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMC1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMC1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMC1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DMC1.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml
DMRT2,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMRT2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMRT2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DMRT2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DMRT2.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
DNA2,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNA2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNA2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNA2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNA2.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
DNMT1,"Lung,Pluripotent stem cell,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT1.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT1.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT1.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
DNMT3A,"Breast,Epidermis,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3A.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3A.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3A.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3A.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
DNMT3B,"Blood,Epidermis,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3B.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3B.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DNMT3B.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3B.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3B.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DNMT3B.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
DOT1L,"Blood,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DOT1L.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DOT1L.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DOT1L.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DOT1L.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DOT1L.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
DPF2,"Blood,Gonad,Kidney",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPF2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPF2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPF2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DPF2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DPF2.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DPF2.Kidney.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml"
DPPA3,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPPA3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPPA3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DPPA3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DPPA3.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
DR1,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DR1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DR1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DR1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DR1.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
DRAP1,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DRAP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DRAP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DRAP1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DRAP1.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
DTL,Bone,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DTL.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DTL.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DTL.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DTL.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml
DUX4,Muscle,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DUX4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DUX4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DUX4.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DUX4.Muscle.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Muscle.gml
DYRK1A,"Neural,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DYRK1A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DYRK1A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/DYRK1A.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DYRK1A.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/DYRK1A.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
