Antigen	Genes
Gtf2b	['Arl4d', 'Rdm1', 'Eapp', 'Tmem167b', 'Jund', 'Iqcn', 'Selenop', 'Tti2', 'Kif2c', 'Csrp2', 'Dgat2', 'Cdkn2aip', 'Phf5a', 'Aco2', 'Ctsl', 'Sirt4', 'Gtf2b', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Tex14', 'LOC666331', 'Gm11634', 'Taf12', 'Gmeb1', 'Poldip3', 'Ttc39d', 'Hspa8', 'Amd2', 'Amd1', 'Sfpq', 'Sqstm1', 'Cps1', 'Ptpn6', 'Grcc10', 'Rps19bp1', 'Atf4', 'Lrp6', 'Eif4a2', 'Syngr1', 'Rpl3', 'Tmem107', 'Id1', 'Rhob', 'Alyref2', 'Gtf2f1', 'BC107364', 'H3c6', 'H1f3', 'H2bc8', 'H2ac8', 'H3c8', 'H4c6', 'H3c7', 'H2bc9', 'Arl15', 'Hmox1', 'Id3', 'H4c2', 'H4c1', 'H3c2', 'H3c1', 'H2ac4', 'H1f1', 'Unk', 'H3f3b', 'Tpt1', 'Gadd45b', 'Hsp90aa1', 'Mat2a', 'Gtf3c6', 'Mknk2', 'Cd81', 'Znfx1', 'Ahsg', 'Egr1', 'Zfp36l1', 'Pdlim7', 'Mapre1', 'Slc2a3', 'Nabp1', 'Utp14b', 'Acsl3', 'Slc25a4', 'Brox', 'Aida', 'Icam1', 'Txn1', 'Sgk1', 'Mafb', 'Piezo1', 'Cited2', 'Prdx2', 'Junb', 'Tob1', 'Ifngr1', 'Apoc3', 'Apoa1', 'Rps20', 'Kdm4c']
Gtf2e2	['Btg1', 'Arl4d', 'Rdm1', 'Taf12', 'Gmeb1', 'Eapp', 'Rps19bp1', 'Atf4', 'Sirt4', 'Tmem107', 'Lrp6', 'Selenop', 'Gadd45b', 'Rplp0', 'Gcn1', 'Pabpc1', 'Tex14', 'Cldn34d', 'Hspa5', 'Gtf2b', 'Hpx', 'Unk', 'H3f3b', 'Syngr1', 'Rpl3', 'Ahsg', 'Kif2c', 'Ttc39d', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Znfx1', 'Ube2s', 'Apoc3', 'Apoa1', 'Rps20', 'Pabpc4', 'Zbtb37', 'Tti2', 'Errfi1', 'Ptma', 'Sod1', 'Zc3h10', 'Rpl41', 'Nabp1', 'Poldip3', 'LOC666331', 'Gm11634', 'Brox', 'Aida', 'Tsen34', 'Rps9', 'Gapdh', 'Slc18b1', 'Rps12', 'P4ha1', 'Id1', 'Alb', 'Srsf2', 'Mfsd11', 'Mettl23', 'Jmjd6', 'Ass1', 'Ifrd1', 'Tsc22d1', 'Sfpq', 'Fabp5', 'Rps27rt', 'Rps27', 'Rab13', 'Pck1', 'Trf', 'P4hb', 'Arhgdia', 'Osgin1', 'Necab2', 'Ppia', 'Rcc1', 'Hmgcs2', 'Greb1', 'Mat2a', 'Rplp1', 'Cd81', 'Eif4a2', 'Angptl8', 'Uqcc3', 'Lbhd1', 'Ints5', 'Ganab', '1810009A15Rik', 'Plrg1', 'Fgb', 'H2bc21', 'H2ac21', 'H2ac20', 'Hspa1b', 'Rpl15', 'Nkiras1', 'Zbtb4']
Gtf2f1	['Greb1', 'Abhd6', 'Olfr806', 'Wwox', 'Aadacl2fm1', 'Setd4', 'Cbr1']
Gtf3c1	['Txndc11', 'Aida', 'Brox', 'Rnf44', 'Cdhr2', 'Tjp3', 'Pip5k1c', 'E030030I06Rik', 'Fbxw4', 'Chac1', 'Ccdc85c', 'Wipf2', 'Raly', 'Git2', 'Ankrd13a', 'Eif4enif1', 'Sfi1', 'Ube2b', 'Cdkl3', 'Gm2663', 'Clcn4', 'Flcn', 'Tmem125', 'Tmem129', 'Tacc3', 'Slbp', 'Greb1', 'Cd164', 'Akt2', '1810009J06Rik', 'Ptov1', 'Fbxl14', 'Kpna1', 'Il31ra', 'Rfx1', 'Tmem253', 'Zfp219', 'Speer4e', 'Fbxo33', 'Fcgr3', 'Wdr45', 'Fetub', 'Bcl6', 'Vmn2r72', 'Mef2b']
Hand1	['Greb1', 'Fam92b', 'Nkx2-6', 'Tnni1', 'Cldn34d', 'Hpcal4', 'Lctl']
Hand2	['Cldn34d', 'Gata4', 'Hand2', 'Osbp', 'Txndc11', 'Alpl', 'Camk2a', 'Def8', 'Bcat1', 'Mtus2', 'Tmem204', 'Lrrc39', 'Msmb', 'Hsd17b7', 'Zfp710', 'Smtnl2', 'Pgam2', 'Dbnl', 'Cyb5r2', 'Atp6v1g1', 'Slc29a1', 'Tesmin', 'Igfbp4', 'Flywch1', 'Kmt2a', 'Tcte1']
Hcfc1	['Txndc11', 'Tulp2', 'Dhdh', 'Usp30', 'Svop', 'Olfm2', 'Syt3', '1700008O03Rik', 'Atp11c', 'Tpd52', 'Trh', 'Dnajc24', 'Atp2b4', 'Trp53rka', 'Fbxw8', 'Acsf3', 'Dffb', 'Cep104', 'Zfp28', 'Mterf4', 'Vamp7', 'Tubgcp6', 'Hdac10', 'Vps13d', 'Zfp560', 'Prkn', 'Pacrg', 'Mfsd13a', 'Stx18', 'Tab3', 'Igbp1', 'Edc4', 'Ints1', 'Wdr45', 'Praf2', 'Olfr1416', 'Ndufa10', 'Commd2', 'Ttc4', 'Rad54l2', 'Lrrc47', 'Klhl20', 'Sec22b', 'Snrpb2', 'Gtf3c3', 'Exosc6', 'Caap1', 'Snx12', 'Tfpi', 'Gle1', 'Dnajb2', 'Tma16', 'Prpf18', 'Ap3s2', 'Pld3', '2310022A10Rik', 'Psmd6', 'Wdr31', 'Bspry', 'Ablim2', 'Fam8a1', 'Khk', 'Ost4', 'Emilin1', 'Bcorl1', 'Mrps31', 'Pigq', 'Nhlrc4', 'Chm', 'Tbc1d19', 'Mrpl3', 'Dmac1', 'Pex3', 'Adat2', 'Erlin2', 'Zfp418', 'Rbm28', 'Pin4', 'Vps41', 'Tprn', 'Ssna1', 'Anapc2', 'Pacrgl', 'Frg1', 'Ddx46', 'Dstyk', 'Gfm1', 'Lsm5', 'Avl9', 'Ttll11', 'Nsun5', 'Srfbp1', 'Sdhaf3', 'Med4', 'Champ1', 'Snrnp27', 'Dmap1', '1700021F05Rik', 'Mtg1', 'Prkar1b']
Hdac1	['Swsap1', 'Txndc11', 'Smim17', 'Npas4', 'Insm2', 'Xkr7', 'Celsr3', 'Scrt1', 'Snap25', 'Golga7b', 'Glra1', 'Ripply2', 'Cyb5r4', 'Cacng2', 'Iqsec3', 'Nkx1-1', 'Rtbdn', 'Mast1', 'Phgr1', 'Disp2', 'Vstm2l', 'Cacng3', 'BC048679', 'Ap3b2', 'Tas1r3', 'Cptp', 'Ints11', 'Gprin1', 'Ube2q1', 'Chrnb2', 'Sez6l2', 'Asphd1', 'Chgb', 'Vgf', 'Unc13a', 'Jak3', 'Trim67', 'Celf6', 'Lin28a', 'Slc12a5', 'Dlgap3', 'Pax5', 'Usp30', 'Svop', 'Akain1', 'Ccdc92b', 'Brox', 'Aida', 'Sez6', 'Nrxn1', 'Ap1b1', 'Nefh', 'Lrp11', 'Scg2', 'Syndig1l', 'Soga3', 'Cemip', 'Naip2', 'Pgbd5', 'Tmem181a', 'Ctxn2', 'Greb1', 'Dynlt1a', 'Vwc2l', 'Hpca', 'Madd', 'Mc3r', 'Scrt2', 'Tph2', 'Slc39a3', 'Pard6a', 'Acd', 'Carmil2', 'Kcnb1', 'Grb10', 'Yif1a', 'Tmem151a', 'March4', 'Neurod1', 'Cxcl11', 'Cxcl10', 'Crhr2', 'Cldn34d', 'Grin1', 'Cplx2', 'Bicdl1', 'Mapk8ip2', 'Ogdhl', 'Actl6b', 'Wdr24', 'Fbxl16', 'Gja10', 'Ptprn', 'Kpna1', 'Plekhn1', 'Klhl17', 'Ntsr2', 'Yrdc', '1110065P20Rik', 'Maneal']
Hdac2	['Txndc11', 'Smim17', 'Cacng2', 'Nup107', 'Yeats4', 'Mdm1', 'Rap1b', 'Npas4', 'Hjurp', 'A730008H23Rik', 'Brox', 'Aida', 'Cldn34d', 'Arid3b', 'Zfand2a', 'Shank1', 'Clec11a', 'Cdkn2d', 'Cdk11b', 'Best3', 'Slc39a13', 'Vstm2l', 'Cblc', 'Trappc9', 'Gtf2h3', 'Eif2b1', 'Nolc1', 'Mdm2', 'Fnip2', 'Eprs', 'Lmnb2', 'Timm13', 'Zfp318', 'Ptk2', 'Lin28a', 'Tnfaip1', 'Ift20', 'Gimap1', 'Hspa4', 'Wdr64', 'Opn3', 'Chml', 'Gm3448', 'Gm3417', 'Mex3a', 'Pcbp2', 'Swsap1', '9030025P20Rik', 'Clcn4', 'Zmynd11', 'Zfp623', 'Sap30bp', 'Recql5', 'Prr5', 'Skiv2l', 'Nelfe', 'Zfp41', 'Kifc5b', 'Cpsf6', 'Apol9b', 'Calhm2', 'Nedd4', 'Anks3', '4930451G09Rik', 'Mindy2', 'Tbc1d23', 'Cct2', 'Gle1', 'Scrt1', 'Iqsec3', 'Dgat1', 'Itk', 'Fam71b', 'Naa35', 'Zc3h3', 'Dynlt1b', 'Rrp1', 'Prpf38a', 'Orc1', 'Tox2', 'Asb1', 'Gamt', 'Dazap1', 'Gm3435', 'Acad9', 'Cd163l1', 'Kifc1', 'Ddx20', 'Snd1', 'Msh6', 'Gsc2', 'Slc25a1', 'Tcte3', 'Ermard', 'Ctso', 'Snx11', 'Uvssa', 'Mief1', 'Tinf2', 'Nedd8']
Hdac3	['Cox14', 'Brox', 'Aida', 'Atp6v0c', 'Amdhd2', 'Cldn34d', 'Dync1h1', 'Gja1', 'E030030I06Rik', 'Id3', 'Casq2', 'Txndc11', 'Nt5e', 'Zfp72', 'Mfsd1', 'Gmnc', 'Washc2', 'Rimkla', 'Snapc3', 'Zfp36l1', 'Zbtb40', 'Slc39a14', 'Fgfr1', 'Pibf1', 'Dis3', 'Porcn', 'Krtap13-1', 'Actn4', 'Ilf3', 'Id1', 'Pdk1', 'Slc29a1', 'Mymx', 'Morc1', 'Rai1', 'Pdgfrb', 'Cdx1', 'Zc3h12a', 'Sgce', 'Peg10', 'Spns1', 'Lat', 'Ppfia1', 'Nufip2', 'Zfp994', 'Lats2', 'Commd7', 'Fam13c', 'Clcn7', 'Adnp', 'Dpp7', 'Hoxb13', 'Zfp1', 'Reep3', 'Vps11', 'Rbbp7', 'Vmn1r1', 'Frem2', 'Tomt', 'Lamtor1', 'Anapc15', 'Olfr90', 'Epha1', 'Phf23', 'Gabarap', 'Dvl2', 'Tspan31', 'March9', 'Cdk4', 'Setmar', 'Sumo3', 'Ube2g2', 'B3gnt7', 'Zfp991', 'Adam23', 'Ccdc194', 'Smim17', 'Hexa', 'Txlng', 'Pdcd7', 'Lztfl1', 'Zgrf1', 'Larp7', 'Ltb', 'Tnf', 'Lta', 'Fgr', 'A930007A09Rik', 'Gtse1', 'Ube2b', 'Cdkl3', 'Acvr1b', 'Greb1', 'Adprh', 'Trh', 'Mif', 'Nfat5', 'Prr5l', 'Commd9', 'Cdc42ep4']
Hdac4	['Greb1', 'Hlf', 'Ano8', 'Tcf3', 'Uba3', 'Arl6ip5', 'Lrba', 'Hs6st1', 'Eapp', 'H2bc6', 'H1f4', 'Nkx2-6', 'Tex14', 'Knstrn', 'Uvssa', 'Yap1', 'Plekhn1', 'Klhl17', 'H3c3', 'H2bc3', 'H1f2', 'Ctbp1', 'Slc39a11', 'H4c6', 'H3c6', 'H1f3', 'Sdk1', 'Arl4d', 'Tada1', 'Slc25a29', 'Slc25a23', 'Crb3', 'Zfp335', 'Ankle2', 'H2bc8', 'H2ac8', 'Josd1', 'Gtpbp1', 'H2ac1', 'H2bc1', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Rdm1', 'Nfyb', 'Polr2e', 'Fcgr4', 'LOC666331', 'Gm11634', 'BC107364']
Hells	['Kmt2a', 'Txndc11', 'Hspe1', 'Hspd1', 'Greb1', 'Zfp523']
Hexim1	['Txndc11', 'Aida', 'Brox', 'Clcn4', 'Cldn34d', 'Sfi1', 'Eif4enif1', 'Tmem125', 'Smarca5', 'Dux', 'Il31ra', 'Gm3448', 'Gm3417', '9030025P20Rik', 'Gm3435', 'Mettl23', 'Jmjd6', 'Mfsd11', 'Srsf2', 'E030030I06Rik']
Hic2	['Txndc11']
Hif1a	['Cenpu', 'Fut10', 'Eps15', 'Kansl3', 'Fer1l5', 'Ints10', 'Wwox', 'Txndc11', 'Brox', 'Aida', 'Tjp3', 'Pip5k1c', 'Sec24d', 'Cldn34d', 'Usp3', 'Atp5l', 'P4ha1', '1600014C23Rik', 'Pnrc1', 'Narf', 'Cybc1', 'Ankrd37', 'Pgam1', 'Zfp609', 'Rlf', 'Slc16a3', 'Nfkbiz', 'Kcnj4', 'Actr3', 'Pdk1', 'Mgarp', 'Syt7', 'Pfkl', 'Trappc5', 'Fcor', 'Mcemp1', 'Eno1', 'Gpi1', 'Kdm3a', 'Haao', 'Trappc9', 'Zfp292', 'Wwp1', 'Pfkfb3', 'Tcam1', 'Smarcd2', 'Ldha', 'Lamp1', 'Rbpj', 'Casz1', 'Tpi1', 'Spsb2', 'Sgms1', 'Srcin1', 'Pgk1', 'Atn1', 'Bnip3l', 'Lamb2', 'Fam162a', 'Ccdc58', 'Gmppa', 'Alkbh5', 'Kdsr', 'Ubn2', 'Sh3gl1', 'Chaf1a', 'Tspan31', 'Agap2', 'Grhpr', 'Unc13a', 'Jak3', 'Inhbe', 'Gli1', 'Ccdc126', 'Mif', 'Adgrl1', 'Mnt', 'Gabpb2', 'Kdm6b', 'Greb1', 'Ubl5', 'Pin1', 'Fbxl12', 'Nek1', 'Clcn3', 'Cited2', 'Rassf7', 'Lmntd2', 'Phrf1', 'E030030I06Rik', 'Bsg', 'Tmem125', 'Prickle1', 'Rap2b', 'Osbpl5', 'Seh1l', 'Pkm', 'Rnf145', 'Large1', 'Arid1a']
Hira	['Txndc11', 'Greb1', 'Nkx2-6', 'Sspn', 'Cldn34d', 'Abhd6']
Hmga2	['Cldn34d', 'Fbxw4', 'Brox', 'Aida', 'E030030I06Rik']
Hmgn2	['Kpna1', 'Cldn34d', 'Txndc11', 'Brox', 'Aida', 'Il31ra', 'E030030I06Rik', 'Fbxw4', 'Pknox1', 'Osbpl1a', 'Tmem125', 'Nkx2-6', 'Sspn', 'Eef2', 'Dapk3']
Hnf1a	['Akr1c13', 'Akr1c12', 'Akr1c19', 'Impg2', 'Rassf7', 'Lmntd2', 'Hnrnpf', 'Ugt1a1', 'Dnajb3', 'Slc2a9', 'Glo1', 'Dnah8', 'Hjurp', 'A730008H23Rik', 'Nanos1', 'Slc40a1', 'Tob2', 'Dhrs7b', 'Slc6a13', 'Prlr', 'Prps1l1', 'Atp10b', 'Adgrf1', 'Gm2a', 'Cmip', 'Gramd3', 'Acot4', 'Acot3', 'Atg12', 'Ap3s1', 'Cdo1', 'Gstp2', 'Gstp1', 'Cpn1', 'Naa30', 'Zbtb21', 'Zbtb7c', 'Tmem131l', 'Plscr2', 'Actg1', 'Tmem86b', 'Cyp2c68', 'Cyp3a13', 'Jpt2', 'Zfp871', 'Hpgd', 'Crybb3', 'Tmem229a', 'Acly', 'Sstr2', 'G3bp1', 'Atox1', 'Prelid2', 'Atxn10', 'Uqcrq', 'Leap2', 'Gdf9', 'Klhdc7a', 'Cct8', 'Dhrs9']
Hnf1b	['Akr1c13', 'Rassf7', 'Lmntd2', 'Akr1c19', 'Mien1', 'Grb7', 'Pklr', 'Akr1c12', 'Myc', 'Smad7', 'Mep1a', 'Slc6a18', 'Dcaf11', 'Cldn34d', 'Klhdc7a', 'Lgals3', 'Mthfd1l', 'Cys1', 'Pacsin3', 'Arfgap2', 'Nrip2', 'Neurl1b', 'Myo1d', 'Brox', 'Aida', 'Sptssb', 'Agpat3', 'Ado', 'Zfp36l1', 'Mboat1', 'Rab3ip', 'Sgk2', 'Cabcoco1', 'Pigu', 'Xpo7', 'Wnt16', 'Dok2', 'Atp6v0a1', 'Olfr9', 'Gramd3', 'Prr13', 'H1f2', 'Plekhg3', 'Coa3', 'Cntd1', 'Ppp4r2', '4930402H24Rik', 'Tmbim6', 'Ttll6', 'Add2', 'Arhgap24', 'Greb1', 'Ipcef1', 'Hkdc1', 'Sestd1', 'Proc', 'Metap2', 'Tmem229b', 'Ablim1', 'Ifngr1', 'Paqr5', 'Rida', 'Pop1', 'Vkorc1', 'Tle4', 'Prss53', 'Bckdk', 'Lats2', 'Hgfac', 'Clcf1', 'Zmynd8', 'Pear1', 'Bicc1', 'Sprr2a2', 'Sprr2a1', 'Tnks2', 'Sim1', 'Gpr39', 'Myl6b', 'Myl6', 'Card10', 'Spp2', 'Ino80d', 'Jpt2', 'Slc6a19os', 'Slc6a19', 'Plch1', 'Vps37c', 'Pcbd1', 'Sema4a', 'Tmem210', 'Ssna1', 'Anapc2', 'Tmsb10', 'Poli', 'Dctn4', 'Rph3al', 'Hmox2', 'Txndc11', 'Mfsd4b5']
Hnf4a	['Trabd2b', 'Cldn34d', 'Txndc11', 'Vav3', 'Brox', 'Aida', 'Gpsm2', 'Lrrc3', 'Sap30l', 'Larp4', 'Gys2', 'Spag5', 'Rskr', 'Sirt7', 'Pcyt2', 'Npb', 'Hrh1', 'Txn2', 'Cyb5r3', 'Cxcl1', 'Cxcl2', 'Tsku', 'Greb1', 'Proc', 'Gp6', 'Mthfsl', 'Selenop', 'St3gal6', 'Adam2', 'Gm19774', 'Zc3h3', 'Olfr806', 'Rab8a', 'Rapgef1', 'Ppa1', 'Tkfc', 'Ddb1', 'Lman1', 'Slc1a4', 'Rbm14', 'Gm21992', 'Sftpc', 'Bmp1', 'Hgs', 'Arl16', 'Mast3', 'Sardh', 'Kpna1', 'Entpd8', 'Chd3', 'Plpp2', 'Trim80', 'Abhd6', 'Rgs3', 'BC024139', 'Zmiz1', 'Abcb10', 'Josd2', 'Aspdh', 'Arhgap27', 'Iyd', 'Pcnx3', 'Map3k11', 'Agpat2', 'Zfp747', 'Apoc1', 'Tmem169', 'Pecr', 'Ankrd6', 'Picalm', 'Hagh', 'Fahd1', 'Txndc15', 'Pcbd2', 'Cdc42ep5', 'Apoh', 'Nat2', 'Nat1', 'Rgl3', 'Arhgef16', 'Rbsn', 'Ass1', 'Gm44805', 'Apoc4', 'Apoc2', 'Hexb', 'Ddi2', 'Prkcd', 'P4hb', 'Arhgdia', 'Ppp2r5c', 'Dpyd', 'Gm14137', 'Gchfr', 'Tle3', 'Plec', 'Arpin', 'Gc', '2210407C18Rik', 'Chn1']
Hnf4g	['Txndc11', 'Cldn34d', 'Brox', 'Aida', 'Greb1', 'E030030I06Rik', 'Nkx2-6', 'Fbxw4', 'Tmem125', 'Pknox1', 'Kpna1']
Hnrnpk	['Txndc11', 'Brox', 'Aida', 'Cldn34d', 'E030030I06Rik']
Hnrnpl	['Olfr806', 'Greb1', 'Abhd6', 'Wwox', 'Aadacl2fm1', 'Nkx2-6', 'Setd4', 'Cbr1', 'Tent5c']
Hnrnpu	['Txndc11', 'Cldn34d', 'Brox', 'Aida', 'Sfi1', 'Eif4enif1', 'Hexb', 'Greb1', 'Aldh9a1', 'E030030I06Rik', 'Il31ra']
Hopx	['Unk', 'H3f3b', 'Tob1', 'Slc9a3r1', 'Rab37', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Sfi1', 'Eif4enif1', 'Arid5a', 'Ubb', 'Ttc39d', 'Cldn34d', 'Tex19.1']
Hoxa11	['Greb1', 'Nkx2-6', 'Fbxw4', 'Abca3', 'Abca17', 'Cldn34d', 'Pknox1', 'E030030I06Rik', 'Hexb', 'Brox', 'Aida', 'Kpna1', 'Osbpl1a', 'Txndc11']
Hoxa13	['Brox', 'Aida', 'Cldn34d', 'Hoxc6', 'Hoxc5', 'Txndc11', 'Zfp64', 'Dnmbp', 'E030030I06Rik', 'Asprv1', 'Fbxw4', 'Hoxa7', 'Hoxa6', 'Hoxa3', 'Trim2', 'Clybl', 'Hoxa10', 'Hoxa11', 'Papss1', 'Ngfr', 'Dytn', 'Gpr84', 'Hoxa4', 'Greb1', 'Zdhhc7', 'Pkdcc', 'Hoxb8', 'Hoxb7', 'Klhl33', 'Abca3', 'Abca17', 'Adh5', 'Tbx15']
Hoxb1	['Greb1', 'Nkx2-6', 'Olfr806']
Hoxb4	['Osbpl9', 'Pard6a', 'Enkd1', 'Acd', '4933405L10Rik', 'Atp6ap2', 'Ing3', 'Tmem97', 'Ss18l2', 'Sec22c', 'Nktr', 'Dcaf11', 'Lrrfip1', 'Rev1', 'Rtn4', 'Rbfox2', 'Rab3gap1', 'Brox', 'Aida', 'Os9', 'Setd4', 'Cbr1', 'Polr2f', '1700088E04Rik', 'Bahcc1', 'Ccng1', 'Greb1', 'Shisa7', 'Exoc1', 'Syne4', 'Sdhaf1', 'Tesmin', 'Akirin2', 'Akr1e1', 'Kpna1', 'Cemip2', 'Mad2l1', 'Ppp2r5c', 'Klhl7', 'Cep295', 'Adcy7', 'Ap3m2', 'Ttc1', 'Txndc11', 'Dhcr24', 'Pcf11', 'Oosp2', 'Mbtps1', 'Dnaaf1', 'Hsdl1', 'Pcnx3', 'Map3k11', 'Tff3', 'Neurl3', 'Dse', 'Atp6v0d1', 'Agrp', 'Pafah1b2', 'Peg3', 'Degs1', 'Fnta', 'Il31ra', 'Hmgb2', 'Snrpb', 'Nr3c1', 'Zfp57', 'H2-M5', 'Arhgef3', 'Cela2a', 'Nkx2-6', 'Rhoh', 'Crcp', 'Asl', 'Stx1a', 'Pira6', 'Cdkn2d', 'Npdc1', 'Entpd2', 'Rab33b', 'Adnp', 'Csnk1d', 'Hexb', 'C77080', 'Pira11', 'Gm14548', 'Pira4', 'Pira7', 'Plce1', 'Senp6', 'Shc1', 'Lenep', 'Flad1', 'Cks1b', 'Depp1', 'Kbtbd3', 'Trappc9', '1700017B05Rik', 'Bcl7b']
Hoxc10	['Cldn34d', 'Txndc11', 'Brox', 'Aida', 'E030030I06Rik', 'Abca3', 'Abca17', 'Ubl4b', 'Greb1']
Hoxc6	['Sv2b', 'Islr', 'Kpna1', 'Rab8b', 'Olfr1160', 'Cndp1', 'Cldn34d']
Hoxd13	['Asprv1', 'Cldn34d', 'Txndc11', 'Brox', 'Aida', 'Gpr84', 'Grhl3', 'Msantd3', 'Prr5l', 'Bard1', 'Arhgap10', 'E030030I06Rik', 'Trim2', 'Nfil3', 'Gcnt2', 'Slc25a33', 'Klhl33', 'Tbx15', 'Skida1', 'Mllt10', 'Cdca7', 'Trpm3', 'Gfi1b', 'Hoxc6', 'Hoxc5', 'Ngfr', 'Hand1', 'Pkdcc', 'Sgms1', 'Gja3', 'Dpysl3', 'Ptk7', 'Fnip1', 'Prrx2', 'Rxfp2', 'Pxk', 'Dnmbp', 'Csrp2', 'Bcl11a', 'Pde6h', 'Arhgdib', 'Hoxc11', 'Hoxc10', 'Hoxa11', 'Hoxa10', 'Zic2', 'Gdnf', 'Igf1', 'Plaat1', 'Nfkb1', 'Nck2', 'Cma2', 'Taf6', 'Mblac1', 'Cnpy4', 'Abca3', 'Abca17', 'Mettl9', 'Lrrc18', 'Ankrd10', 'Fam163a', 'Gm4861', 'Hoxa9', 'Hoxa7', 'Wdr89', 'Prepl', 'Camkmt', 'Ppp3ca', 'Lpar1', 'Lgr5', 'Rpl32', 'Dhrs3', 'Slc1a2', 'Larp1', 'Fam240b', 'Plpp3', 'Ptn', 'Gdf11', 'Acap2', 'Tll1', 'Zbtb16', 'Gm973', 'Dusp4', 'Runx3', 'C1d', 'Lrig1', 'Hoxb8', 'Hoxb7', 'Mme', 'Hoxd8', 'Hoxd4', 'Hoxd3', 'Rffl', 'Rnf187', 'Pdia5', 'H2bu2', 'Crim1', 'Cyp11a1', 'Sulf1', 'Zfp91']
Hsf1	['Xpnpep3', 'St13', 'Dnajb7', 'Hspd1', 'Hspe1', 'Greb1', 'H2ac10', 'H3c8', 'H4c8', 'Ubc', 'Hsph1', 'Pom121l2', 'Slc35b2', 'Hsp90ab1', 'Wwox', 'Olfr806', 'Zfp623', 'Hspa1l', 'Hspa1a', 'Lsm2', 'Fam83a', 'Hspa1b', 'Npr1', 'Ilf2', 'Hexb', 'Kpna1', 'Prss52', 'Prss51', 'Fbxw7', 'Ppp6r3', 'Mrfap1', 'Aldh3b1', 'Unc93b1', 'Chordc1', 'Ctnna3', 'Abhd6', 'Bco1', 'Aida', 'Brox', 'Uspl1', 'Hspa8', 'Swt1', 'Trmt1l', 'Cbr1', 'Setd4', 'Hsp90aa1', 'Olfr1359', 'H2bc13', 'H3c10', 'H2ac13', 'Zfand2a', 'Fbxo31', 'Agbl5', 'Fkbp4', 'Aadacl2fm1', 'P4ha1', 'Txndc11', 'Knl1', 'Sacm1l', 'Cct7', 'Pradc1', 'Capn2', 'Tulp2', 'Ahsa1', 'Vipas39', 'Hspa4l', 'Rnase4', 'Ang', 'Lrrc61', 'Slc7a15', 'Trim41', 'Trim7', 'Comt', 'Txnrd2', 'Ube2g2', 'Azi2', 'Akirin2', 'Dnaja1', 'Tecpr1', 'Bag3', 'Stip1', 'March3', 'Serpinh1', 'Ubqln1', 'Mrpl58', 'Kctd2', 'Atp5h', 'Nkx2-6', 'Polr3e', 'Atp5g1', 'Commd1', 'Adgra3', 'Prkab2', 'Sept9', 'Acot7', 'Map10']
Htatsf1	['Txndc11', 'Brox', 'Aida', 'Greb1', 'Cldn34d', 'Nkx2-6', 'E030030I06Rik', 'Fbxw4', 'Hexb', 'Kpna1', 'Il31ra', 'Osbpl1a', 'Pknox1']
Htt	['Brox', 'Aida', 'Cldn34d']
Id2	['Txndc11', 'Ehmt1', 'Sdf4', 'B3galt6', 'Celf2', 'Sprtn', 'Exoc8', 'Armc6', 'Sugp2', 'Rab35', 'Psma2', 'Mrpl32', 'Ubr4', 'Il31ra', 'Xpo5', 'Polh', 'Nadk']
Ikzf1	['Txndc11', 'Psmd2', 'Thap7', 'Gpatch8', 'Zcchc7', 'Fkbp1a', 'Fundc2', 'F8', 'Nr1h3', 'Acp2', 'Txnip', 'Ctsd', 'Aaas', 'Chmp5', 'Bag1', 'Stau2', 'Mzt2', 'Cwc25', '1700001P01Rik', 'Thop1', 'Sgta', 'Ddx52', 'Trappc9', 'Mfsd8', 'Slc45a4', 'Spef2', 'Hint3', 'Cdiptos', 'Cdipt', 'Fam227b', 'Dtwd1', 'Nudt13', 'Chuk', 'Nlrc3', 'Bbs4', 'Arhgap8', 'Ciao2b', 'Smad9', 'Cds2', 'Tmem230', 'Pcna', 'Sfpq', '9530077C05Rik', 'Wdr37', 'Tmem170b', 'Ppp2r1a', 'Plekhg1', 'Rnmt', 'Fam210a', 'Tars2', 'Mmut', 'Cenpq', 'Htra2', 'Aup1', 'Tbcb', 'Polr2i', 'Ovol3', 'Rab5a', 'Gabrr2', 'Lyrm2', 'Naf1', 'Dnajc1', 'Pa2g4', 'Ddx20', 'Clta', 'Stk11ip', 'Ccar2', '9930012K11Rik', 'Tfg', 'Pum3', 'Fbxl13', 'Armc10', 'Map9', '1810037I17Rik', 'Pip4k2a', 'Asb8', 'Ccdc184', 'Cldn34d', 'Selenok', 'Actr8', 'Ppp1cb', 'Rtf2', 'Camkk1', 'Erc1', 'Pdcd6', 'Timm23', 'Parg', 'Coro1a', 'Bola2', 'Unk', 'H3f3b', 'Paip2', 'F2r', 'Tmem95', 'Kctd11', 'Trmt11', 'Tardbp', 'Kmt5c', 'Armc7', 'Dkk3']
Ikzf2	['Greb1', 'Nkx2-6', 'Cldn34d']
