Antigen	Genes
Baz1a	['Cldn34d', 'Txndc11', 'Brox', 'Aida', 'Greb1', 'E030030I06Rik', 'Kpna1', 'Nkx2-6', 'Hexb', 'Fbxw4', 'Olfr806', 'Abhd6', 'Il31ra', 'Osbpl1a', 'Olfr1274', 'Wwox', 'Pknox1', 'Aadacl2fm1', 'Setd4', 'Cbr1', 'Col6a6', 'Pisd', 'Cox8c', 'Gm10710', 'Dchs2']
Baz1b	['Cldn34d', 'Greb1', 'Nkx2-6', 'Olfr806', 'Abhd6', 'Txndc11', 'Brox', 'Aida', 'Kpna1', 'Osbpl1a', 'E030030I06Rik', 'Hexb', 'Pknox1', 'Aadacl2fm1', 'Wwox', 'Setd4', 'Cbr1', 'Csf2ra', 'Olfr1274', 'Cox8c', 'Il31ra', 'Clcn4']
Baz2a	['Cldn34d', 'Fbxw4', 'Brox', 'Aida', 'Vmn2r102']
Bbx	['Txndc11', 'Kpna1']
Bcl11a	['Brox', 'Aida', 'Cldn34d', 'E030030I06Rik', 'Txndc11', 'Abca3', 'Abca17', 'Fbxw4', 'Pgk1']
Bcl11b	['Txndc11', 'Snx11', '9430038I01Rik', 'Pold1', 'Nr1h2', 'Pcbp2', 'Ifnar1', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Npat', 'Atm', 'Lmnb2', 'Timm13', 'Rwdd1', 'Dazap2', 'Tomm40l', 'Nr1i3', 'Apoa2', 'Cdc5l', 'Med26', 'Ggt5', 'Slc39a13', 'Stag1', 'Ergic2', 'Cblc', 'Mmaa', 'Fasl', 'Tox2', 'Dhx34', 'Myl6b', 'P4hb', 'Arhgdia', 'Runx3', 'Susd3', 'Hjurp', 'A730008H23Rik', 'Cldn34d', 'Gzmm', 'Cdc34', 'Ppan', 'Angptl6', 'Parp2', 'Nbeal1', 'Lonp2', 'Rab30', 'Gabpa', 'Atp5j', 'Dhx8', 'Srms', 'Fndc11', 'Sdhb', 'Rab33b', 'Sde2', 'Bst2', 'Mvb12a', 'Slain2', 'Ccna2', 'Tnfaip1', 'Ift20', 'Pdgfrb', 'Tmem143', 'Syngr4', 'Ipo8', 'Htra2', 'Dqx1', 'Aup1', 'Fam178b', 'Cox5b', 'Shfl', 'Smim8', 'Cntn1', 'Atg5', 'Kdm5c', 'Rpf2', 'Gabrr2', 'Oma1', 'Eif4b', 'Tnk2', 'Hinfp', 'Myl6', 'Chd8', 'Spns1', 'Lat', 'Casc3', 'Msh6', 'Dpp8', 'Neurl4', 'Acap1', '2810408A11Rik', 'Arnt', 'Ube2f', 'Itgb7', 'Rnf170', 'Hook3', 'Actr3', 'Tle6', 'Tha1', 'Rmnd1', 'Armt1', 'Pde7a', 'Med17', 'Prss38', 'Mob3a', 'Izumo4', 'Pus1', 'Ep400', 'Edrf1', 'Tmed2', 'Rilpl1', 'Vdac3', 'Dph6', 'Pabpc4', 'Oxsr1', 'Sec31a', 'Ankrd39', 'Nup50', 'Rpl13', 'Psma6', 'Traf3ip3', 'Toe1', 'Mutyh', 'Ppil1', 'BC004004', 'Morc3', 'Msh4', 'Bnip2', 'Ubox5', 'Fastkd5', 'Apol9b', 'Usp8', 'Rap1gap2', 'Rfwd3', 'Sdc4', 'Arpc2', 'Angel2', 'Slx4', 'Tulp2', 'Nucb1', 'Tlnrd1', 'Mesd', 'Rpl13a', 'Rps11', 'Uqcr11', 'Mbd3', 'Cdkn2aip', 'Azin1', 'Tfb2m', 'Cnst', 'Zfp787', 'Rexo5', 'Eri2', 'Phf14', 'Ndufa4', 'Nek4', 'Itih1', 'Cherp', 'Tmub2', 'Zscan10', 'Usp32', 'Atp5g1', 'Ost4', 'Emilin1', 'Cox18', 'Tomt', 'Lamtor1', 'Anapc15', 'Zfp13', 'Caprin2', 'Ints3', 'Gpaa1', 'Exosc4', 'Rnasek', 'Bcl6b', '0610010K14Rik', 'Cd3g', 'Cd3d', 'Vamp1', 'Tapbpl', 'Tmem189', 'Rtn3', 'Cops7a', 'Dad1', 'Abhd4', 'Fstl3', 'Phyhd1', 'Sfr1', 'Tdg', '1190007I07Rik', 'Tufm', 'Edem1', 'Rnft2', '2410131K14Rik', 'Notch1', 'Swi5', 'Golga2', 'Rps29', 'Lrr1', 'Cd276', 'Tmem229b', 'Hint3', 'Pmel', 'Mettl3', 'Adam10', 'Nub1', 'Lims1', 'Smc6', 'Gen1', 'Klhl25', 'Wbp2', 'Unc13d', 'Tap2', 'Smyd1', 'Krcc1', 'Dync1li2', 'Cyld', 'Rad21', 'Ets1', 'Brd7', 'Ppp2r2d', 'Mapk1ip1', 'Ubl5', 'Fbxl12', 'Snx22', 'Ppib', 'Arl4d', 'Otud4', 'Ccdc62', 'Zbtb9', 'Pramef8', 'Plk4', 'Bst1', 'Nlk', 'Zfp512', 'Tram2', 'Srp68', 'Galr2', 'Plxdc1', 'Setx', 'Prps1l1', 'Tnrc6a', 'Elfn2', 'Ywhab', 'Oxnad1', 'Dph3', 'Lss', 'Fam104a', 'D11Wsu47e', 'Fam49b', 'Tbc1d10c', 'Ppp1ca', 'Carns1', 'Clcn4', 'Kcnj15', 'Dgkz', 'Mtmr2', 'Art2b', 'Hspa1b', 'F2rl2', 'Ift46', 'Arcn1', 'Strn', 'Tpgs2', 'AW554918', 'Brpf1', 'Abcd4', 'Sirt5', 'Rdm1', 'Arid3a', 'Vta1', 'Abhd17b', '1110059E24Rik', 'Zfp870', 'Cep85', 'Fbf1', 'Spg7', 'Phf7', 'Bap1', 'Kctd6', 'Rpl37', 'Card6', 'Ublcp1', 'Zbed4', 'Amz2', 'Mief1', 'Il17rd', 'Ccdc97', 'Zfp715', 'Prelid3b', 'Atp5e', 'Paqr7', 'Cdkn2d', 'Baz1b', 'Styxl1', 'Mdh2', 'Slc25a37', 'Synb', 'Xpo6', 'Lmbr1l']
Bcl6	['Socs2', 'Txndc11', 'Greb1', 'Gm525', 'Psmc6', 'Dcdc2a', 'Rps28', 'Olfr806', 'Vmn2r4', 'Aadacl2fm1', 'Snx14', 'Kpna1', 'Abhd6', 'Nkx2-6', 'Epm2a', 'Tgm4', 'Emc10', 'Fam71e1', 'Taar7a', 'Taar6', 'Lnpep', 'Ptbp3', 'Mboat4', 'Dctn6', 'Dffb', 'Cep104', 'Ddb2', 'Lman1', 'Mapkapk3', 'Cish', 'Ino80c', 'Wrnip1', 'Olfm1', 'Gcm1', 'Sorbs1', 'Brox', 'Aida', 'Tmem158', 'Wwox', 'Myh14', 'Sympk', 'Foxa3', 'Bcl6', 'Por', 'Gins3', 'Aifm3', 'Tgm2', 'Rubcn', 'Pcdh20', 'Mrpl42', 'Ube2n', 'Tchp', 'Foxn1', 'Rnasel', 'Rgs16', 'Dram1', 'S1pr1', 'Dux', 'Gm4981', 'Arid3b', 'Best1', 'Rab3il1', 'Ppp1r12b', 'Chn1', 'Sox8', 'Dennd1a', 'Kctd13', 'Cd163l1', 'Morc1', 'Tuba1b', 'Setd1b', 'Rhof', 'Il31ra', 'Pdcd4', 'Adh4', 'Tsc22d1', 'Slc6a13', 'Loxl3', 'Ugcg', 'Dok1', 'Tmem125', 'Flvcr2', 'Vmn2r102', 'Tmem108', 'Cct2', 'Wbp1l', 'Amer2', 'Fen1', 'Med13l', 'Gm6812', 'Brms1', 'Rin1', 'B4gat1', 'Celf4', 'Sla2', 'Cox8c', 'Mtg1', 'Tax1bp1', 'Kcne2', 'Setd4', 'Cbr1', 'Atp8b2', 'Tecrl', 'Olfr504', 'Atxn7l1', 'Npas3', 'Cd99l2', 'Scfd2', 'Fip1l1', 'Xrcc2', 'Sipa1l1', 'Slc45a1', 'Vmn1r201', 'Fbrsl1', 'Mospd3', 'Piwil4', 'Fut4', 'Arid3a', 'Stmnd1', 'P2ry14', 'Zcchc14', 'Mst1r', 'Actl11', 'Fsd2', '4930503B20Rik', 'Whamm', 'Zfp442', 'Efr3b', 'Fmnl3', 'H2ac15', 'H4c12', 'H2bc15', 'Gal3st4', 'Map11', 'Ube2j1', 'Faap20', 'Gm19410', 'Ccdc14', 'Hexb', 'Haao', 'Glrb', 'Ufl1', 'Saxo2', 'Efl1', 'Trim80', 'Gabrr2', 'Duox1', 'Pknox1', 'Hsbp1l1', 'Oxct2a', 'Fndc7', 'Ruvbl2', 'Gys1', 'Rab11fip3', 'Gm11213', 'Flt3', 'Gm16130', 'Cfap74', 'Gabrd', 'Itga3', 'Slc25a27', 'Cyp39a1', 'Pogk', 'Spop', '2610002M06Rik', 'Tent5d']
Bcor	['Txndc11', 'Cldn34d', 'Brox', 'Aida', 'Sspn', 'Kpna1', 'Tmem125', 'Il31ra', 'Aldh9a1', 'Hexb', 'E030030I06Rik', 'Greb1', 'Cerk', 'Dnah7b', 'Rsph3b', 'Osbpl1a', 'Col6a6', 'Tmem8', 'Mrpl28', 'Fbxw4', 'Muc3', 'Gm525', 'Nkx2-6', 'Gm10710', 'Dchs2', 'Plekhn1', 'Klhl17', 'Dock3']
Bhlhe40	['Nemf', 'Rps29', 'Lrr1', 'Celf2', 'Olfr655', 'Paqr5', 'Hoga1', 'Ankrd2', '4933411K16Rik', 'Ccdc126', 'Cebpb', 'Gpn3', 'Fam216a', 'Vps33a', 'Art3', 'Eps15l1', 'Zfp358', 'Mcoln1', 'Tbcel', 'Pik3ap1', 'Brwd1', 'Kbtbd7', 'Dst', 'Get4', 'Mri1', 'D8Ertd738e', 'Sppl3', 'Clcn7', 'Gtf2f1', 'Ercc6l', 'Stk17b', 'Mllt1', 'Prpf3', 'Med17', 'Cox4i2', 'Tsn', 'Prkacb', 'Slc36a1', 'Zfp691', 'Ermap', 'Cpq', 'Sytl1', 'Elf2', 'Sh3tc1', 'Parp2', 'Ppp1r37', '4930447A16Rik', 'Prr5l', 'Commd9', 'Tex10', 'Epb41l4b', 'Trmt13', 'Zbtb26', 'Rabgap1', 'Car3', 'Agrp', 'Atp6v0d1', 'Ttc32', 'Hsdl1', 'Dnaaf1', 'Prm1', 'Prdm15', 'Mpv17', 'B9d1', 'Smim15', 'Il33', 'Scap', 'Aacs', 'Cfap20', 'Gins4', 'Alg1', 'Zbtb40', 'Prxl2a', 'Slc14a2', 'Ppfibp2', 'Ip6k1', 'Zer1', 'Tbc1d13', 'Cbx8', 'Srd5a3', 'Ncf2', 'Nat10', 'Mapre3', 'Tmem214', 'Mien1', 'Grb7', 'Sit1', 'Ccdc107', 'Atxn3', 'Tgfbr3l', 'Map2k7', 'Trappc8', 'Atp6v1h', 'Atp6v1c1', 'Tspyl1', 'Ncs1', 'Atp11b', 'Hnrnph2', 'Gla', 'Nvl', 'Cnih4', 'Eid1', 'Art5', 'Art1', 'Prss22', 'Ucn2', 'Lrp11', 'Mfsd3', 'Gpt', 'Fam117a', 'Ypel1', 'Ccdc22', 'Cacna1f', 'Zfp408', 'Arhgap1', 'Zfp933', 'Uchl3', 'Pcm1', 'Kdm4c', 'Pdpr', 'Slc8b1', 'Dph2', 'B4galt2', 'Atp6v0b', 'Jtb', 'Atp7a', 'Spg11', 'Rps24', 'Polr3a', 'Rad9a', 'Ppp1ca', 'Tmem248', 'Zbtb39', 'Tac2', 'Tmem51', 'Slc26a1', 'Idua', 'Dgkq', 'Ube2e3', 'Rbm45', 'Uqcc3', 'Ubxn1', 'Lbhd1', '1810009A15Rik', 'Emid1', 'Tjp3', 'Pip5k1c', 'Atp13a2', 'Stmn1', 'Tmcc3', 'Bpi', 'Sra1', 'Slc35a4', 'Apbb3', 'Ptprj', 'Arfgef2', 'Caprin2', 'Camk2a', 'Srfbp1', 'Ddx39', 'Smchd1', 'Cstf1', 'Aurka', 'Sub1', 'Senp8', 'Myo9a', 'Rnf40', 'Ccdc189', 'Nupr1', 'Naa80', 'Lsmem2', 'Ifrd2', 'Hyal3', 'Arvcf', 'Spns2', 'Tbccd1', 'Dnajb11', 'Zfp507', 'Sde2', 'Mrpl48', 'Rdh5', 'Bloc1s1', 'Hecw1', 'Gdpgp1', 'Cib1', 'Lefty1', 'Ccnh', 'Rps20', 'Eif5a2', 'Pbld2', 'Hnrnph3', 'Micu1', 'Rasip1', 'Izumo1', 'Gmfb', 'Cgrrf1', 'Sord', 'Gimap1', 'Hsf2', 'Smg1', 'Mical3', 'Slc25a26', 'Pole3', 'Alad', '4933430I17Rik', 'Bcas2', 'Taf6l', 'Dynll1', 'Rab7', 'Itga1', '3110082I17Rik', 'Epha2', 'Rabggta', 'Cnot4', 'Plec', 'Krt28', 'Ddhd2', 'Wdr59', 'Slc35a5', 'Atg3', 'Tmem39a', 'Poglut1', 'Abcg1', 'Washc1', 'Ndufv2', 'Gdi1', 'Fam50a', 'Sapcd2', 'Dpp7', 'Naf1', 'Lrrc24', 'C030006K11Rik', 'Gnb1', 'Mphosph8', 'Usp53', 'Arhgap45', 'Hdac5', 'Nsun6', 'Arl5b', 'Dmwd', 'Dmpk', 'Impdh1', 'Cacul1', 'Fam102b', 'Dzip1', 'D10Wsu102e', 'Vps11', 'Pcnx3', 'Map3k11', 'Kcnk7', 'Ip6k2', 'Nxpe4', 'C3ar1', 'Zfp747', 'Paqr4', 'Kremen2', 'Xpo7', 'Afp', 'Uap1', 'Hat1', 'Ccn6', 'Bhlhe41', 'Mex3d', 'Tbl2', 'Natd1', 'Tmem260', 'Mthfd1l', 'Rph3al', 'Rcbtb1', 'Ropn1l', 'Znhit6', 'Slc2a3', 'Tmem33', 'Sdad1', 'Rfc1', 'Rps21', 'Tm4sf19', 'Def8', 'Igsf5', 'Bptf', 'Sec11a', 'Tmem181a', 'Setd1b', 'Tmem82', 'Slc25a34', 'Cln3', 'Apobr', 'Kdm4b', 'Stk4', 'Sumf1', 'Fam171b', 'Pak3', 'Lsm14b', 'Ripk3', 'Adcy4', 'Zc2hc1c', 'Mlh3', 'Acyp1', 'Wdr26', 'Cdkl1']
Bhlhe41	['Pip4p1', 'Osgep', 'Apex1', 'Hmgn2', 'Dpy19l3', 'Foxo3', 'Rpl10a', 'Bnip3', 'Spns2', 'Pik3ip1', 'Ddhd2', 'Camk2d', 'Cstf1', 'Aurka', 'Ip6k1', 'Atp6v1h', 'Acvr1b', 'Fbl', 'Dyrk1b', 'Cited2', 'Rps24', 'Polr3a', 'Ankrd12', 'Tet3', 'Pes1', 'Zfp36', 'Plekhg2', 'Senp8', 'Myo9a', 'Ehmt1', 'Plekhb2', 'Fam168b', 'Tef', 'Lamp1', 'Pgap2', 'Nup98', 'Bhlhe41', 'Dcaf4', 'Phf7', 'Bap1', '3110082I17Rik', 'Mllt1', 'Cnpy3', 'Cacybp', 'Fgfbp3', 'Btaf1', 'Kdm4b', 'Mrpl54', 'Matk', 'Apba3', 'Tjp3', 'Pip5k1c', 'Stmn1', 'Ciart', 'BC028528', 'Mycbp', 'Casc3', 'Rbm38', 'Pdpr', 'Tsn', 'Eid1', 'Car3', 'Get4', 'Gadd45g', 'Dgat2', 'Zfp292', 'Yy1', 'Secisbp2', 'Cks2', 'Pard6b', 'Arl4a', 'Mapk6', 'Rsad1', 'Matr3', 'H2-Aa', 'Jmy', 'Slc23a3', 'Retreg2', 'Cnppd1', 'Top3a', 'Smcr8', 'Uqcc2', 'Erlin1', 'Rps28', 'Slf2', 'Tmem123', 'Mex3d', 'Zdhhc23', 'Dnajc13', 'Rev1', 'Srd5a3', 'Morc2a', 'Zbtb40', 'Pop7', 'Gigyf1', 'Rps11', 'Rpl13a', 'Fkbp4', 'Dynll1', 'Zranb2', 'Hat1', 'Gdpgp1', 'Cib1', 'Sik3', 'Pafah1b2', 'Cry2', 'Epn1', 'Gmfb', 'Cgrrf1', 'Lsm14b', 'Tbl2', 'Zfp263', 'Scaf11', 'Tbcel', 'Ccnj', 'Lonp1', 'Catsperd', 'Rasip1', 'Izumo1', 'Vps26a', 'Ncl', 'Gnb1', 'Bpi', 'Zbtb8os', 'Rmi1', 'Rbbp4', 'Hnrnpk', 'Lmnb1', 'Trim17', 'H3f4', 'H2aw', 'Sphk2', 'Dbp', 'Car11', 'Ccdc126', 'Hdgf', 'Pgm2l1', 'Ube2q1', 'Chrnb2', 'Hcfc2', 'Glt8d2', 'Oser1', 'Rer1', 'Morn1', 'Cltc', 'Elavl3', 'Cc2d1b', 'Smchd1', 'Mrto4', 'Emc1', 'Map3k9', 'Mphosph9', '2810006K23Rik', 'Mical3', 'Cdkl1', 'Senp3', 'Mpdu1', 'Eif4a1', 'Cd68', 'Ddx10', 'Srsf6', 'Znhit6', 'Canx', 'Rhobtb2', 'Gpi1', 'Cry1', 'Ubb', 'Rab7', 'Zcwpw1', 'Ppp1r35', 'Mepce', 'Vgf', 'Nabp1', 'Psme3', 'Aoc2', 'Txndc11', 'Ahcyl2', 'Usp53', 'Armc2', 'Zdhhc14', 'Grpel2', 'Bptf', 'Snapin', 'Usp6nl', 'Hsf2', 'Tnrc6c', 'Atp6v1c1', 'Gpn3', 'Fam216a', 'Bcl2l12', 'Il16', 'Fam102b', 'Nrf1', 'Ube2i', 'Calr3', '1700030K09Rik', 'Agtpbp1', 'Sgk3', 'Myo1g', 'Tomt', 'Mfsd1', 'Lamtor1', 'Anapc15', 'Piezo1', 'Treml2', 'Rsbn1', '1700037H04Rik', 'Pura', 'Ptafr', 'Sertad1', 'Prx', 'Klf11', 'Nsun6', 'Arl5b', 'Mphosph8', 'Washc1', 'Ndufv2', 'Epb41l4b', 'Olfml2a', 'Nr6a1', 'Atp11b', 'Tnfrsf10b', 'B3gnt9', 'Nsd3', 'Letm2', 'Dusp2', 'Astl', 'Serinc4', 'Serf2', 'Hypk', 'Ell3', 'Atf7ip', 'Smg1', 'Ccnh', 'Zpbp', 'Spata48', 'Taf9', 'Rad17', 'Mfsd3', 'Gpt', 'Ak6', 'Pik3r1', 'Taf4b', 'Dync1h1', 'Impdh1', 'Rara', 'Ppp1r13b', 'Sec24a', 'Sar1b', 'Leng8', 'Pdcd11', 'Atp5md', 'Nudt9', 'Ece1', 'Zswim3', 'Acot8', 'Otud3', 'Zmym6', 'Bcor', 'Vamp2', 'Per1', 'Tgfbr3l', 'Map2k7', 'Zbtb5', 'Polr1e', 'Ube2s', 'Pik3r3', 'Washc4', 'Aldh1l2', 'Snrpg', 'Fam136a', 'Atp2b1', 'Lmbr1l', 'Aspscr1', 'Pias4', 'Eef2', 'Elk4', 'Pcm1', 'Zc2hc1c', 'Mlh3', 'Acyp1', 'Rab43', 'Coq8a', 'Naa80', 'Lsmem2', 'Ifrd2', 'Hyal3', 'Scarf2', 'Rbbp6', 'Rcc1l', 'Gtf2ird2', 'Nudt19', 'Lss', 'Ran', 'Hnrnpa0', 'Cul5', 'Atp6v0d1', 'Agrp', 'Erlin2', 'Pmm1']
Bmi1	['Sox9', 'Cldn34d', 'Brox', 'Aida', 'Tlx2', 'Pcgf1', 'Txndc11', 'Alx3', 'Slc32a1', 'Fbxw4', 'Apoo', 'Fam90a1b', 'Greb1', 'Ankrd60', 'Foxp2', 'Prdm14', 'Fndc3c1', 'Pfdn4', 'Cyp24a1', 'Irx1', 'Nkx2-6', 'Cux1', 'Foxd2', 'Dmbx1', 'Nr5a1', 'Dmrt1', 'Sspn', 'Tcf24', 'Hspa2', 'Mecom', 'Bub3', 'Hmx2', 'Vsx2', 'Pax8', 'Eml6', 'Prdm6', 'Prdm13', 'Acacb', 'Hs3st3b1', 'Olfr855', 'Olfr854', 'E030030I06Rik', 'Olfr806', 'Klf14', 'Wrap73', 'Trp73', 'Pax1', 'Alx1', 'Frat1', 'Chd7', 'Foxc1', 'Pknox1', 'Rnf165', 'Tmem125', 'Gata4', 'Zfp949', 'Gpr176', 'Gpr150', 'Uncx', 'Gbx2', 'Usp44', 'Evx1', 'Prl3c1', 'Lbx1', 'Tfap2c', 'Pitx1', 'Hoxc12', 'Barx1', 'Npas3', 'Cnpy1', 'Mto1', 'Cgas', 'Gldc', 'Dlx5', 'Dtwd1', 'Fam227b', 'Sox11', 'Wwox', 'Lin28b', 'Shisa3', 'Six3', 'Rictor', 'Six2', 'Gjc1', 'Abca3', 'Abca17', 'Nkx2-3', 'Lhx6', 'Casz1', 'Foxf1', 'Sp8', 'Blcap', 'Nnat', 'Hand2', 'Tal1', 'Npffr2', 'Lrr1', 'Rps29', 'Runx2', 'Sox14', 'Dpf3', 'Pax2', 'Il31ra', 'Abhd6', 'Lyl1', 'Prrx1', 'Igf2bp3', 'Nkx2-4', 'Olig3', 'Hoxb13', 'Mmp25', 'Nkx3-2', 'Sptbn2', 'Pdx1', 'Isl1', 'Pax9', 'Setd4', 'Cbr1', 'Sall3', 'Runx3', 'Otx1', 'Nr2e1', 'Vax2', 'Izumo1', 'Fgf21', 'Fut1', 'Rasip1', 'Socs2', 'Nemf', 'Ebf1', 'Lhx8', 'En1', 'Barhl1', 'Neurod2', 'Neurog2', 'Zic2', 'Foxl2', 'Foxb1', 'Ccnd2', 'Hoxa3', 'Hoxa6', 'Hoxa5', 'Hoxa7', 'Wipf1', 'Hnf1b', 'Lingo4', 'Raet1e', 'Raet1a', 'Nkx2-1', 'Malt1', 'Cacnb4', 'Ralyl', 'Tcf21', 'Tlx1', 'Dnm3', 'Foxd3', 'Hoxb9', 'Satb2', 'Zic1', 'Zic4', 'Zpbp2', 'Ikzf3', 'Dbx1', 'Atoh1', 'Hexb', 'Cbx2', 'Nkx6-1', 'Eomes', 'Kpna1', 'Aadacl2fm1', 'Cpeb3', 'Gfi1', 'Tlx3', 'Zfp521', 'Slitrk5', 'Aldh1a2', 'Dbr1', 'Armc8', 'Rbpms2', 'Prxl2b', 'Gata2', 'Rnf220', 'Zfhx4', 'Cox8c', 'Isl2', 'Ntng2', 'Prdm1', 'Pura', 'Ap3m2', 'Mnx1', 'Dmrta2', 'Nr5a2', 'Fam171b', 'Evx2', 'Wt1', 'Hoxc11', 'Gsc', 'Rbpms', 'Lhx2', 'Sall4', 'Tbx3', 'Greb1l', 'Sfmbt2', 'Sim2', 'Bves', 'Prdm16', 'Shc3', 'Chn1', 'Pde10a', 'Dlx6', 'Dusp4', 'En2', 'Pax6', 'Foxd4', 'Lhx9', 'Cnnm2', 'Hoxa10', 'Cadm2', 'Tbr1', 'Pax5', 'Mafa', 'Asb4', 'Msx1', 'Igf2bp1', 'Gata6', 'Hoxa9', 'Sox17', 'Gpr27', 'Nkx2-5', 'Pitx2', 'Mab21l2', 'Traf2', 'Edf1', 'H2-T3', 'Trim36', 'Ppm1h', 'Six6', 'Sim1', 'Otx2', 'Tmem163', 'Nfil3', 'Egr3', 'Gdf6', 'Sp6', 'Ppm1e', 'Hoxb7', 'Nr2f2', 'Mrln', 'Sall1', 'Aatf', 'Lhx1', 'Mkx', 'Hhex', 'Neurog1', 'Onecut2', 'Cdc14b', 'Hoxb6', 'Hoxb5', 'Hoxb8', 'Nr2f1', 'Gbx1', 'Nhlh2', 'Fat3', 'Zfp536', 'Rftn2', 'Hmga2', 'Sp9', 'Gm5591', 'Pou3f2', 'Prkdc', 'Mcm4', 'Hmx3', 'Asrgl1', 'Spag6', 'Prelid3a', 'Nptx2', 'Hoxa11', 'Vstm4', 'Tbx15', 'Prok2', 'Pou3f3', 'Hoxb2', 'Hoxb3', 'Foxi3', 'Mab21l1', 'Tbx4', 'Emx1', 'Ebf3', 'Foxb2', 'Ubqln5', 'Foxg1', 'Urad', 'Cdx2', 'Nexmif']
Brca1	['Cldn34d', 'Kpna1', 'Txndc11', 'Il31ra', 'Tmem125', 'Acacb', 'Olfr855', 'Olfr854']
