Antigen	Genes
Sox3	['Kpna1', 'Greb1', 'Nkx2-6', 'Sox21', 'Sox1', 'Il31ra', 'Abhd6', 'Cldn34d', 'Olfr806', 'Hexb', 'Olfr854', 'Olfr855', 'Tmem125', 'Cd300e', 'Fam181a', 'Sox14', 'Cox8c', 'Socs3', 'Brox', 'Aida', 'Wwox', 'Prr5l', 'Commd9', 'Sox2', 'Fgfbp3', 'Txndc11', 'Gm525', 'Zfp949', 'Wnt1', 'Ddn', 'Setd4', 'Cbr1', 'Aadacl2fm1']
Sox30	['Cldn34d', 'Brox', 'Aida', 'Tmem125', 'Txndc11', 'E030030I06Rik']
Sox4	['Epc1', '1700037H04Rik', 'Srsf3', 'Kansl2', 'Cops6', 'Zfp113', 'Ccni', '2010109A12Rik', 'Cacybp', 'Hspa9', 'Cox20', 'Rala', 'P4hb', 'Arhgdia', 'Trp53inp2', 'Zbtb17', 'Srarp', 'Sf3a1', 'Ccdc157', 'Tgfbr1', 'Hnrnph1', 'Ncoa5', 'Cyb561d1', 'Atxn7l2', 'Sh2d6', 'Zfp146', 'Rnf157', 'Dhx9', 'Mcm7', 'Ap4m1', 'Itgb8', 'Zfp873', 'Oga', 'Tia1', 'Pcyox1', '0610009B22Rik', 'Ing1', 'Cars2', 'Prorp', 'Ppp2r3c', 'Bclaf1', 'Rpl10', 'Gabpb1', 'Laptm4a', 'Fbl', 'Dyrk1b', 'Rap1b', 'Swsap1', 'Tdg', '1190007I07Rik', '2610524H06Rik', 'Ntmt1', '1700001O22Rik', 'Polg2', 'Ddx5', 'Cep95', 'Taf4', 'Rbm4b', 'Sfpq', 'Npas4', 'Zfp326', 'Hnrnpab', 'Fus', 'Dync1li2', 'Ilf3', 'Tusc2', 'Hyal2', 'Hyal1', 'Il31ra', 'Zfp865', 'Zfp524', 'Fiz1', 'Cwc22', 'Smarcd1', 'Asic1', 'E130309D02Rik', 'Nras', 'D5Ertd579e', 'Zkscan1', 'Uqcr11', 'Mbd3', 'Ubald2', 'Rbm15b', 'Manf', 'Scrt1', 'Greb1', 'Mtf2', 'Csnk1e', 'Bola1', 'Nrde2', 'Phykpl', 'Cldn34d', 'Rnaseh2a', 'Prdx2', 'Junb', 'Yeats2', '2610008E11Rik', 'Usp22', 'Smchd1', 'Cnot2', 'Smim17', 'B4galnt4', 'Adnp', 'Hexb', 'Sf3b1', 'Gtf3c6', 'Brox', 'Aida', 'Snn', 'Megf9', 'Pxt1', 'Kctd20', 'Ttc21b', 'Csde1', 'March5', 'Cpeb3', 'Srsf6', 'Kpna1', 'Aldh9a1', 'Ube2a', 'Spen', 'Stt3b', 'Pcgf3', 'Osbpl9', 'Ing3', 'Txndc11', 'Accs', 'Nkx2-6', 'Tecr', 'Ctcf', 'Sinhcaf', 'Prkd3', 'Znhit1', 'Plod3', 'H4c8', 'H3c8', 'H2ac10', 'Nme4', 'Decr2', 'Rtbdn', 'Mast1', 'Skap2', 'Dnaja1', 'Taf12', 'Cep68', 'Cacng2', 'Ddx42', 'Ccdc47', 'Xkr7', 'Capn10', 'Luc7l', 'Fam234a', 'Ftl1', 'Bax', 'Pum2', 'Vstm2l', 'Glra1', 'Mark4', 'Exoc3l2', 'Pdia3', 'Catsper2', 'Nfyc', 'Atf7ip', 'Patz1', 'Txndc12', 'Btf3l4', 'Zfp553', 'Nme1', 'Marcksl1', 'Hnrnpa1', 'Cbx5', 'Amn1', 'Hspa1b', 'Klhl24', 'Tbc1d17', 'Pnkp', 'Akt1s1', 'Rbm4', 'Pcbp1', 'Edrf1', 'Epc2', 'Atrnl1', 'Gpsm1', 'Zfp821', 'Dlg1', 'Clcn4', 'Sufu', 'Actr1a', 'Rab11b', 'Mrpl54', 'Matk', 'Apba3', 'Ndc1', 'Srsf2', 'Mfsd11', 'Mettl23', 'Jmjd6', 'Ivns1abp', 'Znrd2', 'Fam89b', 'Ehbp1l1', 'Mboat2', 'Rab30', 'Iqsec3', 'Actl6a', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Rnf44', 'Hsph1', 'Insm2', 'Prmt1', 'Smdt1', 'Pheta2', 'Ndufa6', 'Naga', 'Klhdc10', 'Exoc3l', 'E2f4', '4931428F04Rik', 'Pcif1', 'Smarca4', 'Psmg3', 'Tceanc', 'Tmem139', 'Casp2', 'Gdpd5', 'Plcg1', 'Fam32a', 'Cib3', 'Syt11', 'Zfp81', 'Ptprs', 'Lin9', 'Gm10710', 'Dchs2', 'Sh2b1', 'Fnbp4', 'Iars', 'Pknox1', 'Gon4l', 'Slc29a4', 'Baz1b', 'Chd2', 'Nfe2l1', 'Mybbp1a', 'Ggt6', 'Fubp1', 'Dnajb4', 'Ppdpf', 'Tra2b', 'Itsn1', 'Cryzl1', 'Zfp810', 'Snrpe', 'Mapk6', 'Ptma', 'Ano8', 'Creb1', 'Klf11', 'Fbxw4', 'Osbpl1a', 'Lrrc8d', 'Zfp184', 'Kmt2e', 'Hnrnpm', 'Zfp566', 'Zfp260', 'Celsr3', 'Csnk1a1', 'Cnpy2', '2410002F23Rik', 'Ypel1', 'Acp4', 'Ccar2', '9930012K11Rik', 'Atxn3', 'Rsph3b', 'Mex3d', 'Zfp60', 'Psma6', 'Smarcad1', 'Lrrc58', 'Gm36028', 'Tra2a', 'Klhdc2', 'Col6a6', 'Mad2l2', 'Draxin', 'Nfkbil1', 'Ddx39b', 'Atp6v1g2', 'Uba52', 'Rex1bd', 'Ints7', 'Dtl', 'Kif3c', 'Neurl4', 'Acap1']
Sox5	['Greb1', 'Abhd6', 'Olfr806', 'Wwox', 'Aadacl2fm1', 'Setd4', 'Cbr1', 'Hexb', 'Kpna1', 'Cldn34d', 'Tecpr1', 'Nkx2-6', 'Acacb', 'Olfr1274']
Sox6	['Greb1', 'Olfr806', 'Abhd6', 'Wwox', 'Aadacl2fm1', 'Setd4', 'Cbr1', 'Psmg2', 'Cep76', 'Cldn34d', 'Tecpr1', 'Nkx2-6', 'Capza2', 'Tent5c', 'Sympk', 'Hdac11']
Sox9	['Jag2', 'Gnai2', 'Lrrc56', 'Hras', 'Cldn34d', 'Cbr3', 'Phrf1', 'Rnf44', 'Cdhr2', 'Tjp3', 'Pip5k1c', 'Kmt2a', 'Atg12', 'Ap3s1', 'Fam53c', 'Cdc25c', 'Igsf8', 'Atp1a2', 'Slc1a1', 'Sp2', 'Oga', 'Cmc2', 'Cenpn', 'Mia2', 'Arrdc4', 'Ajuba', 'Cpsf2', 'Sept11', 'Sfi1', 'Eif4enif1', 'Akirin1', 'Taf15', 'Mmp28', 'Myh14', 'Rita1', 'Ddx54', 'Lrpprc', 'Plekhh2', 'Tigd5', 'Eef1d', 'Iqch', 'Aagab', 'Cnot6', 'Gstm5', 'Tmem250-ps', 'Tardbp', 'Calml3', 'Rtn3', 'Arntl', 'Slc14a2', 'T2', 'Cln8', 'Inka1', 'Uba7', 'Smim4', 'Nt5dc2', 'Col6a3', 'Hdac2', 'Rps27l', 'Id1', 'Hipk2', 'Shc1', 'Lenep', 'Flad1', 'Cks1b', 'Il34', 'Flcn', 'Psip1', 'Rfx1', 'Prkdc', 'Mcm4', 'Arid4a', 'Prox2', 'Dlst', 'Pa2g4', 'Tst', 'Mpst', 'Asah1', 'Greb1', 'Tmem260', 'Eed', 'Smc3', 'Klk11', 'Klk10', 'Mtss2', 'Mdfi', 'Kctd2', 'Atp5h', 'Cenpp', 'Galnt10', 'Calm3', 'Sod2', 'Fus', 'Gjc3', 'Osbp', 'Git2', 'Ankrd13a', 'Phlda3', 'Ptcd2', 'Mrps27', 'Txndc11', 'Denr', 'Scn4b', 'Bhlhe40', 'Uchl3', 'Abhd2', 'Brox', 'Aida', 'Zfp385b', '1700016H13Rik', 'Tmem129', 'Tacc3', 'Slbp', 'Myadm', 'Col16a1', 'Evpl', 'Sash1', 'Dhx32', 'Hyal2', 'Hyal1', 'Tusc2', 'Aig1', 'Ska2', 'Prr11', 'Rpgrip1', 'Hnrnpc', 'Atrnl1', 'Ptov1', 'Plekhb1', 'Prkci', 'Por', 'Mark3', 'Tada3', 'Arpc4', 'Fam89a', 'Rab17', 'Caskin1', 'Pgp', 'Mlst8', 'Bricd5', 'Bmp4', 'Dut', 'Gipc1', 'Slc27a1', 'Nxnl1', 'Rbm25', 'Lemd1', 'Fam110b', 'Cdiptos', 'Cdipt', 'Aldh4a1', 'Rpl22', 'Rnf207', 'Clic4', 'Ankrd54', 'Pkia', 'Smim24', 'Fzr1', 'Dohh', 'Ppm1l', 'Zfp469', 'Unc13d', 'Was', 'Nphp4', 'Kcnab2', 'Sh2d5', 'Rab5b', 'Pmel', 'Cdk2', 'Nop56', 'Idh3b', 'Mtus1', 'Junb', 'Hook2', 'Ndst2', 'Col2a1', 'Ptdss1', 'Mterf3', 'Wdr45', 'Cenpu', 'Eif2ak3', 'Pmaip1', 'Sharpin', 'Maf1', 'Cyc1', 'Sorbs1', 'Tecpr1', 'Pik3r3', 'Nt5c3', 'Oacyl', 'Nacc2', 'Prdm10', 'Gm7244', 'Ttll7', 'Ptcd3', 'Polr1a', 'Zfand2a', 'Nkx2-6', 'Fgd4', 'Ly6g6f', 'Ly6g6d', 'Abhd16a', '2900026A02Rik', 'Cytl1', 'Ap2m1', 'Rpn2', 'Mroh8', 'Cst6', 'Lfng', 'Catsper1', 'Ephb2', 'Phlda1', 'Rab11fip4', 'Csgalnact1', 'Ift27', 'Rmnd5a', 'Ercc2', 'Slc23a4', 'Erp27', 'Tepsin', 'Ndufaf8', 'Cwc27', 'Olfr855', 'Olfr854', 'Zxdc', 'Tnnc2', 'Ube2c', 'Atg101', 'Smim41', 'Uros', 'Bccip', 'Itgb4', 'Rin2', 'Fbxo33', 'Spty2d1', 'Myo10', 'Pknox1', 'Dnmt1', 'Sgms1', 'Selenow', 'Wnt10b', 'Uqcrh', 'Lrrc41', 'Bzw1', 'G3bp1', 'Atox1', 'Arl2', 'Noct', 'Trhr2', 'Slc14a1', 'Gstp2', 'Gstp1', 'Diaph1', 'Uqcc2', 'Ifi35', 'Rpl27', 'Robo1', 'Rnf5', 'Agpat1', 'Cd109', 'Espn', 'Hes2', 'Madd', 'Zfp219', 'Tmem253', 'Ccdc8', 'Fam20b', 'Tmem218', 'Fkbp3', 'Fancm', 'Adssl1', 'Paxip1', 'Zfp532', 'Taf6', 'Mblac1', 'Cnpy4', 'Srbd1', 'Zscan25', 'Rnasek', '0610010K14Rik', 'E030030I06Rik', 'Arhgef1', 'Ppp1r13l', 'Cd3eap', 'Cd79a', 'Alg14', 'Slc39a10', 'Rel', 'Cnot1', 'Ccser2', 'Wasl', 'Folr2', 'Slc25a41', 'Khsrp', 'Slc36a4', 'Trappc3', 'Map7d1', 'Them6', 'Slurp1', 'Psca']
Sp1	['Fyco1', 'Xcr1', 'Shc1', 'Lenep', 'Flad1', 'Cks1b', 'Zscan22', 'Phb', 'Pex14', 'Calcoco1', 'St3gal2', '9430015G10Rik', 'Tinf2', 'Nedd8', 'Gmpr2', 'Ap2m1', 'Dync1i2', 'Tmem43', 'Chchd4', 'Slc39a3', 'Ddx23', 'Zfp189', 'Mrpl50', 'Chmp4b', 'Tmem115', 'Nprl2', 'Cyb561d2', 'Clpb', 'Lsmem2', 'Naa80', 'Ifrd2', 'Hyal3', 'Psma2', 'Mrpl32', 'Phf12', 'Pnkd', 'Gpbar1', 'Aamp', 'Tom1', 'Baz2a', 'Atp5b', 'Nudt13', 'Zfp513', 'Snx17', 'Eif2b4', 'Car5a', 'Banp', 'Pafah2', 'Ogfod1', 'Nudt21', 'Catspere2', 'Srbd1', 'Nxt1', 'Gzf1', 'Zswim4', 'Unk', 'H3f3b', 'Nop14', 'Grk4', 'Tmem94', 'Snx27', 'LOC102640673', 'Mmachc', 'Ccdc163', 'Dnm2', 'Btrc', 'Pprc1', 'Tepsin', 'Ndufaf8', 'Mad2l1bp', 'Gtpbp2', 'Rtn2', 'M6pr', 'Abhd2', 'Gspt1', 'Prcc', 'Sp2', 'Ubqln4', 'Lamtor2', 'Rab25', 'Zfp691', 'Zdhhc16', 'Exosc1', 'Hsph1', 'Katnb1', 'Zfyve1', '3110082I17Rik', 'Slc35b4', 'Desi2', 'S1pr4', 'Ncln', 'Usp48', 'Nudcd1', 'Eny2', 'Ap2s1', 'Ric8b', 'Rbm27', 'G3bp1', 'Atox1', 'Vrk1', 'Zfp654', 'Cggbp1', 'Azi2', 'Calr3', '1700030K09Rik', 'Prmt1', 'Morf4l1', 'LOC115486031', 'Thap3', 'Phf13', 'Ube2v1', 'Tnnc2', 'Ube2c', 'Os9', 'Tmem87b', 'Nfic', 'Fbxo31', 'Map1lc3b', 'Josd2', 'Aspdh', 'Sharpin', 'Maf1', 'Cyc1', 'Bod1', 'Rab5b', 'Pmel', 'Cdk2', 'Usp5', 'Cdca3', 'Tfeb', 'Cnep1r1', 'Tmtc3', 'Cep290', 'Rfx1', 'Ndc1', 'Nfatc2ip', 'Traf2', 'Stau1', 'Crebl2', 'Tsta3', 'Pycrl', 'Oscar', 'Ndufa3', 'Zswim3', 'Acot8', 'Chchd6', 'Tmem127', 'Ciao1', 'Invs', 'Erp44', 'Ddx19b', 'Aars', 'Pdp2', 'Arrdc4', 'Recql', 'Golt1b', 'Vcpip1', 'Zfp689', 'Dexi', 'Clec16a', 'Tsnaxip1', 'Ranbp10', 'Ormdl3', 'Igfbp6', 'Spryd3', 'Wdr59', 'Mis12', 'Derl2', 'Slc39a1', 'Crtc2', 'Pnpla6', 'Trim32', 'Nmt1', 'Zcchc8', 'Ints9', 'Hmbox1', 'Bicd2', 'Sirt2', 'Nfkbib', 'Ttc37', 'Arsk', 'Evi5l', 'Rabac1', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Ppig', 'Fastkd1', 'Smarcal1', 'Ccdc90b', 'Pcm1', 'Pds5b', 'N4bp2l2', 'Zfp960', 'Ncdn', 'AU040320', 'Cdca8', '9930104L06Rik', 'Rab5c', 'Ctu1', 'Thap11', 'Nutf2', 'Cenpt', 'Cnot1', 'Hnrnpab', 'Kif2c', 'Shkbp1', 'Gid4', 'Sympk', 'Foxa3', 'Kxd1', 'Fkbp8', 'Fbxo48', 'Lmnb2', 'Timm13', 'Fbh1', 'Ankrd16', 'Greb1', 'Zbtb7a', 'Max', 'Txnip', 'Amt', 'Hnrnpr', 'Nicn1', 'Ttc13', 'Arv1', 'Sugt1', 'Tpd52', 'Rbl2', 'Rab29', 'Fam193a', 'Lars', 'Med24', 'C1qtnf1', 'Cant1', 'Plag1', 'Chchd7', 'Chpf2', 'Abcf2', 'Tcerg1', 'Wnk1', 'Srprb', 'Prkaca', 'Kbtbd7', 'Stk25', 'Ngdn', 'Wbp2', 'Unc13d', 'Fdft1', 'Zmat5', 'Uqcr10', 'Polrmt', 'Fgf22', 'Srm', 'Nkx2-6', 'Mrpl19', 'Cacng7', 'Ypel4', 'Clp1', 'Hmx2', 'Bub3', 'Fam168a', 'Gatad2a', 'Tpr', 'Odr4', 'Clcn7', 'Rpgrip1', 'Hnrnpc', 'Sit1', 'Ccdc107', 'Rnf44', 'Cdhr2', 'Acly', 'Ap2a1', 'Ankrd54', 'Ankhd1', 'Hnrnpl', 'Nlk', 'Emilin1', 'Khk', 'Ost4', 'Pigu', 'Paip2b', 'Zfp317', 'Zfp729a', 'Zfp174', 'Olfr15', 'Ube2t', 'Ppp1r12b', 'Kif13b', 'Tmem161a', 'Med27', 'Ttc41', 'Hsp90b1', 'Pgd', 'Gm4969', 'Fbxo46', 'Pank3', 'Pcgf2']
Sp3	['Denr', 'Akap11', 'Wdr77', 'Atp5pb', 'Zbtb40', 'Calcoco1', 'Psmd5', 'Cutal', 'Scamp5', 'Arf3', 'Qrich1', 'Qars', 'Supt5', 'Rbm39', 'Ube2b', 'Cdkl3', 'Mysm1', 'Med1', 'Cdk12', 'Rraga', 'Sit1', 'Ccdc107', 'Psmb2', 'March7', 'Eif4a3', 'Card14', 'Dync1h1', 'Pibf1', 'Dis3', 'Rbm26', 'Ireb2', 'Ddx59', 'Car5a', 'Banp', 'Brf1', 'Prdx1', 'Naa35', 'Slc26a8', 'Mapk14', 'Zfp566', 'Zfp260', 'Puf60', 'Rps3a1', 'Ankfy1', 'Zzz3', 'Tmem131', 'Sec22c', 'Zfp414', 'Pram1', 'Micos10', 'Adnp', 'Casc4', 'Styxl1', 'Mdh2', 'Rnf44', 'Cdhr2', 'Stxbp4', 'Cox11', 'Nudt1', 'B230219D22Rik', 'Dynlt1b', 'Gal3st4', 'Stag3', 'Gpc2', 'Rpl26', 'Sugt1', 'Rita1', 'Ddx54', 'Upf3a', 'Pop7', 'Acly', 'Sugp1', 'Mau2', 'Vps4a', 'Mib2', 'Mthfd2', 'Mob1a', 'Ddhd2', 'Lamp1', '2410002F23Rik', 'Spdl1', 'Zc3h13', 'Atp6v0c', 'Amdhd2', 'Wnk1', 'Ube2d3', 'Wwox', 'Por', 'Tas1r1', 'Nol9', 'Tipin', 'Uhrf2', 'Ikzf5', 'Acadsb', 'Hspa4', 'Smarca5', 'Poldip3', 'Abhd18', 'Haspin', 'Tmem87b', 'Rps19', 'Creld2', 'Alg12', 'Mrm2', 'Mfsd8', 'Gga1', 'Ercc6l2', 'Nsfl1c', 'Smdt1', 'Ndufa6', 'Nop14', 'Grk4', 'Rfesd', 'Cenpu', 'Cdc5l', 'Mtdh', 'Tmem65', 'Zcchc14', 'Pheta2', 'Naga', 'Map2k2', 'Creb3l3', 'Kazald1', 'Atf7', 'Ccdc85c', 'Xpc', 'Lsm3', 'Get4', 'Tmem209', 'Ssmem1', 'Ppp1r2', 'Btbd10', 'Ccdc28a', 'Exo5', 'Cct8', 'Map3k7', 'Zfp821', 'Ist1', 'Zmiz2', 'Wdr27', '1600012H06Rik', 'Foxj1', 'Akip1', 'Ddx20', 'Zbtb6', 'Rc3h2', 'Grb2', 'Rps28', 'Stk38l', 'Stxbp5l', 'Ptpn4', 'Slc25a4', 'Josd2', 'Aspdh', 'Sh2b3', 'Spsb3', 'Nubp2', 'Nme3', 'Mrps34', 'Igfals', 'Eme2', 'Aspscr1', 'Slc18b1', 'Rps12', 'Tspyl1', 'Fubp1', 'Dnajb4', 'Smc3', 'Phf5a', 'Aco2', 'Smg7', 'Ubr3', 'Setmar', 'Tmem183a', 'Mbtps1', 'Tmem53', 'Armh1', 'Edrf1', 'Atp9b', 'Gatad2a', 'Snx5', 'Mgme1', 'Rps6ka1', 'Zfp219', 'Tmem253', 'Rnpc3', 'Gtf2a1', 'Als2', 'Rab33b', 'Lsm14a', 'Vdac3', 'Zfp41', 'Mms22l', 'Ssr4', 'Idh3g', 'Cul5', 'R3hdm4', 'Kiss1r', 'Med16', 'Nsun3', 'Supt4a', 'Pex14', 'Usp53', 'Coq9', 'Ciapin1', 'Smc1b', 'Ribc2', 'Nol11', 'Ppp4r3b', 'Spata33', 'Chmp1a', 'Tcam1', 'Smarcd2', 'Prpf40b', 'Fam186b', 'Arl10', '4833439L19Rik', 'Ints13', 'Fgfr1op2', 'Ctr9', 'Kif17', 'Tsnaxip1', 'Ranbp10', 'Rpp38', 'Acbd7', 'Slc25a11', 'Rnf167', 'Pfn1', 'Gp1ba', 'Eno3', 'Fitm2', 'Clptm1', 'Apoc2', 'Zwilch', 'Snapc5', 'Rpl4', 'Ccdc14', 'Surf6', 'Surf2', 'Surf1', 'Rpl7a', 'Med22', 'Dars', 'Mien1', 'Grb7', 'Dstn', 'Micu2', 'Srsf10', 'Ppm1g', 'Fmnl3', 'Tcf25', 'Tmem129', 'Tacc3', 'Slbp', 'Sppl2b', 'Lsm7', 'Ppp2r5c', 'Chuk', 'Thap11', 'Nutf2', 'Cenpt', 'Ehd1', 'Dynll1', 'Atf2', 'Mrps7', 'Mif4gd', 'Gga3', 'Xpr1', 'Zfp317', 'Eif5', 'Cyp51', 'Tardbp', 'Slc35b4', 'Mknk1', 'Tmem79', 'Smg5', 'Rpl12', 'Lrsam1', 'Rpl10a', 'Celf6', 'Aars2', 'Ctnnb1', 'Abl2', 'Cd2ap', 'Dzip3', 'Cip2a', 'Snapin', 'Cpt2', 'Bcas3', 'Rab28', 'Haus1', 'Atp5a1', 'Rassf8', 'Mfsd5', 'Psma2', 'Mrpl32', 'Tgfb1i1', 'Armc5', '9130023H24Rik', 'Heca']
Sp7	['Cldn34d', 'Txndc11', 'Kpna1', 'Brox', 'Aida', 'Il31ra', 'E030030I06Rik', 'Fbxw4', 'Pknox1', 'Osbpl1a', 'Cd209a']
Sp9	['Txndc11', 'Cwc22', 'Sfi1', 'Eif4enif1', '1600014C10Rik', 'Cldn34d', 'Brox', 'Aida', 'Tmem125', 'Greb1', 'Dux', 'Gm7762', 'Ubqln5', 'Zfp970', 'Rps6kc1', 'Tiam2', 'Gm4981', 'Tmem267', 'Nkx2-6', 'Gm14325', 'Kpna1', 'Dlgap4', 'Gm1979', 'Hjurp', 'A730008H23Rik', 'Serpinb5', 'Fbxw4', 'Pole3', 'Alad', '4933430I17Rik', 'Gm14410', 'Fgfr1op', 'Rnaset2b', 'Rnaset2a', 'Olfml3', 'Gm2237', 'Smarca5', 'Ccl27a', 'E030030I06Rik', 'Fcgr3', 'Gm3264', 'Tma16', 'Btbd9', 'Lrp8', 'Hexb', 'Ttc8', 'Glo1', 'Gbp8', 'Pcdhgb6', 'Pcdhga9', 'Pcdhgb7', 'Pcdhga10', 'Kifap3', 'Tle3', 'Gm21586', 'Gm21953', 'Fam205a3', 'Fam205a4', 'Gm20878', 'Rps12', 'Glp1r', 'Slc18b1', 'Lcorl', 'Pdia5', 'Pknox1', 'Mrps28', 'Ifnz', 'Gm13290', 'Gm13289', 'Gm13285', 'Gm13272', 'Rsph3b', 'Ppp2r5a', 'Gm3752', 'Gm13279', 'Gm13278', 'Gm13275', 'Faap100', 'Znrf4', 'Olfr124', 'Osbpl1a', 'Birc5', 'Gm13277', 'Gm13276', 'Hgsnat', 'Olfr641', 'Pcdh9']
Spen	['Greb1', 'Nkx2-6', 'Hexb', 'Kpna1', 'Osbpl1a', 'Cldn34d', 'Fbxw4', 'Pknox1', 'E030030I06Rik', 'Il31ra', 'Brox', 'Aida', 'Txndc11', 'Tmem125', 'Aldh9a1', 'Abhd6', 'Gm525', 'Abca3', 'Abca17', 'Olfr806', 'Gm10710', 'Dchs2', 'Cdh12', 'Csf2ra']
Spi1	['Txndc11', 'Thoc3', 'Zfp809', 'Rnf34', 'Chst15', 'Npcd', 'Cbx6', 'Pira6', 'Pira7', 'Pira4', 'Pira11', 'Gm14548', 'Zfp691', 'Ermap', 'Dapp1', 'Nfu1', 'Rel', 'Grb2', 'Cd302', 'Fads3', 'F9', 'Gpr174', 'Arhgap45', 'Atoh8', 'Pdcl2', 'Sv2b', 'Vrk1', 'Tktl2', 'Nsd2', 'Mettl7a1', 'Treml2', 'Tgfb2', 'Enpp7', 'Brd3', 'Bicral', 'Slc14a1', 'Ssh2', 'Neurl1a', 'Pex7', 'Slc30a5', 'Tm4sf19', 'Slc2a5', 'Clcn1', 'Nat1', 'Nat2', 'Sub1', 'Mavs', 'Fdxacb1', '1110032A03Rik', 'Alg9', 'Cst11', 'Inpp5f', 'Nckipsd', 'Far1', 'Rnf141', 'Ass1', 'Zfp943', 'Zfp942', 'Uprt', 'Mapkapk2', 'Vamp2', 'Tmem107', 'Ppfibp2', 'Naa40', 'Arntl', 'Hpse', 'Zfyve9', 'Senp7', 'Sirpa', 'Nkain3', 'Tas2r143', 'Tas2r135', 'Serf1', 'Bdp1', 'Hcrtr2', 'Sdcbp2', 'Rev1', 'Tagap', 'Tmprss3', 'Galnt6', 'Tubg1', 'Retreg3', 'Eif2s3y', 'Trpv4', 'Rab32', 'Secisbp2l', 'Clec2g', 'Xpnpep3', 'St13', 'Ubqln4', 'Rab25', 'Lamtor2', 'Tubgcp5', 'Irf7', 'Rp2', 'Map4k4', 'Cib2', 'Pou4f1', 'Phf14', 'Cabyr', 'Dse', 'Cenpa', 'Elp5', 'Cldn7', 'Ptprj', 'Casc3', 'Ppp1r1c', 'Pak4', 'Taf9', 'Rad17', 'Ak6', 'Uvssa', 'Nup54', 'Tlr4', 'Parp11', 'Fndc7', 'Serpinf1', 'Vps13b', 'Chd9', 'Cbln3', 'Khnyn', 'Nkiras2', 'Dnajc7', 'Itga5', 'Ppp1r12a', 'Tap1', 'Psmb9', 'Lilra6', 'H2-Q4', 'Trim45', 'Capn10', 'Nlrp1b', 'Slc37a1', 'Rsph1', 'Eps8', 'Aplf', 'LOC102640673', 'Ercc6l', 'Phlpp1', 'Lpgat1', 'Mknk1', 'E2f1', 'Zfp319', 'Usb1', 'Slc39a10', 'Fam76b', 'Cep57', 'Pabpc4', 'Ssbp1', 'Ikbkb', 'Tesk2', 'Dusp5', 'Tardbp', 'H2-K1', 'Ints12', 'Gstcd', 'Ncs1', 'Irgm2', 'Slc22a15', 'Ezh1', 'Grap2', 'Itpr1', 'Kif3b', 'Nckap1l', 'Gtsf2', 'Icosl', 'Dnmt3l', 'Prkcd', 'Il18', 'Bco2', 'Notch3', 'Slc27a3', 'Clptm1', 'Apoc2', 'Znrd1as', 'Znrd1', 'Ppp1r11', 'Rnf39', 'Mterf2', 'Ceacam16', 'Mdm2', 'Xylt1', 'Pax3', 'Gbp7', 'Rsl24d1', 'Rfc3', 'Nup160', 'Gas7', 'Scgn', 'Necap1', 'Arl5a', 'Plekhg1', 'Bahd1', 'Gbp3', 'Fmnl3', 'Fbxo4', 'Cln8', 'Spty2d1', 'Atxn7l1', 'Rnf43', 'Il4ra', 'Ltv1', 'Zc2hc1b', 'Vamp1', 'Tpr', 'Odr4', 'Tapbpl', 'Gns', 'Gcc2', 'Rasgrp3', 'Tmem123', 'Rfx3', 'Gimap4', 'Mybph', 'Nek6', 'Slc37a2', 'Ms4a10', 'Necap2', 'Mybbp1a', 'Clec12a', 'Rilpl1', 'Cnot6l', 'Depdc5', 'Prr14l', 'Slc35f6', 'Tent5d', '2610002M06Rik', 'Akap5', 'Olfr1509', 'Lbr', 'Jaml', 'Zfp512', 'Isg20', 'Acat1', 'Scin', 'Neurl3', '4930426D05Rik', 'Smg1', 'Ripk2', 'Olfr314', 'Pira2', 'Clec4g', 'Riok1', 'Cage1', 'Scrt2', 'Tatdn1', 'Ndufb9', 'Tph2', 'Tmem72', 'Card19', 'Atrnl1', 'Tnfaip3', 'Pdlim2', 'Rab8a', 'Bhlha15', 'Crlf3', 'Nub1', 'Sfpq', 'Gorasp2', 'Camkk2', 'Tpst1', 'Pira1', 'Atic', 'Rraga', 'Cox4i2', 'Tigd2', 'Pirb', 'Itgav', 'Trim17', 'H3f4', 'H2aw', 'Ankle2', 'Ldlrad2', 'Ctss', 'Slc35e3', 'Nol7', 'Plekhg3', 'Cisd2', 'Cuedc1', 'Slc5a4b', 'Mterf1a', 'Gpm6b', 'Rab44', 'Pou2f2', 'Dyrk3', 'Eif2d', 'Kdm2a', 'Adgra2', 'Spop', 'Carhsp1', 'Gm5767', 'Phgdh', 'Clgn', 'Trafd1', 'Igtp', 'Sumo1', 'Donson', 'Lin7c', 'Parvb', 'Olfml3']
