TF	Variance explained	Nr of genes
Chaf1b	0.4918862983636608	3443
Chd1	0.4506409254787634	5196
Chd2	0.45865483398996937	8343
Chd4	0.45329517819073484	12036
Chd7	0.49054263283189137	2223
Chd8	0.4794875083564573	7807
Clock	0.44767791154598224	9762
Creb1	0.45150436319219184	11811
Creb3l2	0.5029717045124226	3562
Crebbp	0.45561779881372616	11688
Crtc2	0.45315483145477387	4254
Crx	0.48330333780430074	2246
Cry1	0.4483491867059029	76
Ctcf	0.4526087723819791	12111
Ctcfl	0.45374738764391137	5206
Ctnnb1	0.44306886871423623	4396
Ctr9	0.4673577820204341	3171
Cux2	0.41848134960452343	162
Cxxc1	0.47820286016316543	10407
Cxxc5	0.5108696753599182	1189
Daxx	0.4678525306712907	285
Ddit3	0.40637096652861887	352
Ddx21	0.46760923695850876	10666
Ddx5	0.5807416652445652	38
Dgcr8	0.4524636641400046	1303
Dicer1	0.47012001513869495	743
Dlx1	0.591326726421067	19
Dlx3	0.4936677320326785	2342
Dmap1	0.48259170758662145	6677
Dmc1	0.45803657599196057	11187
Dmrt1	0.45293004385338204	4110
Dmrtb1	0.4735606036847357	751
Dnajc2	0.43706542012115795	39
Dnmt3a	0.49494672587667615	198
Dnmt3b	0.4936676471708881	112
Dpf2	0.45216824894736585	2171
Dppa2	0.45687847885988897	11573
Dppa4	0.4624801856923545	11216
Dpy30	0.48175463558602055	7615
Dr1	0.45496253951085136	11752
Drosha	0.4617379468523146	78
Duxbl1	0.4585188061278788	5186
E2f1	0.4697504670523402	5579
E2f3	0.4647203301628275	7413
E2f4	0.4623406342953781	8662
E4f1	0.5026274631204853	215
Ebf1	0.44016930689397127	6762
Ebf2	0.45506059939496313	11550
Ebf4	0.48939208250518096	3430
Eed	0.5239249923945002	1758
Egr1	0.41849142264788697	3059
Egr2	0.46419293135843714	9475
Ehf	0.44400043435135805	1424
Ehmt2	0.4865140519125103	128
Elf1	0.45928110545522155	8538
Elf4	0.4521486874855384	9012
Elf5	0.44928740555356533	10104
Elk1	0.5263685446161985	4328
Elk3	0.4987955573718311	62
Elk4	0.46880555305619526	414
Ell	0.4520779914701115	400
Ell2	0.40177133096314865	383
Ell3	0.46770988258611196	3368
Elob	0.5073799023951463	1124
Eomes	0.44919589874687355	1920
Ep300	0.4521386718806155	12124
Ep400	0.4627052266610561	2712
Epop	0.46334321055046357	10398
Ercc3	0.43723587261992686	99
Erf	0.4596992927369491	10284
Erg	0.4511265652508337	11711
Esr1	0.45370993535884413	11818
Esrra	0.4506555944204962	9037
Esrrb	0.44924982432586746	9856
Esrrg	0.49925722221782876	65
Ets1	0.4527458836971639	11143
Ets2	0.4604691003869401	10505
Etv2	0.4952124323133945	65
Etv5	0.47297054259380983	8767
Etv6	0.5048197568501648	3684
Ezh1	0.42864169432859134	237
Ezh2	0.46056171785209066	10798
Fbxo21	0.48964360022229836	2661
Fgfr1	0.4538499226399079	11228
Fli1	0.45139527429226944	11652
Fos	0.44682727659122434	10424
Fosb	0.478731797663597	930
Fosl1	0.45417699970017555	10231
Fosl2	0.44689680978439045	9254
Foxa1	0.44372473843057175	10522
Foxa2	0.4542859572315228	11920
Foxa3	0.38252058630726465	695
Foxf1	0.4560667872358532	10985
Foxg1	0.47782063192764845	982
Foxh1	0.46068414482249753	11527
Foxj2	0.4914331854597573	879
Foxk1	0.46706229917273184	1227
Foxl2	0.47262890168563787	8160
Foxo1	0.48165346941784093	3050
Foxo3	0.44978766838793405	3812
Foxp1	0.4641034288118966	11338
Foxp3	0.4621932324816349	10143
Gabpa	0.456544695427332	9197
Gad1	0.4695222870492495	681
Gadd45a	0.6090749179001176	25
Gata1	0.4552426258517229	10006
Gata2	0.4529311968254193	11430
Gata3	0.4534078114151168	10670
Gata4	0.45426710553603067	11898
Gata6	0.4225994308426083	3001
Gckr	0.5077357545862273	3448
Gcm1	0.721541218756882	5
Gfi1	0.45807127535766534	11588
Gfi1b	0.4639215297764741	6846
Gli1	0.45294036212768535	1648
Gli2	0.4529953669153365	2300
Gli3	0.4562087683473634	10630
Glis3	0.5905564958391921	16
Glyr1	0.652077364600866	12
Gmnn	0.4492829189281628	2015
Gps2	0.4220874302936166	7636
Grhl2	0.4410447212847148	1901
Grhl3	0.4608000279557079	1040
Grip1	0.4037918337015	1156
Gtf2a2	0.43683456003768634	96
Gtf2b	0.4596817250934698	10488
Gtf2e2	0.4437405386511853	6553
Gtf2f1	0.46372961639520077	49
Gtf3c1	0.4669257592301453	10832
Gtf3c2	0.4327990997954639	186
Gtf3c4	0.4571875398078098	116
Hand1	0.486207225191051	315
Hand2	0.4583883352996549	10914
Hcfc1	0.4554476985886049	10883
Hdac1	0.4585552409851023	10890
Hdac2	0.45288109905846785	11807
Hdac3	0.4495789080583815	11419
Hdac4	0.44739003313113124	726
Hells	0.48553802257458695	1963
Hexim1	0.4649046733873921	10295
Hic2	0.42505138720557917	1211
Hif1a	0.4749889953748606	3684
Hira	0.4854646637029367	76
Hmga2	0.6863848363918634	10
Hmgn2	0.5248935527087013	56
Hnf1a	0.3874450429066596	2011
Hnf1b	0.4276888160193258	1065
Hnf4a	0.4466632597234291	10784
Hnf4g	0.4233812325465417	5710
Hnrnpk	0.3739945744031789	227
Hnrnpl	0.4783747345114171	41
Hnrnpu	0.47098198949923076	3967
Hopx	0.47587347902610305	8208
Hoxa11	0.5278989191332919	158
Hoxa13	0.45156601349671044	5558
Hoxb1	0.46574881809732466	7105
Hoxb4	0.4520960184759934	7689
Hoxc10	0.48904907183222757	86
Hoxc6	0.46464552797904685	72
Hoxd13	0.4491599681452564	2414
Hsf1	0.42955460114081934	2307
Hsf2	0.5430539141607229	15
Htatsf1	0.5035358091984273	3768
Htt	0.636641012060828	12
Id2	0.4728187163608097	5078
Ikzf1	0.4542181333114132	11020
Ikzf2	0.5108542267783995	1880
Ikzf3	0.48912780565758585	673
Ing1	0.5427773486556468	20
Ino80	0.46418642113688646	9868
Insm1	0.46405707645874383	11026
Irf1	0.4260270896043761	4785
Irf2	0.46948978457304064	2215
Irf2bp2	0.40763718224332834	1700
Irf3	0.44215510710925127	6521
Irf4	0.45280253834623463	11531
Irf5	0.4524581008401629	8893
Irf7	0.47943892074811195	875
Irf8	0.4493858516766407	9843
Irf9	0.458855732908979	7918
Isl1	0.4588727728110257	10824
Jarid2	0.46243577338091246	8173
Jmjd1c	0.46256392383713985	231
Jmjd6	0.43444641942809387	2578
Jun	0.45136110279447145	11720
Junb	0.44158858167306975	9430
Jund	0.45088195579046814	11644
Kansl3	0.503025995511218	7050
Kat2a	0.460634006678582	9385
Kat2b	0.5397943517166599	30
Kat5	0.4662960955558905	9408
Kat8	0.48754975131923095	6689
Kdm1a	0.4528244000080914	12031
Kdm2a	0.4815019966867641	6327
Kdm2b	0.4627820308454433	11052
Kdm3a	0.47484914643921516	77
Kdm3b	0.526910213842279	29
Kdm4a	0.49563644367452087	2950
Kdm4c	0.45480964207478125	11950
Kdm4d	0.5798957746740115	27
Kdm5a	0.4618183914583041	10578
Kdm5b	0.40637459399641296	65
Kdm5c	0.4909396843749199	769
Kdm6a	0.4796206455101747	7631
Kdm6b	0.47083357593088826	9272
Klf3	0.46173912303778036	7352
Klf4	0.4556206090350253	11770
Klf5	0.4557653788090034	8186
Klf6	0.4673946564553625	216
Klf9	0.4642648686813851	1624
Kmt2a	0.457263211923798	10232
Kmt2b	0.4625133731133787	11490
Kmt2c	0.4570514492598037	11476
Kmt2d	0.45365358548691553	11768
L3mbtl2	0.5018357237266432	203
Ldb1	0.4487912036154901	4925
Lef1	0.4449059870132479	119
Leo1	0.43847586842308817	1551
Lhx2	0.4803591095998499	2086
Lhx3	0.46088050897835153	4472
Lhx6	0.4674125719786046	1598
Lin9	0.45708962890463295	2124
Lmnb1	0.47904431544618253	970
Lmo2	0.4522618846289753	10249
Lmx1b	0.5071893277784469	39
Lrrfip1	0.512589377179093	1365
Lyl1	0.40495313708852493	2115
Maf	0.4410713317706019	5773
Mafa	0.44847636904135846	1570
Mafb	0.42951031843973597	5644
Maff	0.45077686895590796	6937
Mafg	0.4043924674839655	211
Mafk	0.44858784754815273	9652
Mapk8	0.5082083130646593	4437
Max	0.4538859166134738	11270
Maz	0.45478954210145045	10052
Mbd1	0.5035162649895297	465
Mbd2	0.47869981176436877	115
Mbd3	0.4575752579580724	11620
Mcrs1	0.4970258709264345	7583
Mecp2	0.45475280504750226	9986
Med1	0.4517740157797766	11970
Med12	0.45726036675496184	11473
Med23	0.3797225701108184	166
Med24	0.46423640729611576	10572
Med26	0.4671119308559357	10322
Mef2a	0.49933119890478084	1271
Mef2c	0.45861052186543444	10898
Mef2d	0.4609659696711768	3385
Meis1	0.4516446381281865	11591
Men1	0.465769758081305	9696
Mettl3	0.457820932517504	11445
Mitf	0.4506881294936009	2730
Mllt3	0.5677822349948598	27
Mnx1	0.4340287920979618	239
Morc3	0.4987535281293803	462
Mphosph8	0.46439740214819575	966
Mpnd	0.5547225564867955	11
Msl1	0.48161881467877343	1291
Msl2	0.48394665191022596	4610
Mta1	0.5517850082987005	37
Mta2	0.45677165125428265	11206
Mtf2	0.4972866721298161	3720
Mtor	0.450987706525022	1688
Mxi1	0.45452004199448914	10520
Myb	0.45743475873501666	6414
Mybl1	0.47096176494993036	3343
Myc	0.4523971754364983	12080
Mycn	0.4751746142589501	4827
Myf5	0.45352926069769683	9329
Myo1c	0.5335447287380362	31
Myod1	0.4560121082245809	11392
Myog	0.46031755143132275	9980
Myt1	0.37620559695256	113
Myt1l	0.47203481282425125	1816
Naa10	0.5157805169728417	46
Nacc1	0.4956009710213152	207
Nanog	0.4538588342378851	12031
Nap1l1	0.45531530767476464	1487
Nbn	0.46720270089546007	450
Ncapd3	0.47485993716389646	7993
Ncapg	0.4668131413150926	65
Ncaph2	0.46733976134693833	10706
Ncoa2	0.44805286897338054	9104
Ncoa3	0.39260809196316915	1987
Ncor1	0.44878409200389163	11623
Ncor2	0.46064210797062666	11264
Nelfa	0.45885629465259126	11121
Nelfb	0.4727656205350452	8684
Nelfe	0.45356878815294477	10549
Neurod1	0.46163261518572823	10707
Neurod2	0.4582598138086817	11253
Neurog2	0.45891162164061927	11093
Nfat5	0.5169144490728967	129
Nfatc1	0.4368562540950714	1294
Nfatc2	0.4177011682878202	2167
Nfe2	0.42708702365307843	1795
Nfe2l1	0.436717179641855	1230
Nfe2l2	0.4705038871309477	5757
Nfia	0.45174057813947366	5153
Nfib	0.44678845772324727	10181
Nfic	0.5664281639737718	47
Nfil3	0.3825683661867356	4387
Nfkb1	0.4165546472815912	896
Nfya	0.45923217613690615	3977
Nfyb	0.43576162147352426	2087
Nfyc	0.4311085466168634	2213
Nipbl	0.45516894353193316	11500
Nkx2-1	0.4504214531068953	5615
Nkx2-2	0.47248469877274174	7040
Nkx2-5	0.4657476926288951	7352
Nkx3-1	0.45561079837813157	6172
Nkx3-2	0.47823452602233385	438
Nkx6-1	0.47303913518783813	8774
Nlrc5	0.49082456574680144	364
Nlrp3	0.7275350846092905	3
Nono	0.48320001021101006	36
Notch1	0.4659664060157557	7648
Npas3	0.472832530026783	7983
Nr0b1	0.45635230784598135	5894
Nr0b2	0.48821578279517774	1202
Nr1d1	0.45009103795162697	11126
Nr1d2	0.3841677470896196	1573
Nr1h2	0.4520040739454316	10233
Nr1h3	0.41074884543814494	6139
Nr1h4	0.405655919008756	2613
Nr2f2	0.4984906559234716	98
Nr3c1	0.45126254876420385	12024
Nr4a1	0.4481599804020243	10801
Nr5a1	0.46135023305607686	1898
Nr5a2	0.42980875025819765	4790
Nrf1	0.4596194690488916	11478
Nsl1	0.5371789564692053	2244
Nucks1	0.4599910203252993	42
Nup153	0.585327502303105	30
Nup98	0.47375221591822114	934
Obox1	0.4794339215790229	1257
Ogdh	0.4870956677726261	6002
Ogt	0.4228582649267901	882
Olig2	0.4635329828397073	11492
Onecut1	0.43498237488578145	7861
Onecut2	0.461295539076847	8944
Otx2	0.4557428644282782	11614
Ovol2	0.47237667340223405	603
Paf1	0.4255064745995083	1134
Parp1	0.5020527947935133	261
Pax3	0.46992894074285946	923
Pax5	0.4524537409306857	4158
Pax6	0.4673040280931655	10371
Pax7	0.4572990591829517	11656
Paxip1	0.4317775791487428	4307
Pbrm1	0.472470503700503	5797
Pbx1	0.4493244602373678	7844
Pcgf1	0.488947107721899	2639
Pcgf2	0.4712666106541974	4078
Pcgf3	0.5130528668621793	277
Pcgf5	0.48732735688412254	45
Pcgf6	0.4588432426884354	5074
Pcna	0.46467092950815614	105
Pdx1	0.45478243302331756	979
Pgr	0.4551674276727491	11483
Phc1	0.5524722618158666	22
Phf19	0.49671039926189314	78
Phf2	0.48151901716820805	4375
Phf20	0.7512602271481615	7
Phf5a	0.4527007034480721	182
Phf6	0.4703496116635614	8928
Phf8	0.462831560199323	10681
Phrf1	0.45899381159070135	82
Pitx1	0.4565872773894891	4125
Pknox1	0.44782597382706274	10656
Plagl1	0.4652485340079115	4800
Pml	0.5608876797623464	30
Pou2af1	0.4792777773581703	6879
Pou2f1	0.46763844381283926	9223
Pou2f3	0.4616924870215023	470
Pou3f1	0.4802384301370917	1693
Pou3f2	0.46886642826005787	4266
Pou5f1	0.45297021895906614	12075
Ppara	0.44790813228161364	10330
Pparg	0.4514565623703304	11826
Prdm1	0.42011668406590474	3182
Prdm13	0.48424301487907756	7604
Prdm14	0.43805637512009904	312
Prdm15	0.45958212727411946	11351
Prdm16	0.4480339145710259	9762
Prdm5	0.4469700649892036	1083
Prdm9	0.4625115998971899	5944
Prm1	0.5233399740385548	12
Prmt5	0.5187990638384252	26
Prox1	0.4021278933630628	6549
Psip1	0.4947056667455438	48
Ptf1a	0.4552709983003774	9552
Pwp1	0.47368146199070493	41
Rad21	0.45247804451224377	12066
Rad23b	0.4627416962735311	10574
Rad51	0.46981073078242575	1647
Raf1	0.460809632922309	1118
Rag1	0.4698701560990624	9215
Rag2	0.45788245914975256	10710
Rai1	0.5085197296094609	7869
Rara	0.45256912187647397	10228
Rarb	0.44173415838094604	1439
Rarg	0.40110865179520805	236
Rb1	0.46526611463875894	53
Rbbp4	0.43133534499891724	1089
Rbbp5	0.4970257131657589	5529
Rbfox2	0.46209382108428393	11186
Rbp2	0.503510666583059	32
Rbpj	0.4542739820170137	10821
Rbpjl	0.46223256753440667	6007
Rcor1	0.45098862664430883	9342
Rcor2	0.4814842077910439	240
Rec8	0.47037200018196357	9255
Rel	0.3865947088467447	2108
Rela	0.45031215458998997	11845
Relb	0.5429553450048095	51
Rest	0.4637859946497626	9620
Rfx1	0.47440588312693444	8396
Rfx2	0.5163484854099605	2045
Rfx3	0.4838603442527031	6476
Rif1	0.45936546700814573	2868
Rnf2	0.45485813286825316	11945
Rora	0.4133347514886919	3143
Rorc	0.44687115999484156	5727
Rpa1	0.4465870799685317	2520
Rpa2	0.4471379317838775	629
Rtf1	0.42747030729416724	129
Runx1	0.4524730659371589	11949
Runx2	0.45315899019686096	11728
Runx3	0.4615899744905657	9190
Ruvbl1	0.46444032209559455	59
Ruvbl2	0.4687042766961673	66
Rxra	0.45161550494690605	12073
Rybp	0.46499643616014263	7280
Sall4	0.45564712241810446	7456
Sap130	0.4728215975021084	10729
Sap18	0.5083575263805614	772
Satb1	0.4543744073803912	10197
Satb2	0.5145271310223062	143
Scml2	0.5217195261311082	40
Setd1a	0.4607301262106899	11252
Setd2	0.7275350846092905	3
Setdb1	0.45497917739143984	4390
Sfmbt1	0.5265325154498073	1607
Sfmbt2	0.5388008370686385	45
Shox2	0.5922109579097273	23
Sin3a	0.45490848916785126	11767
Sin3b	0.4199146476586196	874
Sirt1	0.46769833879425826	7291
Sirt6	0.4931402965545663	2302
Sirt7	0.6135101222192463	23
Six1	0.4504735188783456	73
Six2	0.4633707963657341	9424
Six4	0.4691670916646516	9863
Smad1	0.44904942097967965	4253
Smad2	0.45733178409648223	11475
Smad3	0.4590623569674187	11527
Smad4	0.4533458138860414	11454
Smad6	0.4767002876811574	54
Smarca4	0.45233609021034166	12110
Smarca5	0.4622872675271957	8317
Smarcad1	0.4444548101140763	470
Smarcc1	0.43737856463865077	1431
Smarcd1	0.43732523406149126	195
Smc1a	0.45379877461723184	11985
Smc3	0.45292204897118526	11201
Smc5	0.4205328959604685	165
Smchd1	0.5084911182937408	145
Smyd2	0.6270051688043843	3
Snai1	0.5534157427382463	323
Sox10	0.48174120404801635	2319
Sox11	0.46433600039968354	9286
Sox13	0.4547478921463314	67
Sox17	0.4656554816337262	1534
Sox2	0.4534971685712467	11972
Sox3	0.4629567844899052	1541
Sox30	0.4911170797700988	118
Sox4	0.49297676743070573	7399
Sox5	0.47373926405586875	105
Sox6	0.48485178090566	117
Sox9	0.4610340296941389	10547
Sp1	0.4617978678217483	10799
Sp110	0.7247688238774241	7
Sp3	0.4626314056983725	11245
Sp7	0.459868819884569	104
Sp9	0.4617340211110549	11314
Spen	0.4933287955464238	104
Spi1	0.45188389349460995	12094
Spin1	0.4825182594737689	9087
Srebf1	0.4558980456088838	11169
Srf	0.4555154037708108	11500
Srsf1	0.5003647483983202	78
Srsf2	0.5235390699844952	59
Ss18	0.4393543117090945	1982
Ssrp1	0.46074840486943835	76
Stag1	0.45407442059395897	10523
Stag2	0.4495310421120317	10736
Stat1	0.4511095289257693	11516
Stat2	0.45567258239889297	10076
Stat3	0.4536599660739052	11545
Stat4	0.4546588991921641	6635
Stat5a	0.45001865227931187	11689
Stat5b	0.45499303476992237	8600
Stat6	0.4535423661890842	8723
Sumo1	0.4573727201220013	8340
Sumo2	0.45598964000669395	8712
Supt16	0.4175292682428879	734
Supt5	0.46647787806173296	9719
Supt6	0.461952823410048	4224
Suv39h1	0.5735003988422772	20
Suv39h2	0.567048588990461	26
Suz12	0.45809193044180196	10679
T	0.454582605355528	2014
Taf1	0.5091884629239031	74
Taf10	0.40530770802140414	1323
Taf15	0.44765387689808783	3225
Taf2	0.466482045736078	11030
Taf3	0.4618645682197321	10609
Taf7l	0.45976512340877934	10403
Taf9b	0.4646890281330298	759
Tal1	0.4511193833017945	9372
Tbl1x	0.509929807616552	4728
Tbp	0.45263474926398906	11894
Tbpl1	0.49691610132314196	7552
Tbr1	0.4984517047053539	4771
Tbx19	0.47035077473588294	4857
Tbx20	0.5211571329529772	505
Tbx21	0.46119865725859877	9630
Tbx3	0.45769867505988004	10388
Tbx4	0.44740670301313595	63
Tbx5	0.45715453305005943	11277
Tcea1	0.4946998881960299	2396
Tcf12	0.45558557877844896	11886
Tcf3	0.4536360411847617	11892
Tcf4	0.4494820579714191	9176
Tcf7	0.456131358324795	11755
Tcf7l1	0.5014121328335021	30
Tcf7l2	0.46360032665967127	4364
Tdg	0.4703504551798059	7911
Tead1	0.44589034928164145	8934
Tead2	0.4532374925035351	593
Tead4	0.4488505734618464	11379
Terf1	0.4958660709306578	177
Terf2ip	0.4667813888314433	118
Tet1	0.4583748895064969	11509
Tet2	0.4562501979836062	11205
Tet3	0.4724829031422827	9231
Tfam	0.569170749776629	29
Tfap2a	0.4561949262139057	9738
Tfap2c	0.456349471343272	11724
Tfap4	0.46287613165176883	9845
Tfcp2l1	0.4572948048832892	96
Tfe3	0.44367644280686686	3434
Tgif1	0.45318442321878033	9279
Tgif2	0.47865519229107134	3148
Thap11	0.5047199147312943	933
Thoc5	0.970461928202542	2
Thra	0.42938222334388787	104
Thrb	0.47856775614839386	39
Tle1	0.44662417815827765	504
Tle3	0.4384525536091415	9731
Tlx1	0.4338385495580938	321
Tmem131	0.460918902918923	7801
Tnni2	0.4266460269605425	20
Top1	0.5037729626513848	162
Top2a	0.6458494853657151	13
Top2b	0.48901662429196363	25
Tox	0.4922271499974839	2899
Trim28	0.4612189810192594	10300
Trim33	0.451026410168723	9962
Trp53	0.4533360565587932	4496
Trp63	0.46459493325896833	8012
Tsc22d3	0.48983502155655134	32
Twist1	0.5638601525447742	24
Ubtf	0.4650296631782416	6412
Uhrf1	0.6853272408118731	6
Usf1	0.44895144361944056	5265
Usf2	0.45264719254288543	11171
Usp16	0.5204690176841229	2009
Usp7	0.48839771334086	55
Utf1	0.4574757334547583	11747
Vdr	0.4480788109911124	11340
Vsx2	0.4485939441084097	2690
Wapl	0.4378255553325161	2467
Was	0.5555940338853222	13
Wdr11	0.4714799077440171	5832
Wdr5	0.460381077636955	9768
Wdr61	0.4582764649888292	1005
Wiz	0.46883267220852043	11065
Wt1	0.4689803219268034	6132
Xbp1	0.4446456712990103	8876
Yap1	0.47006463126817327	7524
Yeats4	0.4698750559515133	328
Yy1	0.47209182687875245	10412
Yy2	0.6703301421140162	9
Zbtb16	0.47251675789143405	5420
Zbtb17	0.4536904457218531	4402
Zbtb2	0.4914546921150637	6437
Zbtb24	0.4478760599741321	87
Zc3h10	0.49750371954944866	3592
Zc3h11a	0.44358058439677583	6560
Zeb1	0.4777815070001562	4073
Zfp143	0.47446477889604477	5460
Zfp217	0.4705267699044332	9279
Zfp281	0.4571427791109021	11647
Zfp322a	0.5478415828758909	187
Zfp335	0.4897681765123397	266
Zfp384	0.4541408787793756	12013
Zfp42	0.47529440606894163	8587
Zfp57	0.45802184092388687	10803
Zfp64	0.45463124581760306	325
Zfp708	0.5200048652122874	46
Zfpm1	0.48462987532868035	5624
Zic1	0.45412027336235505	1264
Zic2	0.457655791092376	11406
Zic3	0.4573251503031514	3317
Zkscan1	0.4517732971677979	4472
Zmiz1	0.45942378094354897	9608
Zmynd8	0.48817831900483627	2744
Zscan5b	0.47203895181726857	22
