TF	C(organ)	C(dev_stage)	C(organ):C(dev_stage)
Gtf2e2	1.2636941945250056e-05	0.01762271173285013	0.0040050356059237215
Lmnb1	2.8748977848696523e-06	0.01762271173285013	0.0040050356059237215
Lin9	0.00043335694486652885	0.01762271173285013	0.0040050356059237215
Lhx6	2.2142318013037456e-05	0.01762271173285013	0.0040050356059237215
Mafa	5.302215817540032e-09	0.01762271173285013	0.0040050356059237215
Klf4	1.6964431864982463e-08	0.01762271173285013	0.0040050356059237215
Maf	3.6825463555831664e-07	0.01762271173285013	0.0040050356059237215
Adnp	2.6393990147688424e-07	0.01762271173285013	0.0040050356059237215
Klf6	1.9843069187471457e-09	0.01762271173285013	0.0040050356059237215
Aebp2	1.1304194014603526e-07	0.01762271173285013	0.0040050356059237215
Kmt2a	1.2742628984985237e-06	0.01762271173285013	0.0040050356059237215
Kmt2b	3.2288700081606485e-08	0.01762271173285013	0.0040050356059237215
Kmt2c	3.1214170545002656e-08	0.01762271173285013	0.0040050356059237215
Kmt2d	1.830423238173376e-08	0.01762271173285013	0.0040050356059237215
L3mbtl2	1.582833280733256e-06	0.01762271173285013	0.0040050356059237215
Ldb1	6.762537296176911e-09	0.01762271173285013	0.0040050356059237215
Leo1	2.3801198280318127e-05	0.01762271173285013	0.0040050356059237215
Lhx2	2.7031607725612826e-08	0.01762271173285013	0.0040050356059237215
Lhx3	1.0407335280407345e-08	0.01762271173285013	0.0040050356059237215
Hand1	7.757175073668754e-09	0.01762271173285013	0.0040050356059237215
Hnf4a	6.306061250995992e-08	0.01762271173285013	0.0040050356059237215
Hnf1b	2.5247388235034625e-09	0.01762271173285013	0.0040050356059237215
Hmgn2	8.318331140236702e-07	0.01762271173285013	0.0040050356059237215
Htatsf1	2.1020684269237733e-05	0.01762271173285013	0.0040050356059237215
Glis3	1.1179526952988136e-05	0.01762271173285013	0.0040050356059237215
Hsf2	3.278167220384177e-05	0.01791276646994898	0.0040050356059237215
Grhl3	4.628370037752238e-07	0.01762271173285013	0.0040050356059237215
Hsf1	6.762537296176911e-09	0.01762271173285013	0.0040050356059237215
Ahr	4.962138572609098e-09	0.01762271173285013	0.0040050356059237215
Hdac3	1.9100863571925308e-08	0.01762271173285013	0.0040050356059237215
Grhl2	1.7688763286783785e-07	0.01762271173285013	0.0040050356059237215
Arid4b	9.43110106707954e-05	0.01762271173285013	0.0040050356059237215
Gmnn	6.55777748497576e-10	0.01762271173285013	0.0040050356059237215
Hoxc6	1.7478954182636033e-09	0.01762271173285013	0.0040050356059237215
Gps2	1.3106215260104527e-07	0.01762271173285013	0.0040050356059237215
Hoxb1	4.624711952373364e-08	0.01762271173285013	0.0040050356059237215
Aire	8.115129916874855e-07	0.01762271173285013	0.0040050356059237215
Hoxb4	9.86649289447353e-07	0.01762271173285013	0.0040050356059237215
Htt	0.00015740843658096316	0.017701126559278225	0.0040050356059237215
Med26	9.769357090820978e-07	0.01762271173285013	0.0040050356059237215
Gli3	1.0280013628484728e-08	0.01762271173285013	0.0040050356059237215
Gli2	1.7478954182636033e-09	0.01762271173285013	0.0040050356059237215
Hand2	1.6121939039695817e-07	0.01762271173285013	0.0040050356059237215
Hmga2	6.451388905892685e-06	0.01762271173285013	0.0040050356059237215
Hira	2.7534914313061116e-07	0.01762271173285013	0.0040050356059237215
Hif1a	4.24130687237963e-06	0.01762271173285013	0.0040050356059237215
Hcfc1	1.7178475314279e-07	0.01762271173285013	0.0040050356059237215
Hic2	3.1214170545002656e-08	0.01762271173285013	0.0040050356059237215
Hexim1	7.956816241946045e-08	0.01762271173285013	0.0040050356059237215
Hdac1	1.3868938317209348e-07	0.01762271173285013	0.0040050356059237215
Hells	1.948038199040016e-06	0.01762271173285013	0.0040050356059237215
Hdac2	1.6989666920336755e-08	0.01762271173285013	0.0040050356059237215
Hoxa13	1.4876002939991755e-08	0.01762271173285013	0.0040050356059237215
Gtf2a2	3.2821662837874645e-07	0.01762271173285013	0.0040050356059237215
Glyr1	2.1708565215925434e-05	0.01762271173285013	0.0040050356059237215
Ikzf1	1.0334115650933048e-07	0.01762271173285013	0.0040050356059237215
Gli1	4.4787997929773087e-10	0.01762271173285013	0.0040050356059237215
Id2	3.8780905615400345e-06	0.01762271173285013	0.0040050356059237215
Med24	2.0493607444616217e-07	0.01762271173285013	0.0040050356059237215
Med12	2.7051281846070452e-08	0.01762271173285013	0.0040050356059237215
Med1	9.717707075085663e-09	0.01762271173285013	0.0040050356059237215
Ctcfl	1.830423238173376e-08	0.01762271173285013	0.0040050356059237215
Gcm1	3.2956916657757614e-05	0.01762271173285013	0.0040050356059237215
Foxo1	3.334470083500238e-05	0.01762271173285013	0.0040050356059237215
Gfi1b	5.1969064736276305e-06	0.01762271173285013	0.0040050356059237215
Kat2b	3.7468796244141193e-06	0.01762271173285013	0.0040050356059237215
Kat5	4.392427418211398e-07	0.01762271173285013	0.0040050356059237215
Kat8	3.837483995493259e-06	0.01762271173285013	0.0040050356059237215
Kdm1a	9.576183223697543e-09	0.01762271173285013	0.0040050356059237215
Kdm2a	4.7346468550087425e-07	0.01762271173285013	0.0040050356059237215
Kdm2b	3.076135989420469e-08	0.01762271173285013	0.0040050356059237215
Kdm3a	1.339633767241667e-05	0.01762271173285013	0.0040050356059237215
Kdm3b	2.9314496163088517e-08	0.01762271173285013	0.0040050356059237215
Kdm4a	2.193262580083263e-09	0.01762271173285013	0.0040050356059237215
Kdm4c	9.602325110565432e-09	0.01762271173285013	0.0040050356059237215
Kdm4d	4.027893728173832e-06	0.01762271173285013	0.0040050356059237215
Cry1	5.147238116310878e-08	0.01762271173285013	0.0040050356059237215
Kdm5a	6.105871456215278e-07	0.01762271173285013	0.0040050356059237215
Crx	7.749364606189038e-07	0.01762271173285013	0.0040050356059237215
Crebbp	1.350214857733722e-08	0.01762271173285013	0.0040050356059237215
Cux2	5.298865583603776e-13	0.01762271173285013	0.0040050356059237215
Dnmt3b	1.2807636904377984e-08	0.01762271173285013	0.0040050356059237215
Ctnnb1	5.630413379949547e-07	0.01762271173285013	0.0040050356059237215
Ctcf	6.455714990485597e-09	0.01762271173285013	0.0040050356059237215
Cebpd	4.782752069684967e-08	0.01762271173285013	0.0040050356059237215
Cebpe	1.4154685669747178e-06	0.01762271173285013	0.0040050356059237215
Cebpg	7.744648865896469e-07	0.01762271173285013	0.0040050356059237215
Chaf1b	6.740993626519682e-05	0.01762271173285013	0.0040050356059237215
Atm	5.48902258109743e-05	0.01762271173285013	0.0040050356059237215
Chd1	7.056476620447292e-06	0.01762271173285013	0.0040050356059237215
Chd2	2.407586948941781e-06	0.01762271173285013	0.0040050356059237215
Chd4	8.354146651602862e-09	0.01762271173285013	0.0040050356059237215
Chd8	8.40703826621567e-06	0.01762271173285013	0.0040050356059237215
Clock	1.1125850694843045e-06	0.01762271173285013	0.0040050356059237215
Creb1	1.6804625344819784e-08	0.01762271173285013	0.0040050356059237215
Crtc2	1.3795033483521401e-06	0.01762271173285013	0.0040050356059237215
Taf3	4.7346468550087425e-07	0.01762271173285013	0.0040050356059237215
Kdm5b	1.1622713081755359e-08	0.01762271173285013	0.0040050356059237215
Kdm6a	1.437043478811495e-05	0.01762271173285013	0.0040050356059237215
Junb	4.413829196596085e-08	0.01762271173285013	0.0040050356059237215
Ahcy	2.757527681769546e-07	0.01762271173285013	0.0040050356059237215
Klf3	1.4952618106103064e-06	0.01762271173285013	0.0040050356059237215
Klf5	1.6430606834787587e-07	0.01762271173285013	0.0040050356059237215
Mafb	3.6889743136818026e-07	0.01762271173285013	0.0040050356059237215
Maff	2.516985151995906e-07	0.01762271173285013	0.0040050356059237215
Mafg	8.667220039473717e-12	0.01762271173285013	0.0040050356059237215
Mafk	1.0509324679476906e-07	0.01762271173285013	0.0040050356059237215
Max	3.499804147054268e-08	0.01762271173285013	0.0040050356059237215
Maz	5.114889469745235e-07	0.01762271173285013	0.0040050356059237215
Mbd1	1.8205328420533245e-08	0.01762271173285013	0.0040050356059237215
Acss2	7.945882176777586e-06	0.01762271173285013	0.0040050356059237215
Mbd3	1.5293735356298235e-08	0.01762271173285013	0.0040050356059237215
Mcrs1	1.437043478811495e-05	0.01762271173285013	0.0040050356059237215
Mecp2	9.717707075085663e-09	0.01762271173285013	0.0040050356059237215
Aff3	8.132607044456992e-07	0.01762271173285013	0.0040050356059237215
Kdm5c	1.6121939039695817e-07	0.01762271173285013	0.0040050356059237215
Jmjd6	4.768646937270618e-09	0.01762271173285013	0.0040050356059237215
Jarid2	7.757175073668754e-09	0.01762271173285013	0.0040050356059237215
Kat2a	3.7468796244141193e-06	0.01762271173285013	0.0040050356059237215
Kdm6b	8.17998203975939e-07	0.01762271173285013	0.0040050356059237215
Jund	2.3582998616189493e-08	0.01762271173285013	0.0040050356059237215
Jun	2.0695980663574395e-08	0.01762271173285013	0.0040050356059237215
Ino80	1.9556226822049045e-08	0.01762271173285013	0.0040050356059237215
Insm1	5.4633020082634466e-08	0.01762271173285013	0.0040050356059237215
Irf1	1.3800422671347933e-07	0.01762271173285013	0.0040050356059237215
Irf2bp2	1.5327360483438478e-07	0.01762271173285013	0.0040050356059237215
Aff4	9.263527368177715e-05	0.01762271173285013	0.0040050356059237215
Irf3	1.2372453521458033e-06	0.01762271173285013	0.0040050356059237215
Gfi1	2.2664689650806246e-08	0.01762271173285013	0.0040050356059237215
Irf5	1.9351051359437955e-06	0.01762271173285013	0.0040050356059237215
Irf8	3.472928065624047e-07	0.01762271173285013	0.0040050356059237215
Irf9	8.289656408319563e-06	0.01762271173285013	0.0040050356059237215
Isl1	1.1622713081755359e-08	0.01762271173285013	0.0040050356059237215
Jmjd1c	1.8205328420533245e-08	0.01762271173285013	0.0040050356059237215
Tbr1	9.111328341591148e-07	0.01762271173285013	0.0040050356059237215
Drosha	6.704950928515332e-05	0.01762271173285013	0.0040050356059237215
Tbp	1.1622713081755359e-08	0.01762271173285013	0.0040050356059237215
Nelfb	1.3004700408565889e-05	0.01762271173285013	0.0040050356059237215
Ncapg	2.4269912145943096e-06	0.01762271173285013	0.0040050356059237215
Zmynd8	1.935809985828992e-05	0.01762271173285013	0.0040050356059237215
Myo1c	6.376850177884262e-07	0.01762271173285013	0.0040050356059237215
Myf5	6.035685059810444e-08	0.01762271173285013	0.0040050356059237215
Men1	2.2423504139284933e-06	0.01762271173285013	0.0040050356059237215
Nelfa	1.8409817926179192e-07	0.01762271173285013	0.0040050356059237215
Tbpl1	1.4407168199510314e-05	0.01762271173285013	0.0040050356059237215
Mllt3	1.8069399971934373e-06	0.01762271173285013	0.0040050356059237215
Mnx1	1.6463685426947788e-10	0.01762271173285013	0.0040050356059237215
Mphosph8	4.0139192449831056e-07	0.01762271173285013	0.0040050356059237215
Mpnd	0.0013528664876731576	0.01783952662310332	0.0040050356059237215
Msl2	1.0570323998299645e-06	0.01762271173285013	0.0040050356059237215
Mta1	5.947929310643133e-07	0.01762271173285013	0.0040050356059237215
Mitf	9.844405181177426e-06	0.01762271173285013	0.0040050356059237215
Ncor2	1.830423238173376e-08	0.01762271173285013	0.0040050356059237215
Ncor1	1.8024237165802553e-08	0.01762271173285013	0.0040050356059237215
Ncoa3	7.629096694247192e-10	0.01822133044220866	0.0040050356059237215
Rad23b	7.770712855540649e-08	0.01762271173285013	0.0040050356059237215
Olig2	2.7068540338343567e-08	0.01762271173285013	0.0040050356059237215
Ogt	2.713979975921399e-07	0.01762271173285013	0.0040050356059237215
Obox1	1.1788797643656836e-05	0.01762271173285013	0.0040050356059237215
Myt1	7.047380450976695e-09	0.01762271173285013	0.0040050356059237215
Myt1l	9.184580002157691e-08	0.01762271173285013	0.0040050356059237215
Naa10	5.843232385077746e-07	0.01762271173285013	0.0040050356059237215
Nacc1	2.3150098265384163e-09	0.01762271173285013	0.0040050356059237215
Nanog	7.97362094798568e-09	0.01762271173285013	0.0040050356059237215
Nap1l1	1.5250091861280548e-10	0.01762271173285013	0.0040050356059237215
Nbn	3.843481778669129e-09	0.01762271173285013	0.0040050356059237215
Myog	7.770712855540649e-08	0.01762271173285013	0.0040050356059237215
Ncapd3	6.005033574970305e-06	0.01762271173285013	0.0040050356059237215
Ncaph2	1.2692618106459418e-07	0.01762271173285013	0.0040050356059237215
Ncoa2	6.164424778039724e-07	0.01762271173285013	0.0040050356059237215
Mta2	7.213444313923421e-08	0.01762271173285013	0.0040050356059237215
Mtf2	5.679289764267088e-11	0.01762271173285013	0.0040050356059237215
Mtor	5.828325385869127e-07	0.01762271173285013	0.0040050356059237215
Mxi1	3.678032995421671e-07	0.01762271173285013	0.0040050356059237215
Nr4a1	7.97362094798568e-09	0.01762271173285013	0.0040050356059237215
Nr5a1	1.0925223121646804e-05	0.01762271173285013	0.0040050356059237215
Nr5a2	6.975094160996297e-08	0.01762271173285013	0.0040050356059237215
Nrf1	2.091409894308256e-08	0.01762271173285013	0.0040050356059237215
Nup153	6.197004934887225e-06	0.01762271173285013	0.0040050356059237215
Nr1h3	5.931414096970276e-09	0.01762271173285013	0.0040050356059237215
Nkx3-2	2.579635733437921e-08	0.01762271173285013	0.0040050356059237215
Nkx3-1	7.044442849640622e-07	0.01762271173285013	0.0040050356059237215
Nkx2-5	2.330415699990296e-06	0.01762271173285013	0.0040050356059237215
Nfat5	4.400282016266865e-05	0.01762271173285013	0.0040050356059237215
Nfatc1	1.680824858028907e-09	0.01762271173285013	0.0040050356059237215
Nfatc2	4.4295717051632515e-08	0.01762271173285013	0.0040050356059237215
Nfe2	5.828325385869127e-07	0.01762271173285013	0.0040050356059237215
Nfe2l1	7.217156550614569e-07	0.01762271173285013	0.0040050356059237215
Nfe2l2	4.412612913143151e-05	0.01762271173285013	0.0040050356059237215
Nr3c1	8.875126022499556e-09	0.01762271173285013	0.0040050356059237215
Rarb	2.45565193360743e-11	0.01762271173285013	0.0040050356059237215
Nr1h4	3.733670976983953e-08	0.01762271173285013	0.0040050356059237215
Nkx6-1	5.159092686699579e-07	0.01762271173285013	0.0040050356059237215
Myb	3.3632843354348177e-06	0.01762271173285013	0.0040050356059237215
Mybl1	2.152338597485713e-06	0.01762271173285013	0.0040050356059237215
Myc	6.762537296176911e-09	0.01762271173285013	0.0040050356059237215
Mycn	1.3335668930632445e-06	0.01762271173285013	0.0040050356059237215
Nelfe	4.392427418211398e-07	0.01762271173285013	0.0040050356059237215
Runx1	1.184919751571344e-08	0.01762271173285013	0.0040050356059237215
Neurod1	4.8544288953298644e-08	0.01762271173285013	0.0040050356059237215
Neurog2	1.830423238173376e-08	0.01762271173285013	0.0040050356059237215
Nlrp3	5.05270084465688e-05	0.01762271173285013	0.0040050356059237215
Notch1	2.4960718996549304e-07	0.01762271173285013	0.0040050356059237215
Npas3	1.274433886342019e-06	0.01762271173285013	0.0040050356059237215
Nr0b1	1.0614987208411892e-06	0.01762271173285013	0.0040050356059237215
Nr0b2	9.964956384627643e-06	0.01762271173285013	0.0040050356059237215
Nr1d1	8.148415161456566e-08	0.01762271173285013	0.0040050356059237215
Nr1d2	2.382125720887389e-11	0.01846572547880635	0.0040050356059237215
Nr1h2	7.891377801397593e-07	0.01762271173285013	0.0040050356059237215
Rara	1.162713723762908e-07	0.01762271173285013	0.0040050356059237215
Rai1	2.1497482148374074e-06	0.01762271173285013	0.0040050356059237215
Rag2	5.433067003772255e-07	0.01762271173285013	0.0040050356059237215
Pgr	5.9071073585336096e-08	0.01762271173285013	0.0040050356059237215
Onecut2	1.2088075886608387e-08	0.01762271173285013	0.0040050356059237215
Otx2	1.2581887508026367e-08	0.01762271173285013	0.0040050356059237215
Ovol2	2.033021158786792e-06	0.01762271173285013	0.0040050356059237215
Paf1	4.804928265531661e-05	0.01762271173285013	0.0040050356059237215
