TF	Variance explained	Nr of genes
Foxl2	0.46370649206054804	182
Foxo1	0.4043000496055511	68
Foxo3	0.43893229354358626	114
Gad1	0.5155665523683491	43
Gadd45a	0.5864720863411884	8
Gata6	0.41569568477351476	199
Gckr	0.5927294469671075	9
Gcm1	0.7473951700442347	5
Gfi1b	0.4392432834932275	409
Gli1	0.42183516727445675	10
Gli2	0.4376085418221652	22
Glis3	1.0	1
Glyr1	0.7275407760630136	4
Gmnn	0.628316603538354	4
Gps2	0.416720891250211	198
Grhl2	0.3984029164940934	255
Grhl3	0.4762153084703552	15
Grip1	0.5224025836536158	39
Gtf2a2	0.36152631652353945	9
Gtf2f1	0.3988580072829281	7
Hand1	0.41231035517331766	7
Hand2	0.4144751896578993	422
Hdac4	0.5208382266754095	86
Hells	0.43044062541554223	7
Hexim1	0.584586323447894	15
Hic2	0.8958363485893774	3
Hif1a	0.4655042528842693	399
Hira	0.37413842255981944	7
Hmga2	0.6593756849568784	5
Hmgn2	0.5750320870577998	14
Hnf1a	0.5199845542424438	85
Hnf1b	0.44368981296291465	129
Hnrnpk	0.7275407760630138	4
Hnrnpl	0.30719177950168675	9
Hnrnpu	0.5338121743413029	11
Hopx	0.43706996086982086	105
Hoxa11	0.5600117916640327	14
Hoxb1	0.4278215742632808	83
Hoxc10	0.49114166806233633	8
Hoxc6	0.5183041506029809	7
Hoxd13	0.4447374825689082	192
Htatsf1	0.5621731722414126	13
Htt	0.9705471080596391	3
Id2	0.5707481649911765	33
Ikzf2	0.5988211592225483	6
Ikzf3	0.476790472172195	20
Ing1	0.47583372172310373	12
Irf2	0.4402509838367278	125
Irf2bp2	0.3581051782507973	117
Irf7	0.6673467607448001	3
Jmjd1c	0.6439592607865596	2
Jmjd6	0.4978729693606578	43
Kat2b	0.5289503363997332	5
Kat5	0.4270174126273589	277
Kat8	0.5340476877697264	224
Kdm2a	0.4805884336583906	19
Kdm3a	0.49821200529199966	12
Kdm3b	0.6495034709840071	9
Kdm4a	0.4952309270227701	22
Kdm4d	1.0	1
Kdm5b	0.38774733959139335	23
Kdm5c	0.5047382995473463	24
Klf6	0.4995427440088631	32
Klf9	0.5073888651894192	15
L3mbtl2	0.8253979904294183	5
Lef1	0.4861380079184018	9
Leo1	0.5881517544974846	83
Lhx6	0.5672065577025287	21
Lin9	0.5065964643753382	429
Lmnb1	0.4124517452600107	42
Lmx1b	0.5241531202446931	9
Lrrfip1	0.5184821577853994	46
Lyl1	0.3892573965268356	436
Mafa	0.4964796747738047	71
Mafg	0.4360054852119988	32
Mapk8	0.4198449484079262	57
Mbd1	0.5027476600613091	14
Mbd2	0.42511989107903725	7
Mcrs1	0.5575214648059462	447
Mecp2	0.42585525441840666	347
Med23	0.5324305146233637	14
Mef2a	0.4585829531209474	29
Mef2d	0.44375148569837175	202
Mettl3	0.38238777016013936	178
Mitf	0.4954376057255604	132
Mllt3	0.7626715837377599	5
Mnx1	0.4751726787721126	18
Morc3	0.5577396891024098	4
Mphosph8	0.434169931440933	24
Mpnd	0.7737774220677476	3
Msl1	0.46420435725159376	84
Msl2	0.47269736138212604	464
Mta1	0.6596731516180443	5
Mtf2	0.501401403471738	100
Mtor	0.4392978102894198	324
Mybl1	0.4163406956320922	377
Mycn	0.490869777359009	222
Myo1c	0.6439592607865596	2
Myt1	1.0	2
Myt1l	0.46325929184056897	82
Naa10	0.7004441078151286	8
Nacc1	0.5337208482316989	12
Nap1l1	0.4009410099080052	26
Nbn	0.3538108435919994	35
Ncapg	0.32742661175746834	14
Ncoa2	0.42567138876998656	63
Ncoa3	0.6217425056730443	40
Nfat5	0.44770417200333473	13
Nfatc1	0.36411558989618387	22
Nfatc2	0.3807548166569111	264
Nfe2	0.4185543307983368	109
Nfe2l1	0.41648559563096993	178
Nfe2l2	0.4768829295165651	449
Nfia	0.48076248690353746	166
Nfkb1	0.3508995042919762	20
Nfyb	0.3972516414977997	413
Nkx2-1	0.3949541564247602	305
Nkx2-5	0.45659743379775286	240
Nkx3-1	0.4236707642230454	414
Nkx3-2	0.487184867530824	18
Nlrc5	0.46215691790584656	30
Nono	0.40676894433740746	7
Nr0b1	0.433380237985892	232
Nr0b2	0.6374219330529037	21
Nr1d2	0.438800426263335	106
Nr1h4	0.4111123552682306	388
Nr2f2	0.504185563932422	8
Nr5a1	0.49514721035274184	13
Nsl1	0.5275064671865355	130
Nucks1	0.3861925787590834	14
Nup153	0.6439592607865596	2
Nup98	0.6113144089040679	6
Obox1	0.6747557209833053	14
Ogdh	0.681940751506799	7
Ogt	0.44272721534629844	20
Ovol2	0.47347363232379064	43
Paf1	0.46698401454069316	48
Parp1	0.5487825255009714	10
Pax3	0.49566596069248114	10
Pax5	0.43176330748834324	301
Paxip1	0.35159146757379917	90
Pbrm1	1.0	1
Pcgf1	0.4641287701436637	16
Pcgf3	0.5376123819244137	15
Pcgf5	1.0	1
Pcgf6	0.46301029444384983	364
Pcna	0.6149001504418803	8
Pdx1	0.471248760491718	73
Phc1	0.6439592607865596	3
Phf19	0.498914846601694	8
Phf2	0.6219404449508976	5
Phf5a	0.4140817982703167	25
Phf6	0.4074298762378879	59
Phrf1	0.45486248364087145	17
Pitx1	0.4255931451758643	217
Plagl1	0.6935928191249441	3
Pml	0.5577396891024095	4
Pou2af1	0.7525998318166817	6
Pou2f3	0.6744715314012998	5
Pou3f1	0.43076110478537516	67
Pou3f2	0.5136780616912687	466
Prdm13	0.5381469653320194	36
Prdm14	0.48909781346785264	36
Prdm5	0.42331346332957864	209
Prm1	0.6439592607865596	4
Prmt5	0.6495034709840071	9
Psip1	0.625478917494377	7
Pwp1	0.6274882812999704	7
Rad23b	0.523158417780294	104
Rad51	0.41447824822742807	130
Raf1	0.38252356227198214	27
Rag1	0.4173154464951151	139
Rai1	0.4016020944306693	35
Rarb	0.4606196848438133	124
Rarg	0.5439785265378021	5
Rb1	0.43840462785859896	12
Rbbp4	0.6472724413557353	7
Rbbp5	0.42846661413869347	18
Rcor2	0.641555798495667	6
Rel	0.4135562907191608	269
Relb	0.4119133080113631	6
Rif1	0.4396281373720332	13
Rora	0.5430774723368296	439
Rorc	0.42570156448081636	229
Rpa1	0.43991937218950034	254
Rpa2	0.39945332799880295	196
Rtf1	0.4274984570072826	18
Ruvbl1	0.46465119884253725	15
Ruvbl2	0.40538092060616204	17
Rybp	0.4398459694655632	69
Sap18	0.44637836008603166	46
Satb2	0.548652640155487	26
Scml2	0.7016709559710321	3
Setd2	0.7275407760630137	4
Setdb1	0.4354479599238105	274
Sfmbt1	0.439638113752781	25
Sfmbt2	0.6577783635877299	9
Shox2	0.6586964998041972	6
Sin3b	0.36388373186140693	23
Sirt7	0.7327955553243074	6
Six1	0.6088333613517687	6
Six4	0.5194182279673012	270
Smad6	1.0	2
Smarca5	0.47698719973485737	378
Smarcad1	0.5667913852791007	11
Smarcc1	0.37834600402507296	21
Smarcd1	0.5303928370738732	8
Smc5	1.0	1
Smchd1	0.5983638225917963	17
Snai1	0.7651762739417144	54
Sox10	0.5401719618033022	7
Sox13	0.48808675460849144	4
Sox17	0.4335186499614215	96
Sox3	0.49991984755481966	111
Sox30	0.4609162279315211	6
Sox4	0.5099153809302511	475
Sox5	0.47023709383927964	9
Sox6	0.4196236751329473	9
Sp7	0.7289031568937397	8
Sp9	0.48595801242021053	54
Spen	0.4683608575424342	24
Spin1	0.5647595450384474	243
Srebf1	0.4640684634544834	41
Srsf1	0.4479866271604572	12
Srsf2	0.4973757390837425	10
Ss18	0.40269756151786845	79
Ssrp1	0.5556409112234666	15
Supt16	0.4998707264272156	20
Supt6	0.44422241740097507	125
Suv39h1	0.6439592607865596	2
Suv39h2	0.6439592607865596	3
T	0.4418115838223895	331
Taf1	0.6907946751984689	8
Taf10	0.37024059040781304	51
Taf15	0.4481752881552113	460
Taf9b	0.5402235916970596	22
Tbl1x	0.6073368694770158	10
Tbpl1	0.4789245100748748	128
Tbr1	0.48170607135367194	83
Tbx20	0.5627630059404924	72
Tbx3	0.4575175865559915	54
Tbx4	0.532123408619148	6
Tcea1	0.9705471080596391	2
Tcf7l2	0.4638817200671409	86
Tdg	0.5350546033470568	13
Tead2	0.47078727215018573	8
Terf1	0.46941770340561834	15
Terf2ip	0.39204517181333753	34
Tet1	0.42115713534544885	135
Tfam	0.5638234262968376	13
Tfcp2l1	0.33947094638854874	6
Tgif2	0.49502142964894014	38
Thap11	0.6513883094845784	5
Thra	1.0	3
Thrb	1.0	2
Tle1	0.42812881688019644	12
Tlx1	0.4227316035839601	10
Tmem131	0.459490514290076	195
Top1	0.6430710491527485	8
Top2a	1.0	2
Top2b	0.48267054196515946	7
Tox	0.597978214003043	29
Tsc22d3	0.5456753793507457	5
Twist1	0.6425831837479667	4
Ubtf	0.4317833109039899	182
Uhrf1	1.0	2
Usp16	0.4761185943976128	17
Usp7	0.5391370656307278	11
Utf1	0.42336327963641496	359
Vsx2	0.4271145222509571	34
Wapl	0.41425646619643297	307
Was	0.6439592607865596	2
Wdr11	0.6279509715091365	26
Wdr61	0.5020650706905445	13
Yap1	0.475345564682689	60
Yeats4	0.5049468168324177	13
Yy2	1.0	1
Zbtb2	0.5183712736007272	421
Zbtb24	0.578515230108416	4
Zc3h10	1.0	1
Zeb1	0.408511830680656	28
Zfp217	0.39018532559497515	407
Zfp322a	0.6647430044686314	4
Zfp335	0.5072023219465494	6
Zfp42	0.4794585681327635	232
Zfp57	0.43531818274458206	320
Zfp64	0.4408284114429047	49
Zfp708	0.7158393082795352	8
Zfpm1	0.45042210541492284	147
Zic1	0.6372406352306487	3
Zic3	0.4505049347534022	116
Zkscan1	0.4076696765242813	325
Zmynd8	0.5276681333211531	40
Zscan5b	0.6119072548985369	7
