TF	Variance explained	Nr of genes
Cxxc1	0.5145422256261432	1496
Cxxc5	0.4871385343631524	121
Daxx	0.5055393743451734	107
Ddit3	0.4238735492005955	32
Ddx21	0.49767461475909675	6424
Ddx5	0.6439592607865597	3
Dgcr8	0.44494051876593055	56
Dicer1	0.5711760917457523	19
Dlx1	0.5810866411126223	10
Dlx3	0.5536508763704111	14
Dmap1	0.44041031557602656	30
Dmc1	0.4428113682746718	7316
Dmrt1	0.4264275058714615	748
Dmrtb1	0.4679048430221489	18
Dnajc2	0.3942733698789704	19
Dnmt3a	0.45015977079128977	24
Dnmt3b	0.5377653325314702	16
Dpf2	0.4624759045561706	248
Dppa2	0.5285810800455609	1990
Dppa4	0.526494701240674	1682
Dpy30	0.47631424344314355	136
Dr1	0.4605567723347169	13378
Drosha	0.5185752797973776	8
Duxbl1	0.4310918649599754	1716
E2f1	0.4195511453956694	873
E2f3	0.4018227209594246	400
E2f4	0.40512899021140425	1948
E4f1	0.317947010607321	13
Ebf1	0.41818061107529925	2573
Ebf2	0.45833325585254747	6745
Ebf4	0.4927589159622403	395
Eed	0.4340368834211029	30
Egr1	0.4260050693283262	368
Egr2	0.45835125076163724	6030
Ehf	0.42663255181603377	60
Ehmt2	0.5386211698668505	22
Elf1	0.45923900927796885	4594
Elf4	0.43729294474408414	5392
Elf5	0.4041125895079714	2882
Elk1	0.457452266080328	52
Elk3	0.7595096261995354	5
Elk4	0.3510994393283534	28
Ell	0.4112018193887547	36
Ell2	0.44327732744471365	31
Ell3	0.44024765602118565	374
Elob	0.46765824799044947	26
Eomes	0.4929250912328682	45
Ep300	0.41839926096554336	12902
Ep400	0.45507834866854213	143
Epop	0.357605237178355	361
Ercc3	0.405252285724075	10
Erf	0.4686530168103585	1698
Erg	0.41946305017506375	10452
Esr1	0.43357870041690755	6479
Esrra	0.3924869768930844	1137
Esrrb	0.4162283780591569	3615
Esrrg	0.351930278224637	8
Ets1	0.43048614477176556	8970
Ets2	0.4875901622273172	4899
Etv2	0.4220015776525237	6
Etv5	0.5027963094403712	1754
Etv6	0.5113260910629456	820
Ezh1	0.46316573743348427	33
Ezh2	0.5598177736160901	3346
Fbxo21	0.5117549640840771	706
Fgfr1	0.4179217404549219	2622
Fli1	0.4252314657117964	11021
Fos	0.41413944628871036	3055
Fosb	0.40541788008228197	37
Fosl1	0.4328343188107193	3761
Fosl2	0.4131960009069795	4168
Foxa1	0.4036920310430245	5784
Foxa2	0.4282747290917858	7551
Foxa3	0.4662171647164762	70
Foxf1	0.43600716520515714	551
Foxg1	0.4911174324839282	109
Foxh1	0.4697752239073008	5444
Foxj2	0.560996238026266	184
Foxk1	0.46031819559294784	25
Foxl2	0.4722143323280972	287
Foxo1	0.40075948239814857	104
Foxo3	0.41905364581675314	197
Foxp1	0.45131195638208577	4755
Foxp3	0.46545606124399913	4101
Gabpa	0.4874056326607516	5589
Gad1	0.49225185704679697	68
Gadd45a	0.5494538046274838	10
Gata1	0.39288154578814394	3973
Gata2	0.4084859224243847	5494
Gata3	0.41845072033124703	5776
Gata4	0.41085388826243163	3448
Gata6	0.42072591354709704	267
Gckr	0.529339088381965	14
Gcm1	0.7473951700442347	5
Gfi1	0.4464704082493397	3269
Gfi1b	0.4401712251452779	534
Gli1	0.4460163050701977	14
Gli2	0.4149767620294624	33
Gli3	0.41196118670585663	1660
Glis3	1.0	1
Glyr1	0.7275407760630136	4
Gmnn	0.43439648721439583	9
Gps2	0.43646939023625575	359
Grhl2	0.39093590100965053	328
Grhl3	0.46756205687356805	24
Grip1	0.4178378486352575	77
Gtf2a2	0.3615263165235394	10
Gtf2b	0.4359700086580472	3946
Gtf2e2	0.3593596980617747	735
Gtf2f1	0.3615263165235394	9
Gtf3c1	0.4603085389920358	1423
Gtf3c2	0.9705471080596391	2
Gtf3c4	1.0	1
Hand1	0.5384761189799505	14
Hand2	0.42789832944005024	668
Hcfc1	0.477888064000113	7541
Hdac1	0.46292482396827833	5553
Hdac2	0.4374764788515616	9633
Hdac3	0.40746957713499915	3334
Hdac4	0.4877393233229555	109
Hells	0.4304406254155418	8
Hexim1	0.5331037048746563	25
Hic2	0.8958363485893774	3
Hif1a	0.4638538929275687	503
Hira	0.45378697341063	13
Hmga2	0.6593756849568784	5
Hmgn2	0.5302039773039682	17
Hnf1a	0.5219328719218661	140
Hnf1b	0.42316220871496674	167
Hnf4a	0.39686555792990963	6077
Hnf4g	0.4103236891184362	810
Hnrnpk	0.6383589160548329	6
Hnrnpl	0.34270261061072405	12
Hnrnpu	0.5364290975642283	14
Hopx	0.4363282623748904	238
Hoxa11	0.5265831064903118	17
Hoxa13	0.4376769357043772	1108
Hoxb1	0.44974359717295925	108
Hoxb4	0.4118062001012645	946
Hoxc10	0.37515835974855827	12
Hoxc6	0.46976589292288934	10
Hoxd13	0.4607146344076691	284
Hsf1	0.439956363771	637
Hsf2	1.0	1
Htatsf1	0.4944693279485439	18
Htt	0.9705471080596391	3
Id2	0.5493968693900259	61
Ikzf1	0.426358832475987	6551
Ikzf2	0.5668120964413855	14
Ikzf3	0.529782775250596	24
Ing1	0.5293398829675994	14
Ino80	0.4728930234187064	10189
Insm1	0.45312658642205966	4293
Irf1	0.3913668235085543	2187
Irf2	0.43812970615449387	154
Irf2bp2	0.3493465432081168	169
Irf3	0.37735253820259596	1288
Irf4	0.4221294036972368	8086
Irf5	0.3852799430707171	1777
Irf7	0.6673467607448001	3
Irf8	0.39777768831219334	4348
Irf9	0.3877895987360231	1250
Isl1	0.4556708797464948	1737
Jarid2	0.5559292255968639	1094
Jmjd1c	0.6439592607865596	2
Jmjd6	0.500888581496381	57
Jun	0.41593927661454744	8581
Junb	0.40041842664052546	4339
Jund	0.41435855020460294	7236
Kansl3	0.5380263427400543	1235
Kat2a	0.48362572199395193	4625
Kat2b	0.4436091277567836	7
Kat5	0.4285524872482925	469
Kat8	0.5306006361042443	363
Kdm1a	0.43991827599204125	9604
Kdm2a	0.4995545797897958	24
Kdm2b	0.4963983734777353	1274
Kdm3a	0.4679754325471941	16
Kdm3b	0.6269926431742245	10
Kdm4a	0.4658056823650973	28
Kdm4c	0.5026061952175341	2444
Kdm4d	0.6476070327567369	4
Kdm5a	0.4863556564064181	6281
Kdm5b	0.3746173680170463	26
Kdm5c	0.4654344230217644	32
Kdm6a	0.5143371194461684	1062
Kdm6b	0.4505733853908517	1141
Klf3	0.4307463242986256	1094
Klf4	0.43857856312772736	3626
Klf5	0.4518148317802859	1000
Klf6	0.4701227080385513	46
Klf9	0.5118364447901791	24
Kmt2a	0.44738841387469447	9313
Kmt2b	0.4878594873749322	7882
Kmt2c	0.4231788495907768	4498
Kmt2d	0.418494129237572	3732
L3mbtl2	0.6388437558595504	8
Ldb1	0.47437095244159283	2133
Lef1	0.451558576723462	13
Leo1	0.5516867592932682	96
Lhx2	0.47988586026149804	698
Lhx3	0.4912991562055774	1070
Lhx6	0.5498275001895873	29
Lin9	0.49529491340706105	487
Lmnb1	0.3941729968844594	56
Lmo2	0.3883671559822359	3604
Lmx1b	0.5241531202446931	9
Lrrfip1	0.4957364455736204	64
Lyl1	0.39806443168656175	540
Maf	0.38646641933838427	834
Mafa	0.4608852827335506	116
Mafb	0.3807351001149039	1407
Maff	0.4155396330887848	842
Mafg	0.40351694533006255	45
Mafk	0.4047497787130165	1937
Mapk8	0.43080029083505933	76
Max	0.43549438351804187	4471
Maz	0.4746125119406081	1158
Mbd1	0.46655300773186575	21
Mbd2	0.4654095751798002	9
Mbd3	0.46092649910231076	13647
Mcrs1	0.5524309073051333	684
Mecp2	0.4153341673223792	668
Med1	0.43094898899814393	7384
Med12	0.4008330167121184	762
Med23	0.5621731722414125	15
Med24	0.401553323502662	1866
Med26	0.4871520238676781	6447
Mef2a	0.4459809698199998	47
Mef2c	0.42554324956421785	3077
Mef2d	0.45640988682571704	275
Meis1	0.42216175307100823	5949
Men1	0.4595450940800235	2884
Mettl3	0.39110987939888736	261
Mitf	0.4793453240897482	183
Mllt3	0.7326858307515735	8
Mnx1	0.46301893089268864	35
Morc3	0.4188166596124259	6
Mphosph8	0.5028966769865356	41
Mpnd	0.7737774220677476	3
Msl1	0.4638160189425971	107
Msl2	0.4661973934472083	631
Mta1	0.7346795936983899	10
Mta2	0.4327905207560121	1677
Mtf2	0.5397113440395719	240
Mtor	0.43590660324288866	380
Mxi1	0.4513128530712022	4879
Myb	0.4149341972040174	886
Mybl1	0.4204180024798053	509
Myc	0.436013737211195	10739
Mycn	0.4885548417771812	307
Myf5	0.43559626544996427	5979
Myo1c	0.5516923434338168	6
Myod1	0.4462213252014031	7532
Myog	0.43794009852845583	3904
Myt1	0.6439592607865597	3
Myt1l	0.425792223771328	115
Naa10	0.7004441078151286	8
Nacc1	0.5429069515806872	13
Nanog	0.45255315947547714	10829
Nap1l1	0.4031129515250761	34
Nbn	0.37947606532881406	46
Ncapd3	0.4619506312743483	1693
Ncapg	0.40871088469183964	23
Ncaph2	0.5069723679723879	1239
Ncoa2	0.4095968363473253	84
Ncoa3	0.6058401124579205	43
Ncor1	0.3960188313659086	5763
Ncor2	0.4422508515797534	1454
Nelfa	0.46056491139977096	8460
Nelfb	0.4337628458388411	1025
Nelfe	0.46195562689924463	6493
Neurod1	0.44709565671020923	7157
Neurod2	0.464045208901842	4508
Neurog2	0.4715901844198909	3670
Nfat5	0.4743632952325365	18
Nfatc1	0.35885046740173904	42
Nfatc2	0.3847768830158174	358
Nfe2	0.38217021846799976	172
Nfe2l1	0.42221944355097024	231
Nfe2l2	0.4774162975332526	554
Nfia	0.46854718486108393	297
Nfib	0.42905200736327453	1446
Nfil3	0.4603114814949652	810
Nfkb1	0.41595334247284493	31
Nfya	0.43561275035158425	1340
Nfyb	0.39330655176997087	577
Nfyc	0.40296324653249505	899
Nipbl	0.45024015085845565	9512
Nkx2-1	0.41040316807568483	462
Nkx2-2	0.4681174814696754	703
Nkx2-5	0.432715754588644	379
Nkx3-1	0.41446355734779766	626
Nkx3-2	0.4449291209744096	26
Nkx6-1	0.4504226793270421	1054
Nlrc5	0.46165773417285255	34
Nono	0.49891484660169355	9
Notch1	0.462334983915803	703
Npas3	0.4493395067227021	1345
Nr0b1	0.44081324089057733	348
Nr0b2	0.640458616076335	26
Nr1d1	0.41144195144413404	5577
Nr1d2	0.4216568258833891	137
Nr1h2	0.40779004289316895	3232
Nr1h3	0.40544030506512707	835
Nr1h4	0.41230444534214605	485
Nr2f2	0.39185438399702666	11
Nr3c1	0.42373436681705956	13206
Nr4a1	0.4311416380236386	2828
Nr5a1	0.41474091057417645	24
Nr5a2	0.3861632847000826	890
Nrf1	0.4527747801053926	7803
Nsl1	0.5507301987674402	196
Nucks1	0.4545813610552008	20
Nup153	0.48661400758833645	3
Nup98	0.5761645752275389	10
Obox1	0.6099493519847669	16
Ogdh	0.5848447117504244	8
Ogt	0.46190885714454616	34
Olig2	0.47069487658000275	7297
Onecut1	0.41116833847756334	3536
Onecut2	0.4698770824022769	4181
Otx2	0.43933257929128194	3460
Ovol2	0.46118834752749327	51
Paf1	0.44491931742439655	83
Parp1	0.5579528974110448	11
Pax3	0.5224652586209637	25
Pax5	0.41197881530873526	436
Pax6	0.4382164419013868	3125
Pax7	0.4431540910487395	7498
Paxip1	0.3549681825734902	171
Pbrm1	0.7962486168727378	4
Pbx1	0.4409107093841312	2442
Pcgf1	0.46143369279249713	26
Pcgf2	0.5317599626389617	1775
Pcgf3	0.49952734178569314	17
Pcgf5	0.753182619347181	3
Pcgf6	0.4681587709838232	486
Pcna	0.642995405200978	10
Pdx1	0.44446856281473596	106
Pgr	0.43172456349303584	4720
Phc1	0.551692343433817	6
Phf19	0.43972490268726105	12
Phf2	0.5545383251099062	7
Phf20	1.0	1
Phf5a	0.4368570816560595	36
Phf6	0.3902774382579869	65
Phf8	0.47294107127757534	8874
Phrf1	0.5009778009471738	25
Pitx1	0.4342551463738054	305
Pknox1	0.42290336921793553	6504
Plagl1	0.6068226754339257	5
Pml	0.5148491435611229	7
Pou2af1	0.5194628377919168	12
Pou2f1	0.49305208194120864	3350
Pou2f3	0.4870679363118539	8
Pou3f1	0.4998734172491642	108
Pou3f2	0.5072619281376997	573
Pou5f1	0.4503601709555586	12663
Ppara	0.4049874211636112	4657
Pparg	0.42843034720491424	11014
Prdm1	0.37849015384086604	981
Prdm13	0.522381033282129	74
Prdm14	0.4947724657804748	47
Prdm15	0.44198047824155334	2450
Prdm16	0.4163948727354663	3162
Prdm5	0.42302841031810806	250
Prdm9	0.44516468285193617	739
Prm1	0.6439592607865596	4
Prmt5	0.6495034709840071	9
Prox1	0.44890846806888307	1946
Psip1	0.5568280910620188	11
Ptf1a	0.43047035456753685	2481
Pwp1	0.46747331704039774	14
Rad21	0.4451741778462464	13237
Rad23b	0.48013470086288756	210
Rad51	0.43116873397691213	188
Raf1	0.378133910121473	36
Rag1	0.4279332056254214	236
Rag2	0.469361919555264	8967
Rai1	0.407701987761347	61
Rara	0.37404888579289747	1118
Rarb	0.44353614026156113	184
Rarg	0.43302555022693495	8
Rb1	0.39321545565960914	20
Rbbp4	0.5477682020731162	13
Rbbp5	0.3834355725570486	27
Rbfox2	0.46150984565706055	2765
Rbp2	0.9404740399026321	2
Rbpj	0.410737622011354	3804
Rbpjl	0.4450754227332491	1024
Rcor1	0.39083838896304124	1591
Rcor2	0.6048689917214457	7
Rec8	0.48733236616340936	5167
Rel	0.4101299883301216	356
Rela	0.4157691171961501	11311
Relb	0.3806836292856527	9
Rest	0.5389405434527678	1966
Rfx1	0.5059634831599975	2797
Rfx2	0.5383464684322732	1143
Rfx3	0.5318960583461362	1785
Rif1	0.47090382764290206	22
Rnf2	0.4708676454962511	10122
Rora	0.5378461196038798	481
Rorc	0.42512377510782356	330
Rpa1	0.43092187573665414	369
Rpa2	0.4014711276848998	220
Rtf1	0.4048609477499694	20
Runx1	0.4337743265337998	12974
Runx2	0.43471044086991745	8776
Runx3	0.42624946467048963	1884
Ruvbl1	0.43664985090080205	20
Ruvbl2	0.4233971911364289	25
Rxra	0.4178659047142087	10317
Rybp	0.4476154640680273	100
Sall4	0.41052510331910613	919
Sap130	0.4832211709979205	6193
Sap18	0.5157342516852362	85
Satb1	0.4035616398545841	1956
Satb2	0.5238132857755997	40
Scml2	0.510788334119071	4
Setd1a	0.5031021702394967	4618
Setd2	0.7275407760630137	4
Setdb1	0.4520860525718527	406
Sfmbt1	0.3817963494621523	38
Sfmbt2	0.6689452770609697	11
Shox2	0.6586964998041972	6
Sin3a	0.45292192087754757	6865
Sin3b	0.3380411082462177	39
Sirt1	0.3946703246802305	1110
Sirt7	0.7289031568937403	8
Six1	0.46532739238251447	11
Six2	0.44404390910076125	1600
Six4	0.5034186863465249	375
Smad1	0.4013434934820478	1387
Smad2	0.4355877883721112	1711
Smad3	0.46812788803619565	1529
Smad4	0.42460946776602365	1637
Smad6	0.5200325476502554	4
Smarca4	0.4303070862580564	10291
Smarca5	0.46949073596969754	589
Smarcad1	0.513934619106785	18
Smarcc1	0.41064510159573153	27
Smarcd1	0.5722087150265702	11
Smc1a	0.43138385846982585	7604
Smc3	0.4387064176462096	7636
Smc5	1.0	3
Smchd1	0.5495622333329475	20
Snai1	0.7287904282899993	91
Sox10	0.36718437221957795	16
Sox11	0.4699074041129398	1127
Sox13	0.48808675460849144	4
Sox17	0.4336984099917684	119
Sox2	0.4334395874301248	8688
Sox3	0.4893150990451479	153
Sox30	0.40328206762042007	9
Sox4	0.51774730353086	645
Sox5	0.3255886055077133	14
Sox6	0.49751131674241694	11
Sox9	0.43283552912712486	1701
Sp1	0.45832284655934796	6637
Sp110	0.9705471080596391	2
Sp3	0.45403629853892874	7331
Sp7	0.6895811512297092	9
Sp9	0.44324752019817765	123
Spen	0.4555281812852585	30
Spi1	0.42715234626278337	16200
Spin1	0.5549518018321693	461
Srebf1	0.46095975735439315	74
Srf	0.4302422670821043	7488
Srsf1	0.5049264665405461	16
Srsf2	0.5324305146233635	14
Ss18	0.4068890781180248	121
Ssrp1	0.5492471449372742	18
Stag1	0.4441865910251837	5963
Stag2	0.43885009038650075	6250
Stat1	0.3926752857254273	4971
Stat2	0.40278124647110203	2776
Stat3	0.4253561000601524	5503
Stat4	0.3955251122403299	1342
Stat5a	0.4096761253515036	8737
Stat5b	0.3745966206489753	2047
Stat6	0.4007118240386405	2363
Sumo1	0.44571291504892313	1049
Sumo2	0.4323793060899064	892
Supt16	0.43212488799486903	29
Supt5	0.45571736772384913	1314
Supt6	0.37718078157332047	196
Suv39h1	0.6439592607865597	3
Suv39h2	0.5516923434338169	5
Suz12	0.5679821245892436	3287
T	0.4407970188752313	415
Taf1	0.6094460733147942	10
Taf10	0.36716312600701545	60
Taf15	0.4545608080157169	634
Taf2	0.46870139348620027	8897
Taf3	0.43962608471865583	1174
Taf7l	0.4093485994954321	3043
Taf9b	0.5269617250991211	28
Tal1	0.38239694507717475	3679
Tbl1x	0.6073368694770158	10
Tbp	0.43337530261086177	12516
Tbpl1	0.5159819776290747	287
Tbr1	0.48872805122965873	126
Tbx19	0.44589708301793735	1138
Tbx20	0.5507411709210122	96
Tbx21	0.44448163749477176	965
Tbx3	0.4481188510429822	80
Tbx4	0.532123408619148	6
Tbx5	0.4376474291789456	2089
Tcea1	0.6916617284007053	4
Tcf12	0.44259852796049654	3206
Tcf3	0.43550356639721555	6763
Tcf4	0.41967197679080726	2176
Tcf7	0.4649136708998858	1954
Tcf7l1	0.6563579705643443	5
Tcf7l2	0.4100245136421715	136
Tdg	0.5543844328307419	16
Tead1	0.4081660628637906	2767
Tead2	0.4272340385940429	11
Tead4	0.4167657028228214	4882
Terf1	0.46318845617635157	18
Terf2ip	0.4292985167845558	38
Tet1	0.4412478009953204	281
Tet2	0.4207604224635009	1092
Tet3	0.410079659682019	722
Tfam	0.55635775945063	16
Tfap2a	0.4268456401291045	3089
Tfap2c	0.4411927306394926	8307
Tfap4	0.43560340747529147	2577
Tfcp2l1	0.39321199976964727	7
Tfe3	0.43651716517402817	1045
Tgif1	0.4236550448266893	3097
Tgif2	0.4635637439532288	53
Thap11	0.5306963942387957	14
Thra	1.0	3
Thrb	1.0	2
Tle1	0.3985809434488864	20
Tle3	0.41939830399033295	3671
Tlx1	0.5003774476929213	15
Tmem131	0.4658881304139948	296
Tnni2	1.0	1
Top1	0.6430710491527485	8
Top2a	0.6044182469392986	3
Top2b	0.48267054196515946	7
Tox	0.5393384420299472	55
Trim28	0.4405640337395791	1935
Trim33	0.40775272942734264	1440
Trp53	0.4195360972707186	1307
Trp63	0.4001193858498122	879
Tsc22d3	0.5456753793507457	5
Twist1	0.6406166596668812	6
Ubtf	0.4202574130689362	267
Uhrf1	1.0	2
Usf1	0.4316724330813691	2562
Usf2	0.4276596229638051	10058
Usp16	0.47600952214484515	32
Usp7	0.46874423879663235	16
Utf1	0.4417224524355556	1055
Vdr	0.4101079682977522	5990
Vsx2	0.377639982317919	54
Wapl	0.40065220469356105	452
Was	0.6439592607865596	2
Wdr11	0.6318119511580189	40
Wdr5	0.47232064552986935	5977
Wdr61	0.5428397580850223	17
Wiz	0.46965553038783403	10008
Wt1	0.466859431297648	1435
Xbp1	0.41986976562783274	3443
Yap1	0.4597025029742791	96
Yeats4	0.5026712779373685	17
Yy1	0.49124380650118454	4860
Yy2	1.0	2
Zbtb16	0.44816337838903303	1570
Zbtb17	0.43150716681777807	1317
Zbtb2	0.5175814084190693	601
Zbtb24	0.36152631652353956	8
Zc3h10	0.7152488656461993	2
Zc3h11a	0.42412318227834495	2744
Zeb1	0.3882440216615998	31
Zfp143	0.4854776965852043	2267
Zfp217	0.4189399708346672	690
Zfp281	0.45808631087578017	9700
Zfp322a	0.47351589690744855	6
Zfp335	0.347763249185109	8
Zfp384	0.4198796759809008	5444
Zfp42	0.45922659862992776	361
Zfp57	0.43853555636362224	461
Zfp64	0.4349748807361385	61
Zfp708	0.7158393082795352	8
Zfpm1	0.45614791767678936	192
Zic1	0.5826054710891653	9
Zic2	0.4608275179249324	3798
Zic3	0.46770583044837255	187
Zkscan1	0.41400677198805946	427
Zmiz1	0.3834343993892324	882
Zmynd8	0.48907654283841046	54
Zscan5b	0.6499301328687485	8
